
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
DIBAG3	DIB30	*	1982-08-11T11:46:00.000	15.2153333	37.1745	300844	120	12	1982-08-11T11:46:00.000	1	7	1	26.5	1	.057	1	340	1
									1982-08-11T11:56:00.000	1	7	1	26.5	1	.061	1	0	3
									1982-08-11T12:06:00.000	1	7	1	26.6	1	.053	1	23	3
									1982-08-11T12:16:00.000	1	7	1	26.6	1	.065	1	11	3
									1982-08-11T12:26:00.000	1	7	1	26.9	1	.059	1	28	3
									1982-08-11T12:36:00.000	1	7	1	26.9	1	.057	1	8	3
									1982-08-11T12:46:00.000	1	7	1	26.8	1	.065	1	56	1
									1982-08-11T12:56:00.000	1	7	1	26.9	1	.08	1	59	1
									1982-08-11T13:06:00.000	1	7	1	26.9	1	.072	1	31	1
									1982-08-11T13:16:00.000	1	7	1	26.8	1	.072	1	3	1
									1982-08-11T13:26:00.000	1	7	1	26.8	1	.059	1	6	1
									1982-08-11T13:36:00.000	1	7	1	26.7	1	.07	1	70	3
									1982-08-11T13:46:00.000	1	7	1	26.8	1	.083	1	28	1
									1982-08-11T13:56:00.000	1	7	1	26.8	1	.061	1	23	1
									1982-08-11T14:06:00.000	1	7	1	26.7	1	.063	1	6	3
									1982-08-11T14:16:00.000	1	7	1	26.7	1	.065	1	335	1
									1982-08-11T14:26:00.000	1	7	1	26.7	1	.098	1	354	3
									1982-08-11T14:36:00.000	1	7	1	26.8	1	.093	1	338	3
									1982-08-11T14:46:00.000	1	7	1	26.8	1	.057	1	354	3
									1982-08-11T14:56:00.000	1	7	1	26.7	1	.059	1	0	3
									1982-08-11T15:06:00.000	1	7	1	26.7	1	.074	1	357	3
									1982-08-11T15:16:00.000	1	7	1	26.8	1	.087	1	346	1
									1982-08-11T15:26:00.000	1	7	1	26.8	1	.083	1	340	1
									1982-08-11T15:36:00.000	1	7	1	26.8	1	.061	1	28	3
									1982-08-11T15:46:00.000	1	7	1	26.8	1	.057	1	39	1
									1982-08-11T15:56:00.000	1	7	1	26.8	1	.061	1	39	1
									1982-08-11T16:06:00.000	1	7	1	26.8	1	.059	1	346	3
									1982-08-11T16:16:00.000	1	7	1	26.8	1	.07	1	28	3
									1982-08-11T16:26:00.000	1	7	1	26.7	1	.057	1	354	3
									1982-08-11T16:36:00.000	1	7	1	26.7	1	.055	1	53	1
									1982-08-11T16:46:00.000	1	7	1	26.7	1	.055	1	0	3
									1982-08-11T16:56:00.000	1	7	1	26.8	1	.048	1	17	1
									1982-08-11T17:06:00.000	1	7	1	26.8	1	.059	1	45	3
									1982-08-11T17:16:00.000	1	7	1	26.8	1	.059	1	17	3
									1982-08-11T17:26:00.000	1	7	1	26.8	1	.053	1	37	3
									1982-08-11T17:36:00.000	1	7	1	26.7	1	.05	1	23	1
									1982-08-11T17:46:00.000	1	7	1	26.8	1	.053	1	31	1
									1982-08-11T17:56:00.000	1	7	1	26.8	1	.055	1	53	1
									1982-08-11T18:06:00.000	1	7	1	26.8	1	.065	1	59	1
									1982-08-11T18:16:00.000	1	7	1	26.7	1	.057	1	53	1
									1982-08-11T18:26:00.000	1	7	1	26.7	1	.072	1	65	1
									1982-08-11T18:36:00.000	1	7	1	26.7	1	.076	1	87	1
									1982-08-11T18:46:00.000	1	7	1	26.7	1	.102	1	96	1
									1982-08-11T18:56:00.000	1	7	1	26.7	1	.115	1	101	1
									1982-08-11T19:06:00.000	1	7	1	26.7	1	.127	1	118	1
									1982-08-11T19:16:00.000	1	7	1	26.7	1	.123	1	135	1
									1982-08-11T19:26:00.000	1	7	1	26.7	1	.119	1	138	1
									1982-08-11T19:36:00.000	1	7	1	26.7	1	.112	1	121	1
									1982-08-11T19:46:00.000	1	7	1	26.7	1	.112	1	127	1
									1982-08-11T19:56:00.000	1	7	1	26.7	1	.123	1	113	3
									1982-08-11T20:06:00.000	1	7	1	26.7	1	.11	1	127	1
									1982-08-11T20:16:00.000	1	7	1	26.7	1	.117	1	127	1
									1982-08-11T20:26:00.000	1	7	1	26.7	1	.13	1	121	1
									1982-08-11T20:36:00.000	1	7	1	26.7	1	.127	1	113	1
									1982-08-11T20:46:00.000	1	7	1	26.7	1	.136	1	113	1
									1982-08-11T20:56:00.000	1	7	1	26.7	1	.125	1	115	1
									1982-08-11T21:06:00.000	1	7	1	26.7	1	.138	1	115	1
									1982-08-11T21:16:00.000	1	7	1	26.7	1	.132	1	129	1
									1982-08-11T21:26:00.000	1	7	1	26.6	1	.13	1	129	1
									1982-08-11T21:36:00.000	1	7	1	26.6	1	.127	1	121	1
									1982-08-11T21:46:00.000	1	7	1	26.6	1	.149	1	118	1
									1982-08-11T21:56:00.000	1	7	1	26.6	1	.138	1	115	1
									1982-08-11T22:06:00.000	1	7	1	26.6	1	.147	1	107	1
									1982-08-11T22:16:00.000	1	7	1	26.6	1	.138	1	132	3
									1982-08-11T22:26:00.000	1	7	1	26.6	1	.125	1	115	3
									1982-08-11T22:36:00.000	1	7	1	26.5	1	.14	1	149	3
									1982-08-11T22:46:00.000	1	7	1	26.5	1	.121	1	132	1
									1982-08-11T22:56:00.000	1	7	1	26.5	1	.127	1	138	1
									1982-08-11T23:06:00.000	1	7	1	26.5	1	.091	1	138	1
									1982-08-11T23:16:00.000	1	7	1	26.6	1	.089	1	141	1
									1982-08-11T23:26:00.000	1	7	1	26.6	1	.089	1	143	1
									1982-08-11T23:36:00.000	1	7	1	26.6	1	.07	1	146	1
									1982-08-11T23:46:00.000	1	7	1	26.6	1	.059	1	146	1
									1982-08-11T23:56:00.000	1	7	1	26.6	1	.057	1	118	3
									1982-08-12T00:06:00.000	1	7	1	26.7	1	.093	1	166	1
									1982-08-12T00:16:00.000	1	7	1	26.7	1	.05	1	186	1
									1982-08-12T00:26:00.000	1	7	1	26.7	1	.055	1	222	3
									1982-08-12T00:36:00.000	1	7	1	26.7	1	.04	1	194	3
									1982-08-12T00:46:00.000	1	7	1	26.7	1	.044	1	219	1
									1982-08-12T00:56:00.000	1	7	1	26.7	1	.042	1	217	1
									1982-08-12T01:06:00.000	1	7	1	26.7	1	.057	1	239	3
									1982-08-12T01:16:00.000	1	7	1	27	1	.065	1	228	3
									1982-08-12T01:26:00.000	1	7	1	26.9	1	.106	1	281	1
									1982-08-12T01:36:00.000	1	7	1	27	1	.125	1	281	1
									1982-08-12T01:46:00.000	1	7	1	26.9	1	.123	1	304	1
									1982-08-12T01:56:00.000	1	7	1	26.5	1	.142	1	321	1
									1982-08-12T02:06:00.000	1	7	1	26.7	1	.151	1	323	1
									1982-08-12T02:16:00.000	1	7	1	26.7	1	.147	1	315	1
									1982-08-12T02:26:00.000	1	7	1	26.6	1	.115	1	329	1
									1982-08-12T02:36:00.000	1	7	1	26.5	1	.11	1	340	1
									1982-08-12T02:46:00.000	1	7	1	26.6	1	.098	1	343	1
									1982-08-12T02:56:00.000	1	7	1	26.6	1	.093	1	332	1
									1982-08-12T03:06:00.000	1	7	1	26.7	1	.072	1	332	1
									1982-08-12T03:16:00.000	1	7	1	26.7	1	.053	1	8	1
									1982-08-12T03:26:00.000	1	7	1	26.7	1	.053	1	6	1
									1982-08-12T03:36:00.000	1	7	1	26.7	1	.05	1	17	1
									1982-08-12T03:46:00.000	1	7	1	26.7	1	.042	1	14	1
									1982-08-12T03:56:00.000	1	7	1	26.7	1	.046	1	11	1
									1982-08-12T04:06:00.000	1	7	1	26.7	1	.042	1	14	1
									1982-08-12T04:16:00.000	1	7	1	26.6	1	.048	1	357	1
									1982-08-12T04:26:00.000	1	7	1	26.6	1	.042	1	357	1
									1982-08-12T04:36:00.000	1	7	1	26.8	1	.027	1	70	1
									1982-08-12T04:46:00.000	1	7	1	26.8	1	.029	1	45	1
									1982-08-12T04:56:00.000	1	7	1	26.7	1	.029	1	39	1
									1982-08-12T05:06:00.000	1	7	1	26.7	1	.023	1	45	1
									1982-08-12T05:16:00.000	1	7	1	26.8	1	.025	1	37	1
									1982-08-12T05:26:00.000	1	7	1	26.9	1	.02	1	31	1
									1982-08-12T05:36:00.000	1	7	1	26.8	1	.025	1	23	1
									1982-08-12T05:46:00.000	1	7	1	26.9	1	.025	1	56	3
									1982-08-12T05:56:00.000	1	7	1	26.9	1	.023	1	23	1
									1982-08-12T06:06:00.000	1	7	1	26.9	1	.023	1	17	1
									1982-08-12T06:16:00.000	1	7	1	26.9	1	.025	1	8	1
									1982-08-12T06:26:00.000	1	7	1	26.8	1	.027	1	0	1
									1982-08-12T06:36:00.000	1	7	1	26.8	1	.025	1	37	1
									1982-08-12T06:46:00.000	1	7	1	26.9	1	.029	1	28	1
									1982-08-12T06:56:00.000	1	7	1	26.9	1	.02	1	20	1
									1982-08-12T07:06:00.000	1	7	1	26.9	1	.02	1	31	1
									1982-08-12T07:16:00.000	1	7	1	26.9	1	.023	1	37	1
									1982-08-12T07:26:00.000	1	7	1	26.9	1	.02	1	6	3
									1982-08-12T07:36:00.000	1	7	1	26.9	1	.018	1	25	3
									1982-08-12T07:46:00.000	1	7	1	26.9	1	.02	1	6	3
									1982-08-12T07:56:00.000	1	7	1	26.9	1	.031	1	346	3
									1982-08-12T08:06:00.000	1	7	1	26.8	1	.027	1	3	3
									1982-08-12T08:16:00.000	1	7	1	26.8	1	.033	1	332	1
									1982-08-12T08:26:00.000	1	7	1	26.8	1	.031	1	329	1
									1982-08-12T08:36:00.000	1	7	1	26.8	1	.035	1	329	1
									1982-08-12T08:46:00.000	1	7	1	26.8	1	.042	1	329	1
									1982-08-12T08:56:00.000	1	7	1	26.8	1	.042	1	335	1
									1982-08-12T09:06:00.000	1	7	1	26.9	1	.033	1	335	1
									1982-08-12T09:16:00.000	1	7	1	27	1	.038	1	8	3
									1982-08-12T09:26:00.000	1	7	1	26.9	1	.023	1	352	1
									1982-08-12T09:36:00.000	1	7	1	26.9	1	.023	1	357	1
									1982-08-12T09:46:00.000	1	7	1	26.9	1	.023	1	23	3
									1982-08-12T09:56:00.000	1	7	1	26.7	1	.025	1	39	1
									1982-08-12T10:06:00.000	1	7	1	26.7	1	.023	1	31	1
									1982-08-12T10:16:00.000	1	7	1	26.7	1	.025	1	37	1
									1982-08-12T10:26:00.000	1	7	1	26.9	1	.029	1	45	1
									1982-08-12T10:36:00.000	1	7	1	26.8	1	.033	1	51	1
									1982-08-12T10:46:00.000	1	7	1	26.8	1	.038	1	59	1
									1982-08-12T10:56:00.000	1	7	1	26.7	1	.038	1	39	1
									1982-08-12T11:06:00.000	1	7	1	26.8	1	.038	1	42	1
