
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_E_1213	00000	*	1999-02-27T11:00:00.000	17.9906667	38.4625	327568	120	2368	1999-02-27T11:00:00.000	0	1213	1	.664	0	137.3	0	13.71	0		9
									1999-02-27T12:00:00.000	0	1213	1	.716	0	151.3	0	13.71	0		9
									1999-02-27T13:00:00.000	0	1213	1	.717	0	146.1	0	13.71	0		9
									1999-02-27T14:00:00.000	0	1213	1	.669	0	145.1	0	13.71	0		9
									1999-02-27T15:00:00.000	0	1213	1	.59	0	142.7	0	13.71	0		9
									1999-02-27T16:00:00.000	0	1213	1	.619	0	138.4	0	13.71	0		9
									1999-02-27T17:00:00.000	0	1213	1	.65	0	117.8	0	13.71	0		9
									1999-02-27T18:00:00.000	0	1213	1	.625	0	122.2	0	13.71	0		9
									1999-02-27T19:00:00.000	0	1213	1	.626	0	118	0	13.71	0		9
									1999-02-27T20:00:00.000	0	1213	1	.641	0	116.8	0	13.71	0		9
									1999-02-27T21:00:00.000	0	1213	1	.616	0	118.2	0	13.71	0		9
									1999-02-27T22:00:00.000	0	1213	1	.623	0	115.5	0	13.71	0		9
									1999-02-27T23:00:00.000	0	1213	1	.651	0	115.7	0	13.71	0		9
									1999-02-28T00:00:00.000	0	1213	1	.611	0	122.8	0	13.71	0		9
									1999-02-28T01:00:00.000	0	1213	1	.685	0	131.8	0	13.71	0		9
									1999-02-28T02:00:00.000	0	1213	1	.677	0	144.7	0	13.71	0		9
									1999-02-28T03:00:00.000	0	1213	1	.671	0	148.3	0	13.71	0		9
									1999-02-28T04:00:00.000	0	1213	1	.711	0	153.6	0	13.71	0		9
									1999-02-28T05:00:00.000	0	1213	1	.706	0	153.6	0	13.71	0		9
									1999-02-28T06:00:00.000	0	1213	1	.545	0	148.7	0	13.71	0		9
									1999-02-28T07:00:00.000	0	1213	1	.692	0	148.7	0	13.71	0		9
									1999-02-28T08:00:00.000	0	1213	1	.672	0	154.6	0	13.71	0		9
									1999-02-28T09:00:00.000	0	1213	1	.729	0	142.5	0	13.71	0		9
									1999-02-28T10:00:00.000	0	1213	1	.708	0	141.7	0	13.71	0		9
									1999-02-28T11:00:00.000	0	1213	1	.712	0	146	0	13.71	0		9
									1999-02-28T12:00:00.000	0	1213	1	.709	0	140.8	0	13.71	0		9
									1999-02-28T13:00:00.000	0	1213	1	.696	0	144.7	0	13.71	0		9
									1999-02-28T14:00:00.000	0	1213	1	.678	0	147.4	0	13.71	0		9
									1999-02-28T15:00:00.000	0	1213	1	.711	0	129.7	0	13.71	0		9
									1999-02-28T16:00:00.000	0	1213	1	.707	0	130.6	0	13.71	0		9
									1999-02-28T17:00:00.000	0	1213	1	.716	0	132.5	0	13.71	0		9
									1999-02-28T18:00:00.000	0	1213	1	.773	0	127.3	0	13.71	0		9
									1999-02-28T19:00:00.000	0	1213	1	.709	0	127.6	0	13.72	0		9
									1999-02-28T20:00:00.000	0	1213	1	.708	0	130.8	0	13.72	0		9
									1999-02-28T21:00:00.000	0	1213	1	.721	0	146	0	13.71	0		9
									1999-02-28T22:00:00.000	0	1213	1	.753	0	158.2	0	13.71	0		9
									1999-02-28T23:00:00.000	0	1213	1	.739	0	156.7	0	13.71	0		9
									1999-03-01T00:00:00.000	0	1213	1	.633	0	161	0	13.71	0		9
									1999-03-01T01:00:00.000	0	1213	1	.68	0	172.3	0	13.72	0		9
									1999-03-01T02:00:00.000	0	1213	1	.64	0	183.3	0	13.72	0		9
									1999-03-01T03:00:00.000	0	1213	1	.724	0	184.4	0	13.71	0		9
									1999-03-01T04:00:00.000	0	1213	1	.702	0	183.1	0	13.71	0		9
									1999-03-01T05:00:00.000	0	1213	1	.744	0	183.6	0	13.71	0		9
									1999-03-01T06:00:00.000	0	1213	1	.786	0	185.3	0	13.71	0		9
									1999-03-01T07:00:00.000	0	1213	1	.755	0	179.2	0	13.71	0		9
									1999-03-01T08:00:00.000	0	1213	1	.709	0	175.5	0	13.71	0		9
									1999-03-01T09:00:00.000	0	1213	1	.656	0	181.8	0	13.71	0		9
									1999-03-01T10:00:00.000	0	1213	1	.721	0	183.7	0	13.71	0		9
									1999-03-01T11:00:00.000	0	1213	1	.763	0	185	0	13.71	0		9
									1999-03-01T12:00:00.000	0	1213	1	.763	0	189.5	0	13.71	0		9
									1999-03-01T13:00:00.000	0	1213	1	.737	0	190	0	13.74	0		9
									1999-03-01T14:00:00.000	0	1213	1	.747	0	189.5	0	13.73	0		9
									1999-03-01T15:00:00.000	0	1213	1	.718	0	189.5	0	13.71	0		9
									1999-03-01T16:00:00.000	0	1213	1	.764	0	188.6	0	13.71	0		9
									1999-03-01T17:00:00.000	0	1213	1	.67	0	196.3	0	13.71	0		9
									1999-03-01T18:00:00.000	0	1213	1	.785	0	186.8	0	13.71	0		9
									1999-03-01T19:00:00.000	0	1213	1	.728	0	189.8	0	13.71	0		9
									1999-03-01T20:00:00.000	0	1213	1	.773	0	194.5	0	13.71	0		9
									1999-03-01T21:00:00.000	0	1213	1	.682	0	190.6	0	13.71	0		9
									1999-03-01T22:00:00.000	0	1213	1	.712	0	196	0	13.71	0		9
									1999-03-01T23:00:00.000	0	1213	1	.683	0	200.2	0	13.71	0		9
									1999-03-02T00:00:00.000	0	1213	1	.671	0	194.6	0	13.71	0		9
									1999-03-02T01:00:00.000	0	1213	1	.724	0	195.1	0	13.72	0		9
									1999-03-02T02:00:00.000	0	1213	1	.769	0	188	0	13.71	0		9
									1999-03-02T03:00:00.000	0	1213	1	.714	0	183.3	0	13.71	0		9
									1999-03-02T04:00:00.000	0	1213	1	.774	0	176	0	13.71	0		9
									1999-03-02T05:00:00.000	0	1213	1	.766	0	165.7	0	13.71	0		9
									1999-03-02T06:00:00.000	0	1213	1	.762	0	159.4	0	13.71	0		9
									1999-03-02T07:00:00.000	0	1213	1	.702	0	164.8	0	13.71	0		9
									1999-03-02T08:00:00.000	0	1213	1	.71	0	154.9	0	13.71	0		9
									1999-03-02T09:00:00.000	0	1213	1	.626	0	157.8	0	13.71	0		9
									1999-03-02T10:00:00.000	0	1213	1	.713	0	141.9	0	13.71	0		9
									1999-03-02T11:00:00.000	0	1213	1	.722	0	142.3	0	13.71	0		9
									1999-03-02T12:00:00.000	0	1213	1	.692	0	148.5	0	13.71	0		9
									1999-03-02T13:00:00.000	0	1213	1	.726	0	138.4	0	13.71	0		9
									1999-03-02T14:00:00.000	0	1213	1	.691	0	135.8	0	13.71	0		9
									1999-03-02T15:00:00.000	0	1213	1	.692	0	141.9	0	13.71	0		9
									1999-03-02T16:00:00.000	0	1213	1	.7	0	142.9	0	13.71	0		9
									1999-03-02T17:00:00.000	0	1213	1	.736	0	141.8	0	13.71	0		9
									1999-03-02T18:00:00.000	0	1213	1	.777	0	150.8	0	13.71	0		9
									1999-03-02T19:00:00.000	0	1213	1	.752	0	158.3	0	13.71	0		9
									1999-03-02T20:00:00.000	0	1213	1	.751	0	153	0	13.71	0		9
									1999-03-02T21:00:00.000	0	1213	1	.797	0	136.9	0	13.71	0		9
									1999-03-02T22:00:00.000	0	1213	1	.456	0	36.9	0	13.71	0		9
									1999-03-02T23:00:00.000	0	1213	1	.737	0	8.1	0	13.71	0		9
									1999-03-03T00:00:00.000	0	1213	1	.63	0	37.8	0	13.72	0		9
									1999-03-03T01:00:00.000	0	1213	1	.741	0	70.5	0	13.74	0		9
									1999-03-03T02:00:00.000	0	1213	1	.734	0	104.2	0	13.74	0		9
									1999-03-03T03:00:00.000	0	1213	1	.784	0	116.2	0	13.74	0		9
									1999-03-03T04:00:00.000	0	1213	1	.802	0	116.1	0	13.74	0		9
									1999-03-03T05:00:00.000	0	1213	1	.741	0	123.1	0	13.74	0		9
									1999-03-03T06:00:00.000	0	1213	1	.754	0	112.5	0	13.72	0		9
									1999-03-03T07:00:00.000	0	1213	1	.715	0	114	0	13.71	0		9
									1999-03-03T08:00:00.000	0	1213	1	.755	0	114.8	0	13.73	0		9
									1999-03-03T09:00:00.000	0	1213	1	.693	0	110.5	0	13.74	0		9
									1999-03-03T10:00:00.000	0	1213	1	.728	0	110.6	0	13.74	0		9
									1999-03-03T11:00:00.000	0	1213	1	.717	0	110.4	0	13.74	0		9
									1999-03-03T12:00:00.000	0	1213	1	.722	0	122.9	0	13.74	0		9
									1999-03-03T13:00:00.000	0	1213	1	.812	0	123	0	13.72	0		9
									1999-03-03T14:00:00.000	0	1213	1	.754	0	118.9	0	13.72	0		9
									1999-03-03T15:00:00.000	0	1213	1	.754	0	110.3	0	13.72	0		9
									1999-03-03T16:00:00.000	0	1213	1	.803	0	104.8	0	13.71	0		9
									1999-03-03T17:00:00.000	0	1213	1	.8	0	89.5	0	13.74	0		9
									1999-03-03T18:00:00.000	0	1213	1	.754	0	86.8	0	13.74	0		9
									1999-03-03T19:00:00.000	0	1213	1	.772	0	88.7	0	13.74	0		9
									1999-03-03T20:00:00.000	0	1213	1	.754	0	95.7	0	13.74	0		9
									1999-03-03T21:00:00.000	0	1213	1	.701	0	94.2	0	13.74	0		9
									1999-03-03T22:00:00.000	0	1213	1	.749	0	88.9	0	13.74	0		9
									1999-03-03T23:00:00.000	0	1213	1	.721	0	81.6	0	13.74	0		9
									1999-03-04T00:00:00.000	0	1213	1	.769	0	76.5	0	13.73	0		9
									1999-03-04T01:00:00.000	0	1213	1	.772	0	69.2	0	13.73	0		9
									1999-03-04T02:00:00.000	0	1213	1	.732	0	69.1	0	13.74	0		9
									1999-03-04T03:00:00.000	0	1213	1	.758	0	71.1	0	13.74	0		9
									1999-03-04T04:00:00.000	0	1213	1	.762	0	71.1	0	13.74	0		9
									1999-03-04T05:00:00.000	0	1213	1	.774	0	75.5	0	13.74	0		9
									1999-03-04T06:00:00.000	0	1213	1	.728	0	74.8	0	13.74	0		9
									1999-03-04T07:00:00.000	0	1213	1	.755	0	69.7	0	13.73	0		9
									1999-03-04T08:00:00.000	0	1213	1	.735	0	75.4	0	13.74	0		9
									1999-03-04T09:00:00.000	0	1213	1	.725	0	76.2	0	13.72	0		9
									1999-03-04T10:00:00.000	0	1213	1	.726	0	72.5	0	13.74	0		9
									1999-03-04T11:00:00.000	0	1213	1	.794	0	63.7	0	13.74	0		9
									1999-03-04T12:00:00.000	0	1213	1	.682	0	58.3	0	13.74	0		9
									1999-03-04T13:00:00.000	0	1213	1	.747	0	39.3	0	13.74	0		9
									1999-03-04T14:00:00.000	0	1213	1	.667	0	46.7	0	13.74	0		9
									1999-03-04T15:00:00.000	0	1213	1	.703	0	40	0	13.74	0		9
									1999-03-04T16:00:00.000	0	1213	1	.769	0	52.1	0	13.74	0		9
									1999-03-04T17:00:00.000	0	1213	1	.746	0	68.9	0	13.74	0		9
									1999-03-04T18:00:00.000	0	1213	1	.818	0	89.7	0	13.74	0		9
									1999-03-04T19:00:00.000	0	1213	1	.713	0	104.2	0	13.74	0		9
									1999-03-04T20:00:00.000	0	1213	1	.741	0	108.3	0	13.74	0		9
									1999-03-04T21:00:00.000	0	1213	1	.731	0	111.2	0	13.74	0		9
									1999-03-04T22:00:00.000	0	1213	1	.73	0	114.5	0	13.74	0		9
									1999-03-04T23:00:00.000	0	1213	1	.764	0	111.1	0	13.74	0		9
									1999-03-05T00:00:00.000	0	1213	1	.751	0	110	0	13.74	0		9
									1999-03-05T01:00:00.000	0	1213	1	.659	0	121.6	0	13.74	0		9
									1999-03-05T02:00:00.000	0	1213	1	.717	0	126.8	0	13.73	0		9
									1999-03-05T03:00:00.000	0	1213	1	.748	0	126	0	13.74	0		9
									1999-03-05T04:00:00.000	0	1213	1	.686	0	111.9	0	13.74	0		9
