
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_D_124	st-I1	*	1998-08-24T08:00:00.000	17.9903333	38.4678333	327566	120	2379	1998-08-24T08:00:00.000	0	124	1	.057	0	210.3	0	14.74	0	6.715	0
									1998-08-24T09:00:00.000	0	124	1	.042	0	320.1	0	14.74	0	6.715	0
									1998-08-24T10:00:00.000	0	124	1	.048	0	320.1	0	14.71	0	6.708	0
									1998-08-24T11:00:00.000	0	124	1	.054	0	318.7	0	14.8	0	6.723	0
									1998-08-24T12:00:00.000	0	124	1	.057	0	319.8	0	14.77	0	6.723	0
									1998-08-24T13:00:00.000	0	124	1	.074	0	331	0	14.8	0	6.73	0
									1998-08-24T14:00:00.000	0	124	1	.083	0	338	0	14.8	0	6.715	0
									1998-08-24T15:00:00.000	0	124	1	.08	0	344.3	0	14.8	0	6.723	0
									1998-08-24T16:00:00.000	0	124	1	.06	0	347.1	0	14.74	0	6.715	0
									1998-08-24T17:00:00.000	0	124	1	.051	0	357.2	0	14.71	0	6.701	0
									1998-08-24T18:00:00.000	0	124	1	.045	0	1.3	0	14.74	0	6.701	0
									1998-08-24T19:00:00.000	0	124	1	.037	0	23	0	14.71	0	6.701	0
									1998-08-24T20:00:00.000	0	124	1	.028	0	2	0	14.74	0	6.701	0
									1998-08-24T21:00:00.000	0	124	1	.034	0	339.7	0	14.68	0	6.694	0
									1998-08-24T22:00:00.000	0	124	1	.045	0	350.2	0	14.71	0	6.694	0
									1998-08-24T23:00:00.000	0	124	1	.045	0	4.8	0	14.71	0	6.701	0
									1998-08-25T00:00:00.000	0	124	1	.037	0	24.1	0	14.71	0	6.701	0
									1998-08-25T01:00:00.000	0	124	1	.016	0	37.7	0	14.71	0	6.694	0
									1998-08-25T02:00:00.000	0	124	1	.011	0	76.5	0	14.68	0	6.694	0
									1998-08-25T03:00:00.000	0	124	1	.011	0	270.8	0	14.71	0	6.694	0
									1998-08-25T04:00:00.000	0	124	1	.019	0	288.3	0	14.77	0	6.708	0
									1998-08-25T05:00:00.000	0	124	1	.034	0	304.1	0	14.74	0	6.701	0
