
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEH	UXH00	*	1980-06-05T08:30:00.000	15.6783333	38.2503333	300952	120	140	1980-06-05T08:30:00.000	1	35	1	17	1	.061	1	79	1	35.5	1
									1980-06-05T08:35:00.000	1	35	1	17.1	1	.01	1	318	3	35.5	1
									1980-06-05T08:40:00.000	1	35	1	17.2	1	.01	1	34	3	35.5	1
									1980-06-05T08:45:00.000	1	35	1	17	1	.044	1	93	3	35.5	1
									1980-06-05T08:50:00.000	1	35	1	16.9	1	.027	1	73	1	35.5	1
									1980-06-05T08:55:00.000	1	35	1	17.1	1	.061	1	51	3	35.5	1
									1980-06-05T09:00:00.000	1	35	1	17.1	1	.061	1	104	1	35.5	1
									1980-06-05T09:05:00.000	1	35	1	16.9	1	.01	1	107	1	35.5	1
									1980-06-05T09:10:00.000	1	35	1	16.9	1	.01	1	70	3	35.5	1
									1980-06-05T09:15:00.000	1	35	1	16.8	1	.044	1	101	3	35.5	1
									1980-06-05T09:20:00.000	1	35	1	16.7	1	.044	1	42	1	35.5	1
									1980-06-05T09:25:00.000	1	35	1	16.6	1	.112	1	39	1	35.5	1
									1980-06-05T09:30:00.000	1	35	1	16.4	1	.095	1	23	3	35.5	1
									1980-06-05T09:35:00.000	1	35	1	16.7	1	.01	1	146	3	35.5	1
									1980-06-05T09:40:00.000	1	35	1	16.4	1	.061	1	129	3	35.5	1
									1980-06-05T09:45:00.000	1	35	1	16.2	1	.112	1	177	1	35.5	1
									1980-06-05T09:50:00.000	1	35	1	16.1	1	.164	1	183	1	35.5	1
