
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEG	UXG00	*	1980-02-26T15:46:00.000	15.6366667	38.2545	300899	120	125	1980-02-26T15:46:00.000	1	70	1	13.8	1	.284	1	110	1
									1980-02-26T15:51:00.000	1	70	1	13.8	1	.318	1	129	1
									1980-02-26T15:56:00.000	1	70	1	13.8	1	.318	1	121	1
									1980-02-26T16:01:00.000	1	70	1	13.8	1	.198	1	155	1
									1980-02-26T16:06:00.000	1	70	1	13.8	1	.215	1	166	1
									1980-02-26T16:11:00.000	1	70	1	13.8	1	.198	1	163	1
									1980-02-26T16:16:00.000	1	70	1	13.8	1	.112	1	177	1
									1980-02-26T16:21:00.000	1	70	1	13.8	1	.181	1	217	1
									1980-02-26T16:26:00.000	1	70	1	13.8	1	.438	1	245	1
									1980-02-26T16:31:00.000	1	70	1	13.8	1	.386	1	250	1
									1980-02-26T16:36:00.000	1	70	1	13.8	1	.369	1	264	1
									1980-02-26T16:41:00.000	1	70	1	13.8	1	.472	1	256	1
									1980-02-26T16:46:00.000	1	70	1	13.8	1	.472	1	262	1
									1980-02-26T16:51:00.000	1	70	1	13.8	1	.455	1	262	1
									1980-02-26T16:56:00.000	1	70	1	13.8	1	.489	1	262	1
									1980-02-26T17:01:00.000	1	70	1	13.8	1	.523	1	264	1
									1980-02-26T17:06:00.000	1	70	1	13.8	1	.506	1	273	1
									1980-02-26T17:11:00.000	1	70	1	13.8	1	.523	1	259	1
									1980-02-26T17:16:00.000	1	70	1	13.8	1	.626	1	256	1
									1980-02-26T17:21:00.000	1	70	1	13.8	1	.712	1	253	1
									1980-02-26T17:26:00.000	1	70	1	13.8	1	.694	1	253	1
