
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXED	UXD00	*	1980-06-04T10:37:00.000	15.6115	38.2478333	300941	120	111	1980-06-04T10:37:00.000	1	87	1	13.2	1	.249	1	96	1
									1980-06-04T10:42:00.000	1	87	1	12.8	1	.301	1	101	1
									1980-06-04T10:47:00.000	1	87	1	12.7	1	.318	1	98	1
									1980-06-04T10:52:00.000	1	87	1	12.6	1	.335	1	93	1
									1980-06-04T10:57:00.000	1	87	1	12.6	1	.318	1	76	1
									1980-06-04T11:02:00.000	1	87	1	12.6	1	.284	1	65	1
									1980-06-04T11:07:00.000	1	87	1	12.6	1	.267	1	62	1
									1980-06-04T11:12:00.000	1	87	1	12.6	1	.249	1	62	1
									1980-06-04T11:17:00.000	1	87	1	12.6	1	.181	1	37	1
									1980-06-04T11:22:00.000	1	87	1	12.7	1	.112	1	11	3
									1980-06-04T11:27:00.000	1	87	1	12.7	1	.078	1	349	1
									1980-06-04T11:32:00.000	1	87	1	12.6	1	.061	1	343	1
									1980-06-04T11:37:00.000	1	87	1	12.6	1	.01	1	8	3
									1980-06-04T11:42:00.000	1	87	1	12.6	1	.01	1	37	3
									1980-06-04T11:47:00.000	1	87	1	12.6	1	.01	1	25	3
									1980-06-04T11:52:00.000	1	87	1	12.6	1	.01	1	121	1
									1980-06-04T11:57:00.000	1	87	1	12.6	1	.01	1	158	1
									1980-06-04T12:02:00.000	1	87	1	12.6	1	.078	1	186	1
									1980-06-04T12:07:00.000	1	87	1	12.8	1	.198	1	203	1
									1980-06-04T12:12:00.000	1	87	1	12.9	1	.267	1	217	1
									1980-06-04T12:17:00.000	1	87	1	12.9	1	.318	1	211	1
									1980-06-04T12:22:00.000	1	87	1	13	1	.403	1	214	1
									1980-06-04T12:27:00.000	1	87	1	13.2	1	.557	1	228	1
									1980-06-04T12:32:00.000	1	87	1	13.4	1	.643	1	228	1
									1980-06-04T12:37:00.000	1	87	1	13.4	1	.712	1	236	1
									1980-06-04T12:42:00.000	1	87	1	13.3	1	.677	1	233	1
									1980-06-04T12:47:00.000	1	87	1	13.2	1	.729	1	225	1
									1980-06-04T12:52:00.000	1	87	1	13.1	1	.729	1	219	1
									1980-06-04T12:57:00.000	1	87	1	13.1	1	.694	1	228	1
									1980-06-04T13:02:00.000	1	87	1	13.1	1	.694	1	225	1
									1980-06-04T13:07:00.000	1	87	1	13	1	.66	1	217	1
									1980-06-04T13:12:00.000	1	87	1	13	1	.712	1	217	1
									1980-06-04T13:17:00.000	1	87	1	13	1	.677	1	222	1
									1980-06-04T13:22:00.000	1	87	1	13	1	.729	1	222	1
									1980-06-04T13:27:00.000	1	87	1	13	1	.729	1	217	1
									1980-06-04T13:32:00.000	1	87	1	13	1	.609	1	222	1
									1980-06-04T13:37:00.000	1	87	1	13	1	.575	1	219	1
									1980-06-04T13:42:00.000	1	87	1	13	1	.592	1	219	1
									1980-06-04T13:47:00.000	1	87	1	12.9	1	.557	1	225	1
									1980-06-04T13:52:00.000	1	87	1	13	1	.557	1	208	1
									1980-06-04T13:57:00.000	1	87	1	13	1	.54	1	214	1
									1980-06-04T14:02:00.000	1	87	1	13	1	.643	1	219	1
									1980-06-04T14:07:00.000	1	87	1	12.9	1	.626	1	217	1
									1980-06-04T14:12:00.000	1	87	1	12.9	1	.643	1	211	1
									1980-06-04T14:17:00.000	1	87	1	12.9	1	.677	1	211	1
									1980-06-04T14:22:00.000	1	87	1	12.9	1	.643	1	205	1
									1980-06-04T14:27:00.000	1	87	1	12.9	1	.626	1	217	1
									1980-06-04T14:32:00.000	1	87	1	13.1	1	.66	1	214	1
									1980-06-04T14:37:00.000	1	87	1	13.2	1	.592	1	222	1
