
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEF	UXF00	*	1980-02-25T13:00:00.000	15.6436667	38.2475	300895	120	220	1980-02-25T13:00:00.000	1	40	1	13.9	1	.404	1	301	1	42.8	1
									1980-02-25T13:05:00.000	1	40	1	13.8	1	.196	1	298	1	42.8	1
									1980-02-25T13:10:00.000	1	40	1	13.9	1	.214	1	290	1	43.3	1
									1980-02-25T13:15:00.000	1	40	1	13.9	1	.214	1	293	1	43.1	1
									1980-02-25T13:20:00.000	1	40	1	13.8	1	.231	1	298	1	43.1	1
									1980-02-25T13:25:00.000	1	40	1	13.9	1	.214	1	298	1	42.8	1
									1980-02-25T13:30:00.000	1	40	1	13.9	1	.231	1	290	1	43.1	1
									1980-02-25T13:35:00.000	1	40	1	13.9	1	.196	1	298	1	42.8	1
									1980-02-25T13:40:00.000	1	40	1	13.9	1	.162	1	287	1	43.1	1
									1980-02-25T13:45:00.000	1	40	1	13.9	1	.162	1	295	1	43.1	1
									1980-02-25T13:50:00.000	1	40	1	13.9	1	.196	1	298	1	43.1	1
									1980-02-25T13:55:00.000	1	40	1	13.9	1	.231	1	295	1	43.1	1
									1980-02-25T14:00:00.000	1	40	1	13.9	1	.248	1	287	1	42.8	1
									1980-02-25T14:05:00.000	1	40	1	13.9	1	.248	1	278	1	43.3	1
									1980-02-25T14:10:00.000	1	40	1	13.9	1	.3	1	270	1	42.8	1
									1980-02-25T14:15:00.000	1	40	1	13.9	1	.369	1	273	1	42.8	1
									1980-02-25T14:20:00.000	1	40	1	13.9	1	.404	1	273	1	42.8	1
									1980-02-25T14:25:00.000	1	40	1	13.8	1	.439	1	276	1	42.8	1
									1980-02-25T14:30:00.000	1	40	1	13.9	1	.491	1	273	1	43.1	1
									1980-02-25T14:35:00.000	1	40	1	13.9	1	.491	1	270	1	43.1	1
									1980-02-25T14:40:00.000	1	40	1	13.9	1	.525	1	273	1	43.1	1
									1980-02-25T14:45:00.000	1	40	1	13.9	1	.577	1	267	1	43.1	1
									1980-02-25T14:50:00.000	1	40	1	13.9	1	.595	1	264	1	43.3	1
									1980-02-25T14:55:00.000	1	40	1	13.9	1	.629	1	256	1	43.1	1
									1980-02-25T15:00:00.000	1	40	1	13.9	1	.733	1	253	1	43.1	1
									1980-02-25T15:05:00.000	1	40	1	13.9	1	.698	1	245	1	43.3	1
									1980-02-25T15:10:00.000	1	40	1	13.9	1	.716	1	239	1	43.3	1
									1980-02-25T15:15:00.000	1	40	1	13.9	1	.647	1	250	1	43.3	1
									1980-02-25T15:20:00.000	1	40	1	13.9	1	.629	1	250	1	43.3	1
									1980-02-25T15:25:00.000	1	40	1	13.9	1	.612	1	250	1	43.3	1
									1980-02-25T15:30:00.000	1	40	1	13.8	1	.647	1	248	1	43.6	1
									1980-02-25T15:35:00.000	1	40	1	13.8	1	.647	1	250	1	43.6	1
									1980-02-25T15:40:00.000	1	40	1	13.8	1	.664	1	250	1	43.6	1
									1980-02-25T15:45:00.000	1	40	1	13.8	1	.698	1	250	1	43.6	1
									1980-02-25T15:50:00.000	1	40	1	13.8	1	.716	1	250	1	43.3	1
									1980-02-25T15:55:00.000	1	40	1	13.8	1	.733	1	253	1	43.6	1
									1980-02-25T16:00:00.000	1	40	1	13.8	1	.768	1	250	1	43.3	1
									1980-02-25T16:05:00.000	1	40	1	13.8	1	.768	1	253	1	44.1	1
									1980-02-25T16:10:00.000	1	40	1	13.8	1	.785	1	253	1	43.8	1
									1980-02-25T16:15:00.000	1	40	1	13.8	1	.82	1	253	1	44.3	1
									1980-02-25T16:20:00.000	1	40	1	13.8	1	.82	1	250	1	44.8	1
									1980-02-25T16:25:00.000	1	40	1	13.9	1	.872	1	253	1	44.6	1
									1980-02-25T16:30:00.000	1	40	1	13.9	1	.872	1	253	1	44.8	1
									1980-02-25T16:35:00.000	1	40	1	13.9	1	.872	1	256	1	44.8	1
									1980-02-25T16:40:00.000	1	40	1	13.9	1	.906	1	256	1	44.6	1
									1980-02-25T16:45:00.000	1	40	1	13.9	1	.906	1	256	1	44.6	1
									1980-02-25T16:50:00.000	1	40	1	13.9	1	.941	1	259	1	45.1	1
									1980-02-25T16:55:00.000	1	40	1	13.9	1	.976	1	256	1	45.1	1
									1980-02-25T17:00:00.000	1	40	1	13.9	1	.993	1	256	1	45.5	1
									1980-02-25T17:05:00.000	1	40	1	13.9	1	1.01	1	259	1	45.3	1
									1980-02-25T17:10:00.000	1	40	1	13.9	1	1.028	1	259	1	45.3	1
									1980-02-25T17:15:00.000	1	40	1	13.9	1	1.01	1	259	1	45.1	1
									1980-02-25T17:20:00.000	1	40	1	13.9	1	.958	1	262	1	45.8	1
									1980-02-25T17:25:00.000	1	40	1	13.9	1	.958	1	259	1	45.8	1
									1980-02-25T17:30:00.000	1	40	1	14	1	.958	1	262	1	45.5	1
									1980-02-25T17:35:00.000	1	40	1	14	1	.958	1	262	1	45.5	1
									1980-02-25T17:40:00.000	1	40	1	13.9	1	.976	1	262	1	46	1
									1980-02-25T17:45:00.000	1	40	1	13.9	1	.993	1	262	1	45.8	1
									1980-02-25T17:50:00.000	1	40	1	14	1	.993	1	259	1	46.3	1
									1980-02-25T17:55:00.000	1	40	1	13.9	1	1.01	1	256	1	46.8	1
									1980-02-25T18:00:00.000	1	40	1	13.9	1	1.028	1	262	1	47.1	1
									1980-02-25T18:05:00.000	1	40	1	14	1	1.028	1	262	1	46.8	1
									1980-02-25T18:10:00.000	1	40	1	13.9	1	1.045	1	262	1	47.1	1
									1980-02-25T18:15:00.000	1	40	1	14	1	1.045	1	262	1	47.1	1
									1980-02-25T18:20:00.000	1	40	1	14	1	1.062	1	264	1	47.1	1
									1980-02-25T18:25:00.000	1	40	1	14	1	1.062	1	259	1	47.3	1
									1980-02-25T18:30:00.000	1	40	1	14	1	1.079	1	262	1	47.1	1
									1980-02-25T18:35:00.000	1	40	1	13.9	1	1.097	1	262	1	47.6	1
									1980-02-25T18:40:00.000	1	40	1	14	1	1.079	1	262	1	47.6	1
									1980-02-25T18:45:00.000	1	40	1	13.9	1	1.062	1	264	1	46.8	1
									1980-02-25T18:50:00.000	1	40	1	14	1	1.045	1	262	1	46.5	1
									1980-02-25T18:55:00.000	1	40	1	13.9	1	1.028	1	262	1	46.3	1
									1980-02-25T19:00:00.000	1	40	1	13.9	1	1.01	1	259	1	46.5	1
									1980-02-25T19:05:00.000	1	40	1	13.9	1	1.028	1	267	1	45.5	1
									1980-02-25T19:10:00.000	1	40	1	13.9	1	1.01	1	262	1	46.3	1
									1980-02-25T19:15:00.000	1	40	1	13.9	1	.993	1	264	1	46	1
									1980-02-25T19:20:00.000	1	40	1	13.9	1	1.028	1	264	1	45.5	1
									1980-02-25T19:25:00.000	1	40	1	13.9	1	.976	1	264	1	45.5	1
									1980-02-25T19:30:00.000	1	40	1	13.9	1	.976	1	264	1	45.5	1
									1980-02-25T19:35:00.000	1	40	1	14	1	.958	1	264	1	45.5	1
									1980-02-25T19:40:00.000	1	40	1	13.9	1	.958	1	267	1	45.8	1
									1980-02-25T19:45:00.000	1	40	1	13.9	1	.958	1	264	1	45.5	1
									1980-02-25T19:50:00.000	1	40	1	13.9	1	.958	1	270	1	45.3	1
									1980-02-25T19:55:00.000	1	40	1	13.9	1	.906	1	264	1	45.8	1
									1980-02-25T20:00:00.000	1	40	1	13.9	1	.906	1	264	1	45.3	1
									1980-02-25T20:05:00.000	1	40	1	13.9	1	.872	1	267	1	44.8	1
									1980-02-25T20:10:00.000	1	40	1	13.9	1	.889	1	262	1	45.5	1
									1980-02-25T20:15:00.000	1	40	1	13.8	1	.872	1	264	1	45.1	1
									1980-02-25T20:20:00.000	1	40	1	13.9	1	.82	1	262	1	45.1	1
									1980-02-25T20:25:00.000	1	40	1	13.9	1	.82	1	264	1	44.8	1
									1980-02-25T20:30:00.000	1	40	1	13.9	1	.82	1	267	1	44.1	1
									1980-02-25T20:35:00.000	1	40	1	13.9	1	.768	1	262	1	44.6	1
									1980-02-25T20:40:00.000	1	40	1	13.9	1	.716	1	264	1	44.1	1
									1980-02-25T20:45:00.000	1	40	1	13.9	1	.698	1	270	1	43.6	1
									1980-02-25T20:50:00.000	1	40	1	13.9	1	.698	1	273	1	43.8	1
									1980-02-25T20:55:00.000	1	40	1	13.9	1	.716	1	273	1	43.8	1
									1980-02-25T21:00:00.000	1	40	1	13.8	1	.647	1	273	1	43.6	1
									1980-02-25T21:05:00.000	1	40	1	13.9	1	.647	1	276	1	43.6	1
									1980-02-25T21:10:00.000	1	40	1	13.9	1	.664	1	276	1	43.3	1
									1980-02-25T21:15:00.000	1	40	1	13.9	1	.681	1	267	1	43.6	1
									1980-02-25T21:20:00.000	1	40	1	13.9	1	.681	1	276	1	43.6	1
									1980-02-25T21:25:00.000	1	40	1	13.9	1	.664	1	273	1	43.3	1
									1980-02-25T21:30:00.000	1	40	1	13.9	1	.664	1	267	1	43.1	1
									1980-02-25T21:35:00.000	1	40	1	13.9	1	.664	1	270	1	43.1	1
									1980-02-25T21:40:00.000	1	40	1	13.9	1	.664	1	273	1	43.1	1
									1980-02-25T21:45:00.000	1	40	1	13.9	1	.629	1	278	1	43.3	1
									1980-02-25T21:50:00.000	1	40	1	13.9	1	.595	1	278	1	43.1	1
									1980-02-25T21:55:00.000	1	40	1	13.9	1	.56	1	281	1	43.3	1
									1980-02-25T22:00:00.000	1	40	1	13.9	1	.525	1	287	1	43.1	1
									1980-02-25T22:05:00.000	1	40	1	13.9	1	.456	1	284	1	42.6	1
									1980-02-25T22:10:00.000	1	40	1	13.9	1	.387	1	293	1	42.8	1
									1980-02-25T22:15:00.000	1	40	1	13.9	1	.317	1	278	3	42.8	1
									1980-02-25T22:20:00.000	1	40	1	13.8	1	.266	1	293	1	42.8	1
									1980-02-25T22:25:00.000	1	40	1	13.9	1	.231	1	284	1	42.8	1
									1980-02-25T22:30:00.000	1	40	1	13.9	1	.231	1	293	1	42.8	1
									1980-02-25T22:35:00.000	1	40	1	13.8	1	.214	1	290	1	42.3	1
									1980-02-25T22:40:00.000	1	40	1	13.9	1	.162	1	301	1	42.6	1
									1980-02-25T22:45:00.000	1	40	1	13.9	1	.162	1	301	1	42.6	1
									1980-02-25T22:50:00.000	1	40	1	13.9	1	.144	1	298	1	42.6	1
									1980-02-25T22:55:00.000	1	40	1	13.9	1	.127	1	301	1	42.6	1
									1980-02-25T23:00:00.000	1	40	1	13.9	1	.058	1	3	1	42.6	1
									1980-02-25T23:05:00.000	1	40	1	13.9	1	.092	1	11	1	42.8	1
									1980-02-25T23:10:00.000	1	40	1	13.8	1	.092	1	17	1	42.6	1
									1980-02-25T23:15:00.000	1	40	1	13.8	1	.11	1	17	1	42.6	1
									1980-02-25T23:20:00.000	1	40	1	13.7	1	.127	1	28	1	42.3	1
									1980-02-25T23:25:00.000	1	40	1	13.9	1	.144	1	39	1	42.6	1
									1980-02-25T23:30:00.000	1	40	1	13.9	1	.214	1	65	3	43.3	1
									1980-02-25T23:35:00.000	1	40	1	13.9	1	.179	1	37	3	42.6	1
									1980-02-25T23:40:00.000	1	40	1	13.9	1	.179	1	59	1	42.6	1
									1980-02-25T23:45:00.000	1	40	1	13.9	1	.144	1	56	1	42.8	1
									1980-02-25T23:50:00.000	1	40	1	13.9	1	.127	1	65	1	42.6	1
									1980-02-25T23:55:00.000	1	40	1	13.9	1	.144	1	59	1	42.8	1
									1980-02-26T00:00:00.000	1	40	1	13.9	1	.162	1	59	1	42.8	1
									1980-02-26T00:05:00.000	1	40	1	13.9	1	.179	1	51	1	42.8	1
									1980-02-26T00:10:00.000	1	40	1	13.8	1	.162	1	56	1	42.8	1
									1980-02-26T00:15:00.000	1	40	1	13.8	1	.231	1	59	1	43.1	1
									1980-02-26T00:20:00.000	1	40	1	13.9	1	.248	1	59	1	42.8	1
									1980-02-26T00:25:00.000	1	40	1	13.8	1	.248	1	65	1	42.6	1
									1980-02-26T00:30:00.000	1	40	1	13.8	1	.214	1	59	1	42.6	1
									1980-02-26T00:35:00.000	1	40	1	13.8	1	.162	1	65	1	42.8	1
									1980-02-26T00:40:00.000	1	40	1	13.8	1	.127	1	42	3	42.8	1
									1980-02-26T00:45:00.000	1	40	1	13.8	1	.179	1	59	1	43.6	1
									1980-02-26T00:50:00.000	1	40	1	13.8	1	.231	1	87	1	42.6	1
									1980-02-26T00:55:00.000	1	40	1	13.9	1	.335	1	93	1	42.6	1
									1980-02-26T01:00:00.000	1	40	1	13.9	1	.317	1	82	1	43.3	1
									1980-02-26T01:05:00.000	1	40	1	13.9	1	.473	1	84	1	44.3	1
									1980-02-26T01:10:00.000	1	40	1	13.9	1	.647	1	79	1	45.3	1
									1980-02-26T01:15:00.000	1	40	1	13.9	1	.872	1	62	1	47.6	1
									1980-02-26T01:20:00.000	1	40	1	13.9	1	1.062	1	62	1	49.1	1
									1980-02-26T01:25:00.000	1	40	1	13.9	1	1.183	1	70	1	48.8	1
									1980-02-26T01:30:00.000	1	40	1	13.9	1	1.183	1	70	1	50.6	1
									1980-02-26T01:35:00.000	1	40	1	13.9	1	1.287	1	62	1	51.9	1
