
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEA	UXA00	*	1980-01-26T10:22:00.000	15.6283333	38.2336667	300885	120	91	1980-01-26T10:22:00.000	1	79	1	14.4	1	.712	1	28	1	79.9	1
									1980-01-26T10:27:00.000	1	79	1	14.4	1	.729	1	20	1	79.9	1
									1980-01-26T10:32:00.000	1	79	1	14.4	1	.746	1	31	1	79.9	1
									1980-01-26T10:37:00.000	1	79	1	14.4	1	.694	1	28	1	79.9	1
									1980-01-26T10:42:00.000	1	79	1	14.4	1	.592	1	39	1	79.9	1
									1980-01-26T10:47:00.000	1	79	1	14.4	1	.421	1	53	3	79.9	1
									1980-01-26T10:52:00.000	1	79	1	14.4	1	.267	1	42	3	79.9	1
									1980-01-26T10:57:00.000	1	79	1	14.4	1	.267	1	68	3	79.9	1
									1980-01-26T11:02:00.000	1	79	1	14.4	1	.318	1	42	3	79.9	1
									1980-01-26T11:07:00.000	1	79	1	14.4	1	.386	1	76	3	79.9	1
									1980-01-26T11:12:00.000	1	79	1	14.4	1	.403	1	51	1	79.9	1
									1980-01-26T11:17:00.000	1	79	1	14.4	1	.369	1	59	1	79.9	1
									1980-01-26T11:22:00.000	1	79	1	14.4	1	.352	1	51	1	79.9	1
									1980-01-26T11:27:00.000	1	79	1	14.5	1	.421	1	53	1	79.9	1
									1980-01-26T11:32:00.000	1	79	1	14.5	1	.403	1	42	3	79.9	1
									1980-01-26T11:37:00.000	1	79	1	14.5	1	.472	1	56	1	79.9	1
									1980-01-26T11:42:00.000	1	79	1	14.5	1	.455	1	56	1	79.9	1
