
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
									1979-08-20T20:50:00.000	1	184	1	.339	1	309	3
									1979-08-20T21:05:00.000	1	184	1	.333	1	284	1
									1979-08-20T21:20:00.000	1	184	1	.377	1	293	1
									1979-08-20T21:35:00.000	1	184	1	.409	1	301	1
									1979-08-20T21:50:00.000	1	184	1	.321	1	304	1
									1979-08-20T22:05:00.000	1	184	1	.449	1	293	3
									1979-08-20T22:20:00.000	1	184	1	.507	1	346	3
									1979-08-20T22:35:00.000	1	184	1	.409	1	301	1
									1979-08-20T22:50:00.000	1	184	1	.371	1	309	1
									1979-08-20T23:05:00.000	1	184	1	.304	1	110	1
									1979-08-20T23:20:00.000	1	184	1	.252	1	98	3
									1979-08-20T23:35:00.000	1	184	1	.255	1	309	3
									1979-08-20T23:50:00.000	1	184	1	.252	1	293	1
									1979-08-21T00:05:00.000	1	184	1	.243	1	278	3
									1979-08-21T00:20:00.000	1	184	1	.246	1	290	3
									1979-08-21T00:35:00.000	1	184	1	.263	1	242	3
									1979-08-21T00:50:00.000	1	184	1	.208	1	262	3
									1979-08-21T01:05:00.000	1	184	1	.196	1	239	3
									1979-08-21T01:20:00.000	1	184	1	.097	1	262	1
									1979-08-21T01:35:00.000	1	184	1	.048	1	287	3
									1979-08-21T01:50:00.000	1	184	1	.028	1	110	3
									1979-08-21T02:05:00.000	1	184	1	.025	1	290	3
									1979-08-21T02:20:00.000	1	184	1	.036	1	96	1
									1979-08-21T02:35:00.000	1	184	1	.071	1	93	1
									1979-08-21T02:50:00.000	1	184	1	.092	1	298	1
									1979-08-21T03:05:00.000	1	184	1	.086	1	290	1
									1979-08-21T03:20:00.000	1	184	1	.097	1	270	1
									1979-08-21T03:35:00.000	1	184	1	.132	1	93	3
									1979-08-21T03:50:00.000	1	184	1	.156	1	270	1
									1979-08-21T04:05:00.000	1	184	1	.153	1	307	3
									1979-08-21T04:20:00.000	1	184	1	.147	1	281	3
									1979-08-21T04:35:00.000	1	184	1	.15	1	307	3
									1979-08-21T04:50:00.000	1	184	1	.127	1	290	1
									1979-08-21T05:05:00.000	1	184	1	.173	1	290	1
									1979-08-21T05:20:00.000	1	184	1	.214	1	284	1
									1979-08-21T05:35:00.000	1	184	1	.185	1	284	1
									1979-08-21T05:50:00.000	1	184	1	.223	1	304	3
									1979-08-21T06:05:00.000	1	184	1	.193	1	276	3
									1979-08-21T06:20:00.000	1	184	1	.048	1	357	3
									1979-08-21T06:35:00.000	1	184	1	.06	1	250	3
									1979-08-21T06:50:00.000	1	184	1	.031	1	312	3
									1979-08-21T07:05:00.000	1	184	1	.191	1	276	3
									1979-08-21T07:20:00.000	1	184	1	.339	1	287	3
									1979-08-21T07:35:00.000	1	184	1	.316	1	270	3
									1979-08-21T07:50:00.000	1	184	1	.269	1	338	1
									1979-08-21T08:05:00.000	1	184	1	.118	1	357	3
									1979-08-21T08:20:00.000	1	184	1	.106	1	160	1
									1979-08-21T08:35:00.000	1	184	1	.156	1	138	1
									1979-08-21T08:50:00.000	1	184	1	.205	1	129	1
									1979-08-21T09:05:00.000	1	184	1	.298	1	158	1
									1979-08-21T09:20:00.000	1	184	1	.339	1	284	1
									1979-08-21T09:35:00.000	1	184	1	.391	1	298	1
									1979-08-21T09:50:00.000	1	184	1	.327	1	340	3
									1979-08-21T10:05:00.000	1	184	1	.586	1	307	1
									1979-08-21T10:20:00.000	1	184	1	.755	3	298	1
									1979-08-21T10:35:00.000	1	184	1	.475	1	307	1
									1979-08-21T10:50:00.000	1	184	1	.516	1	343	3
									1979-08-21T11:05:00.000	1	184	1	.298	1	284	1
									1979-08-21T11:20:00.000	1	184	1	.246	1	160	3
									1979-08-21T11:35:00.000	1	184	1	.286	1	273	1
									1979-08-21T11:50:00.000	1	184	1	.188	1	312	3
									1979-08-21T12:05:00.000	1	184	1	.129	1	259	1
									1979-08-21T12:20:00.000	1	184	1	.237	1	203	3
									1979-08-21T12:35:00.000	1	184	1	.211	1	264	3
									1979-08-21T12:50:00.000	1	184	1	.124	1	211	3
									1979-08-21T13:05:00.000	1	184	1	.077	1	259	1
									1979-08-21T13:20:00.000	1	184	1	.025	1	343	3
									1979-08-21T13:35:00.000	1	184	1	.031	1	245	1
									1979-08-21T13:50:00.000	1	184	1	.039	1	245	1
									1979-08-21T14:05:00.000	1	184	1	.034	1	245	1
									1979-08-21T14:20:00.000	1	184	1	0	1	301	3
									1979-08-21T14:35:00.000	1	184	1	.025	1	273	1
									1979-08-21T14:50:00.000	1	184	1	.042	1	98	1
									1979-08-21T15:05:00.000	1	184	1	.106	1	96	1
									1979-08-21T15:20:00.000	1	184	1	.161	1	270	3
									1979-08-21T15:35:00.000	1	184	1	.205	1	90	3
									1979-08-21T15:50:00.000	1	184	1	.249	1	278	1
									1979-08-21T16:05:00.000	1	184	1	.266	1	290	1
									1979-08-21T16:20:00.000	1	184	1	.286	1	312	1
									1979-08-21T16:35:00.000	1	184	1	.339	1	307	1
									1979-08-21T16:50:00.000	1	184	1	.377	1	301	1
									1979-08-21T17:05:00.000	1	184	1	.391	1	298	1
									1979-08-21T17:20:00.000	1	184	1	.4	1	298	1
									1979-08-21T17:35:00.000	1	184	1	.388	1	281	3
									1979-08-21T17:50:00.000	1	184	1	.377	1	312	1
									1979-08-21T18:05:00.000	1	184	1	.327	1	312	1
									1979-08-21T18:20:00.000	1	184	1	.336	1	312	1
									1979-08-21T18:35:00.000	1	184	1	.313	1	312	1
									1979-08-21T18:50:00.000	1	184	1	.307	1	304	1
									1979-08-21T19:05:00.000	1	184	1	.292	1	284	1
									1979-08-21T19:20:00.000	1	184	1	.266	1	149	1
									1979-08-21T19:35:00.000	1	184	1	.292	1	25	3
									1979-08-21T19:50:00.000	1	184	1	.318	1	76	1
									1979-08-21T20:05:00.000	1	184	1	.164	3	273	1
									1979-08-21T20:20:00.000	1	184	1	.435	3	278	1
									1979-08-21T20:35:00.000	1	184	1	.22	3	281	1
									1979-08-21T20:50:00.000	1	184	1	.377	3	290	1
									1979-08-21T21:05:00.000	1	184	1	.263	1	127	3
									1979-08-21T21:20:00.000	1	184	1	.359	1	276	3
									1979-08-21T21:35:00.000	1	184	1	.281	1	121	3
									1979-08-21T21:50:00.000	1	184	1	.141	3	245	1
									1979-08-21T22:05:00.000	1	184	1	.281	1	340	3
									1979-08-21T22:20:00.000	1	184	1	.234	1	284	1
									1979-08-21T22:35:00.000	1	184	1	.176	1	278	1
									1979-08-21T22:50:00.000	1	184	1	.353	1	354	3
									1979-08-21T23:05:00.000	1	184	1	.435	1	304	1
									1979-08-21T23:20:00.000	1	184	1	.362	1	281	3
									1979-08-21T23:35:00.000	1	184	1	.385	1	301	3
									1979-08-21T23:50:00.000	1	184	1	.225	1	93	3
									1979-08-22T00:05:00.000	1	184	1	.286	1	132	1
									1979-08-22T00:20:00.000	1	184	1	.31	1	281	1
									1979-08-22T00:35:00.000	1	184	1	.249	1	321	3
									1979-08-22T00:50:00.000	1	184	1	.284	1	239	3
									1979-08-22T01:05:00.000	1	184	1	.182	1	259	1
									1979-08-22T01:20:00.000	1	184	1	.112	1	259	1
									1979-08-22T01:35:00.000	1	184	1	.095	1	264	1
									1979-08-22T01:50:00.000	1	184	1	.054	1	267	1
									1979-08-22T02:05:00.000	1	184	1	.048	1	242	3
									1979-08-22T02:20:00.000	1	184	1	0	1	295	3
									1979-08-22T02:35:00.000	1	184	1	0	1	264	1
									1979-08-22T02:50:00.000	1	184	1	.028	1	104	1
									1979-08-22T03:05:00.000	1	184	1	0	1	90	3
									1979-08-22T03:20:00.000	1	184	1	.034	1	124	1
									1979-08-22T03:35:00.000	1	184	1	.066	1	121	1
									1979-08-22T03:50:00.000	1	184	1	.112	1	93	3
									1979-08-22T04:05:00.000	1	184	1	.164	1	129	1
									1979-08-22T04:20:00.000	1	184	1	.22	1	124	1
									1979-08-22T04:35:00.000	1	184	1	.156	1	284	1
									1979-08-22T04:50:00.000	1	184	1	.144	1	326	1
									1979-08-22T05:05:00.000	1	184	1	.161	1	357	1
									1979-08-22T05:20:00.000	1	184	1	.156	1	354	1
									1979-08-22T05:35:00.000	1	184	1	.176	1	346	1
									1979-08-22T05:50:00.000	1	184	1	.202	1	304	1
									1979-08-22T06:05:00.000	1	184	1	.223	1	276	1
									1979-08-22T06:20:00.000	1	184	1	.234	1	115	1
									1979-08-22T06:35:00.000	1	184	1	.129	1	79	3
									1979-08-22T06:50:00.000	1	184	1	.167	1	197	1
									1979-08-22T07:05:00.000	1	184	1	.15	1	281	1
									1979-08-22T07:20:00.000	1	184	1	.228	1	304	1
									1979-08-22T07:35:00.000	1	184	1	.223	1	312	1
									1979-08-22T07:50:00.000	1	184	1	.234	1	312	1
									1979-08-22T08:05:00.000	1	184	1	.237	1	278	1
									1979-08-22T08:20:00.000	1	184	1	.179	1	96	3
									1979-08-22T08:35:00.000	1	184	1	.17	1	121	1
									1979-08-22T08:50:00.000	1	184	1	.196	1	158	3
									1979-08-22T09:05:00.000	1	184	1	.301	3	98	3
									1979-08-22T09:20:00.000	1	184	1	.185	1	174	1
									1979-08-22T09:35:00.000	1	184	1	.1	1	276	1
									1979-08-22T09:50:00.000	1	184	1	.272	1	278	1
									1979-08-22T10:05:00.000	1	184	1	.377	1	309	3
									1979-08-22T10:20:00.000	1	184	1	.528	1	284	3
									1979-08-22T10:35:00.000	1	184	1	.609	1	312	3
									1979-08-22T10:50:00.000	1	184	1	.679	1	295	1
									1979-08-22T11:05:00.000	1	184	1	.481	1	301	1
									1979-08-22T11:20:00.000	1	184	1	.316	1	124	1
									1979-08-22T11:35:00.000	1	184	1	.24	1	107	3
									1979-08-22T11:50:00.000	1	184	1	.278	1	273	1
									1979-08-22T12:05:00.000	1	184	1	.278	1	346	3
									1979-08-22T12:20:00.000	1	184	1	.292	1	290	1
									1979-08-22T12:35:00.000	1	184	1	.144	1	298	1
									1979-08-22T12:50:00.000	1	184	1	.225	1	256	1
									1979-08-22T13:05:00.000	1	184	1	.284	1	250	1
									1979-08-22T13:20:00.000	1	184	1	.173	1	208	3
									1979-08-22T13:35:00.000	1	184	1	.063	1	264	1
									1979-08-22T13:50:00.000	1	184	1	.051	1	315	3
									1979-08-22T14:05:00.000	1	184	1	.036	1	217	1
									1979-08-22T14:20:00.000	1	184	1	0	1	200	1
									1979-08-22T14:35:00.000	1	184	1	.097	1	200	1
									1979-08-22T14:50:00.000	1	184	1	.048	1	245	1
									1979-08-22T15:05:00.000	1	184	1	.025	1	259	3
									1979-08-22T15:20:00.000	1	184	1	.031	1	121	1
									1979-08-22T15:35:00.000	1	184	1	.129	1	115	1
									1979-08-22T15:50:00.000	1	184	1	.15	1	90	3
									1979-08-22T16:05:00.000	1	184	1	.15	1	335	1
									1979-08-22T16:20:00.000	1	184	1	.167	1	349	3
									1979-08-22T16:35:00.000	1	184	1	.179	1	335	3
									1979-08-22T16:50:00.000	1	184	1	.144	1	346	1
									1979-08-22T17:05:00.000	1	184	1	.15	1	340	1
									1979-08-22T17:20:00.000	1	184	1	.176	1	338	1
									1979-08-22T17:35:00.000	1	184	1	.193	1	338	1
									1979-08-22T17:50:00.000	1	184	1	.196	1	298	1
									1979-08-22T18:05:00.000	1	184	1	.182	1	281	1
									1979-08-22T18:20:00.000	1	184	1	.191	1	278	1
									1979-08-22T18:35:00.000	1	184	1	.249	1	307	1
									1979-08-22T18:50:00.000	1	184	1	.24	1	307	1
									1979-08-22T19:05:00.000	1	184	1	.26	1	284	1
									1979-08-22T19:20:00.000	1	184	1	.252	1	278	1
									1979-08-22T19:35:00.000	1	184	1	.298	1	127	1
									1979-08-22T19:50:00.000	1	184	1	.255	1	70	1
									1979-08-22T20:05:00.000	1	184	1	.414	3	11	3
									1979-08-22T20:20:00.000	1	184	1	.15	3	98	1
									1979-08-22T20:35:00.000	1	184	1	.388	3	90	1
									1979-08-22T20:50:00.000	1	184	1	.217	3	98	1
									1979-08-22T21:05:00.000	1	184	1	.382	1	107	1
									1979-08-22T21:20:00.000	1	184	1	.478	1	107	1
									1979-08-22T21:35:00.000	1	184	1	.391	1	287	1
									1979-08-22T21:50:00.000	1	184	1	.269	1	287	1
									1979-08-22T22:05:00.000	1	184	1	.281	1	287	1
									1979-08-22T22:20:00.000	1	184	1	.228	1	307	1
									1979-08-22T22:35:00.000	1	184	1	.188	1	352	3
									1979-08-22T22:50:00.000	1	184	1	.284	1	312	1
									1979-08-22T23:05:00.000	1	184	1	.249	1	225	1
									1979-08-22T23:20:00.000	1	184	1	.345	1	101	1
									1979-08-22T23:35:00.000	1	184	1	.196	1	56	3
									1979-08-22T23:50:00.000	1	184	1	.237	1	301	1
									1979-08-23T00:05:00.000	1	184	1	.513	1	346	1
									1979-08-23T00:20:00.000	1	184	1	.603	1	340	1
									1979-08-23T00:35:00.000	1	184	1	.438	1	281	1
									1979-08-23T00:50:00.000	1	184	1	.321	1	127	3
									1979-08-23T01:05:00.000	1	184	1	.284	1	309	1
									1979-08-23T01:20:00.000	1	184	1	.208	1	315	1
									1979-08-23T01:35:00.000	1	184	1	.217	1	259	3
									1979-08-23T01:50:00.000	1	184	1	.161	1	315	1
									1979-08-23T02:05:00.000	1	184	1	.097	1	357	3
									1979-08-23T02:20:00.000	1	184	1	.121	1	295	3
									1979-08-23T02:35:00.000	1	184	1	.115	1	312	1
									1979-08-23T02:50:00.000	1	184	1	.118	1	343	3
									1979-08-23T03:05:00.000	1	184	1	.092	1	312	3
									1979-08-23T03:20:00.000	1	184	1	.1	1	357	3
									1979-08-23T03:35:00.000	1	184	1	.039	1	73	3
									1979-08-23T03:50:00.000	1	184	1	.057	1	132	3
									1979-08-23T04:05:00.000	1	184	1	.173	1	118	1
									1979-08-23T04:20:00.000	1	184	1	.228	1	121	1
									1979-08-23T04:35:00.000	1	184	1	.292	1	158	1
									1979-08-23T04:50:00.000	1	184	1	.214	1	354	3
									1979-08-23T05:05:00.000	1	184	1	.269	1	321	1
									1979-08-23T05:20:00.000	1	184	1	.263	1	326	1
									1979-08-23T05:35:00.000	1	184	1	.269	1	329	1
									1979-08-23T05:50:00.000	1	184	1	.214	1	349	1
									1979-08-23T06:05:00.000	1	184	1	.202	1	346	1
									1979-08-23T06:20:00.000	1	184	1	.176	1	304	1
									1979-08-23T06:35:00.000	1	184	1	.199	1	270	1
									1979-08-23T06:50:00.000	1	184	1	.228	1	276	1
									1979-08-23T07:05:00.000	1	184	1	.257	1	273	1
									1979-08-23T07:20:00.000	1	184	1	.295	1	166	1
									1979-08-23T07:35:00.000	1	184	1	.313	1	31	1
									1979-08-23T07:50:00.000	1	184	1	.49	3	28	1
									1979-08-23T08:05:00.000	1	184	1	.17	3	304	3
									1979-08-23T08:20:00.000	1	184	1	.426	1	287	3
									1979-08-23T08:35:00.000	1	184	1	.336	1	312	3
									1979-08-23T08:50:00.000	1	184	1	.295	1	287	1
									1979-08-23T09:05:00.000	1	184	1	.284	1	121	1
									1979-08-23T09:20:00.000	1	184	1	.272	1	101	3
									1979-08-23T09:35:00.000	1	184	1	.368	1	278	3
									1979-08-23T09:50:00.000	1	184	1	.249	1	155	3
									1979-08-23T10:05:00.000	1	184	1	.115	1	183	1
									1979-08-23T10:20:00.000	1	184	1	.196	1	250	1
									1979-08-23T10:35:00.000	1	184	1	.138	1	287	3
									1979-08-23T10:50:00.000	1	184	1	.237	1	101	3
									1979-08-23T11:05:00.000	1	184	1	.365	1	301	3
									1979-08-23T11:20:00.000	1	184	1	.583	3	284	3
									1979-08-23T11:35:00.000	1	184	1	.374	3	298	1
									1979-08-23T11:50:00.000	1	184	1	.586	1	298	1
									1979-08-23T12:05:00.000	1	184	1	.842	3	298	1
									1979-08-23T12:20:00.000	1	184	1	.577	1	298	1
									1979-08-23T12:35:00.000	1	184	1	.342	1	270	1
									1979-08-23T12:50:00.000	1	184	1	.292	1	278	1
									1979-08-23T13:05:00.000	1	184	1	.228	1	309	3
									1979-08-23T13:20:00.000	1	184	1	.275	1	203	3
									1979-08-23T13:35:00.000	1	184	1	.249	1	250	3
									1979-08-23T13:50:00.000	1	184	1	.202	1	203	1
									1979-08-23T14:05:00.000	1	184	1	.106	1	208	1
									1979-08-23T14:20:00.000	1	184	1	.112	1	208	1
									1979-08-23T14:35:00.000	1	184	1	.08	1	214	1
									1979-08-23T14:50:00.000	1	184	1	.063	1	256	3
									1979-08-23T15:05:00.000	1	184	1	.089	1	203	1
									1979-08-23T15:20:00.000	1	184	1	.045	1	37	3
									1979-08-23T15:35:00.000	1	184	1	.057	1	53	1
									1979-08-23T15:50:00.000	1	184	1	.159	1	160	1
									1979-08-23T16:05:00.000	1	184	1	.286	1	174	1
									1979-08-23T16:20:00.000	1	184	1	.327	1	177	1
									1979-08-23T16:35:00.000	1	184	1	.208	1	155	3
									1979-08-23T16:50:00.000	1	184	1	.071	3	343	3
									1979-08-23T17:05:00.000	1	184	1	.202	1	329	1
									1979-08-23T17:20:00.000	1	184	1	.237	1	323	1
									1979-08-23T17:35:00.000	1	184	1	.208	1	332	1
									1979-08-23T17:50:00.000	1	184	1	.205	1	354	3
									1979-08-23T18:05:00.000	1	184	1	.179	1	338	1
									1979-08-23T18:20:00.000	1	184	1	.138	1	301	1
									1979-08-23T18:35:00.000	1	184	1	.17	1	290	1
									1979-08-23T18:50:00.000	1	184	1	.199	1	278	1
									1979-08-23T19:05:00.000	1	184	1	.246	1	273	1
									1979-08-23T19:20:00.000	1	184	1	.257	1	270	1
									1979-08-23T19:35:00.000	1	184	1	.272	1	270	1
									1979-08-23T19:50:00.000	1	184	1	.33	1	104	3
									1979-08-23T20:05:00.000	1	184	1	.24	1	138	3
									1979-08-23T20:20:00.000	1	184	1	.217	1	17	3
									1979-08-23T20:35:00.000	1	184	1	.095	1	152	1
									1979-08-23T20:50:00.000	1	184	1	.179	1	287	1
									1979-08-23T21:05:00.000	1	184	1	.33	1	278	1
									1979-08-23T21:20:00.000	1	184	1	.231	1	93	1
									1979-08-23T21:35:00.000	1	184	1	.417	1	98	1
									1979-08-23T21:50:00.000	1	184	1	.499	1	276	1
									1979-08-23T22:05:00.000	1	184	1	.49	1	309	1
									1979-08-23T22:20:00.000	1	184	1	.412	1	301	1
									1979-08-23T22:35:00.000	1	184	1	.234	1	98	3
									1979-08-23T22:50:00.000	1	184	1	.164	1	352	3
									1979-08-23T23:05:00.000	1	184	1	.275	1	338	1
									1979-08-23T23:20:00.000	1	184	1	.569	3	270	1
									1979-08-23T23:35:00.000	1	184	1	.22	1	23	3
									1979-08-23T23:50:00.000	1	184	1	.208	1	82	3
									1979-08-24T00:05:00.000	1	184	1	.362	1	68	3
									1979-08-24T00:20:00.000	1	184	1	.318	1	256	1
									1979-08-24T00:35:00.000	1	184	1	.478	1	276	1
									1979-08-24T00:50:00.000	1	184	1	.496	1	281	1
									1979-08-24T01:05:00.000	1	184	1	.266	1	290	1
									1979-08-24T01:20:00.000	1	184	1	.205	1	273	3
									1979-08-24T01:35:00.000	1	184	1	.292	1	301	1
									1979-08-24T01:50:00.000	1	184	1	.307	1	301	1
									1979-08-24T02:05:00.000	1	184	1	.292	1	338	3
									1979-08-24T02:20:00.000	1	184	1	.15	1	217	3
									1979-08-24T02:35:00.000	1	184	1	.057	1	242	1
									1979-08-24T02:50:00.000	1	184	1	.054	1	323	1
									1979-08-24T03:05:00.000	1	184	1	.048	1	323	1
									1979-08-24T03:20:00.000	1	184	1	.06	1	332	1
									1979-08-24T03:35:00.000	1	184	1	.031	1	233	3
									1979-08-24T03:50:00.000	1	184	1	0	1	276	3
									1979-08-24T04:05:00.000	1	184	1	.025	1	98	3
									1979-08-24T04:20:00.000	1	184	1	.109	1	129	1
									1979-08-24T04:35:00.000	1	184	1	.182	1	129	1
									1979-08-24T04:50:00.000	1	184	1	.237	1	121	1
									1979-08-24T05:05:00.000	1	184	1	.231	1	129	1
									1979-08-24T05:20:00.000	1	184	1	.225	1	127	1
									1979-08-24T05:35:00.000	1	184	1	.161	1	293	1
									1979-08-24T05:50:00.000	1	184	1	.22	1	326	1
									1979-08-24T06:05:00.000	1	184	1	.205	1	343	3
									1979-08-24T06:20:00.000	1	184	1	.202	1	295	1
									1979-08-24T06:35:00.000	1	184	1	.188	1	301	1
									1979-08-24T06:50:00.000	1	184	1	.193	1	281	1
									1979-08-24T07:05:00.000	1	184	1	.188	1	287	1
									1979-08-24T07:20:00.000	1	184	1	.205	1	273	3
									1979-08-24T07:35:00.000	1	184	1	.231	1	287	1
									1979-08-24T07:50:00.000	1	184	1	.257	1	284	1
									1979-08-24T08:05:00.000	1	184	1	.246	1	166	1
									1979-08-24T08:20:00.000	1	184	1	.301	1	25	1
									1979-08-24T08:35:00.000	1	184	1	.496	3	28	1
									1979-08-24T08:50:00.000	1	184	1	.173	3	281	1
									1979-08-24T09:05:00.000	1	184	1	.371	1	307	1
									1979-08-24T09:20:00.000	1	184	1	.342	1	307	1
									1979-08-24T09:35:00.000	1	184	1	.234	1	107	1
									1979-08-24T09:50:00.000	1	184	1	.269	1	113	1
									1979-08-24T10:05:00.000	1	184	1	.176	1	98	3
									1979-08-24T10:20:00.000	1	184	1	.161	1	335	3
									1979-08-24T10:35:00.000	1	184	1	.176	1	53	3
									1979-08-24T10:50:00.000	1	184	1	.182	1	304	3
									1979-08-24T11:05:00.000	1	184	1	.391	1	281	3
									1979-08-24T11:20:00.000	1	184	1	.348	1	304	1
									1979-08-24T11:35:00.000	1	184	1	.438	1	301	1
									1979-08-24T11:50:00.000	1	184	1	.557	1	338	3
									1979-08-24T12:05:00.000	1	184	1	.606	1	301	1
									1979-08-24T12:20:00.000	1	184	1	.571	1	295	1
									1979-08-24T12:35:00.000	1	184	1	.377	1	301	1
									1979-08-24T12:50:00.000	1	184	1	.35	1	298	1
									1979-08-24T13:05:00.000	1	184	1	.257	1	276	1
									1979-08-24T13:20:00.000	1	184	1	.237	1	132	3
									1979-08-24T13:35:00.000	1	184	1	.199	1	287	1
									1979-08-24T13:50:00.000	1	184	1	.179	1	301	3
									1979-08-24T14:05:00.000	1	184	1	.182	1	228	3
									1979-08-24T14:20:00.000	1	184	1	.208	1	262	1
									1979-08-24T14:35:00.000	1	184	1	.115	1	267	1
									1979-08-24T14:50:00.000	1	184	1	.031	1	236	1
									1979-08-24T15:05:00.000	1	184	1	.036	1	203	3
									1979-08-24T15:20:00.000	1	184	1	0	1	354	3
									1979-08-24T15:35:00.000	1	184	1	0	1	160	1
									1979-08-24T15:50:00.000	1	184	1	0	1	115	3
									1979-08-24T16:05:00.000	1	184	1	.06	1	127	1
									1979-08-24T16:20:00.000	1	184	1	.063	1	129	1
									1979-08-24T16:35:00.000	1	184	1	.031	1	121	1
									1979-08-24T16:50:00.000	1	184	1	.034	1	278	3
									1979-08-24T17:05:00.000	1	184	1	.124	1	225	1
									1979-08-24T17:20:00.000	1	184	1	.199	1	228	1
									1979-08-24T17:35:00.000	1	184	1	.17	1	315	1
									1979-08-24T17:50:00.000	1	184	1	.144	1	343	1
									1979-08-24T18:05:00.000	1	184	1	.124	1	338	1
									1979-08-24T18:20:00.000	1	184	1	.127	1	304	1
									1979-08-24T18:35:00.000	1	184	1	.159	1	304	1
									1979-08-24T18:50:00.000	1	184	1	.205	1	304	1
									1979-08-24T19:05:00.000	1	184	1	.223	1	295	1
									1979-08-24T19:20:00.000	1	184	1	.281	1	295	1
									1979-08-24T19:35:00.000	1	184	1	.266	1	301	1
									1979-08-24T19:50:00.000	1	184	1	.269	1	304	1
									1979-08-24T20:05:00.000	1	184	1	.255	1	276	1
									1979-08-24T20:20:00.000	1	184	1	.284	1	270	1
									1979-08-24T20:35:00.000	1	184	1	.327	1	273	1
									1979-08-24T20:50:00.000	1	184	1	.356	1	132	3
									1979-08-24T21:05:00.000	1	184	1	.362	1	177	3
									1979-08-24T21:20:00.000	1	184	1	.446	1	56	1
									1979-08-24T21:35:00.000	1	184	1	.377	1	65	1
									1979-08-24T21:50:00.000	1	184	1	.208	1	110	1
									1979-08-24T22:05:00.000	1	184	1	.272	1	121	1
									1979-08-24T22:20:00.000	1	184	1	.33	1	290	1
									1979-08-24T22:35:00.000	1	184	1	.249	1	346	3
									1979-08-24T22:50:00.000	1	184	1	.211	1	48	1
									1979-08-24T23:05:00.000	1	184	1	.339	3	14	3
									1979-08-24T23:20:00.000	1	184	1	.191	3	301	1
									1979-08-24T23:35:00.000	1	184	1	.316	1	338	1
									1979-08-24T23:50:00.000	1	184	1	.275	1	346	1
									1979-08-25T00:05:00.000	1	184	1	.292	1	273	3
									1979-08-25T00:20:00.000	1	184	1	.414	1	354	3
									1979-08-25T00:35:00.000	1	184	1	.667	1	309	1
									1979-08-25T00:50:00.000	1	184	1	.865	1	298	3
									1979-08-25T01:05:00.000	1	184	1	.856	1	340	3
									1979-08-25T01:20:00.000	1	184	1	.505	1	307	1
									1979-08-25T01:35:00.000	1	184	1	.475	1	284	3
									1979-08-25T01:50:00.000	1	184	1	.446	1	354	3
									1979-08-25T02:05:00.000	1	184	1	.353	1	338	1
									1979-08-25T02:20:00.000	1	184	1	.109	1	270	3
									1979-08-25T02:35:00.000	1	184	1	.115	1	309	3
									1979-08-25T02:50:00.000	1	184	1	.115	1	211	1
									1979-08-25T03:05:00.000	1	184	1	.144	1	194	3
									1979-08-25T03:20:00.000	1	184	1	.127	1	217	3
									1979-08-25T03:35:00.000	1	184	1	.063	1	205	3
									1979-08-25T03:50:00.000	1	184	1	.077	1	259	1
									1979-08-25T04:05:00.000	1	184	1	.115	1	267	1
									1979-08-25T04:20:00.000	1	184	1	.1	1	267	1
									1979-08-25T04:35:00.000	1	184	1	.045	1	323	3
									1979-08-25T04:50:00.000	1	184	1	.034	1	312	1
									1979-08-25T05:05:00.000	1	184	1	.054	1	301	1
									1979-08-25T05:20:00.000	1	184	1	.097	1	304	1
									1979-08-25T05:35:00.000	1	184	1	.144	1	284	3
									1979-08-25T05:50:00.000	1	184	1	.176	1	307	3
									1979-08-25T06:05:00.000	1	184	1	.205	1	276	3
									1979-08-25T06:20:00.000	1	184	1	.249	1	290	3
									1979-08-25T06:35:00.000	1	184	1	.281	1	278	3
									1979-08-25T06:50:00.000	1	184	1	.307	1	307	1
									1979-08-25T07:05:00.000	1	184	1	.292	1	301	1
									1979-08-25T07:20:00.000	1	184	1	.286	1	295	1
									1979-08-25T07:35:00.000	1	184	1	.272	1	309	1
									1979-08-25T07:50:00.000	1	184	1	.234	1	307	1
									1979-08-25T08:05:00.000	1	184	1	.246	1	284	3
									1979-08-25T08:20:00.000	1	184	1	.26	1	307	3
									1979-08-25T08:35:00.000	1	184	1	.257	1	281	1
									1979-08-25T08:50:00.000	1	184	1	.275	1	287	1
									1979-08-25T09:05:00.000	1	184	1	.281	1	273	1
									1979-08-25T09:20:00.000	1	184	1	.196	1	143	1
									1979-08-25T09:35:00.000	1	184	1	.438	1	76	1
									1979-08-25T09:50:00.000	1	184	1	.4	1	14	3
									1979-08-25T10:05:00.000	1	184	1	.202	3	290	3
									1979-08-25T10:20:00.000	1	184	1	.333	3	273	1
									1979-08-25T10:35:00.000	1	184	1	.173	1	104	3
									1979-08-25T10:50:00.000	1	184	1	.121	1	174	1
									1979-08-25T11:05:00.000	1	184	1	.234	1	278	3
									1979-08-25T11:20:00.000	1	184	1	.208	1	129	3
									1979-08-25T11:35:00.000	1	184	1	.173	1	301	1
									1979-08-25T11:50:00.000	1	184	1	.339	1	312	3
