
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
									1979-08-25T12:05:00.000	1	184	1	.298	1	281	3
									1979-08-25T12:20:00.000	1	184	1	.685	1	293	1
									1979-08-25T12:35:00.000	1	184	1	.801	1	307	1
									1979-08-25T12:50:00.000	1	184	1	.807	1	298	1
									1979-08-25T13:05:00.000	1	184	1	.606	1	284	3
									1979-08-25T13:20:00.000	1	184	1	.493	1	349	3
									1979-08-25T13:35:00.000	1	184	1	.513	1	293	3
									1979-08-25T13:50:00.000	1	184	1	.563	1	338	1
									1979-08-25T14:05:00.000	1	184	1	.333	1	349	3
									1979-08-25T14:20:00.000	1	184	1	.164	1	312	1
									1979-08-25T14:35:00.000	1	184	1	.176	1	295	1
									1979-08-25T14:50:00.000	1	184	1	.135	1	250	3
									1979-08-25T15:05:00.000	1	184	1	.083	1	267	3
									1979-08-25T15:20:00.000	1	184	1	.048	1	205	3
									1979-08-25T15:35:00.000	1	184	1	.036	1	357	3
									1979-08-25T15:50:00.000	1	184	1	.063	1	338	1
									1979-08-25T16:05:00.000	1	184	1	.109	1	270	1
									1979-08-25T16:20:00.000	1	184	1	.147	1	110	3
									1979-08-25T16:35:00.000	1	184	1	.141	1	273	3
									1979-08-25T16:50:00.000	1	184	1	.185	1	101	3
									1979-08-25T17:05:00.000	1	184	1	.313	1	129	3
									1979-08-25T17:20:00.000	1	184	1	.316	1	104	1
									1979-08-25T17:35:00.000	1	184	1	.275	1	101	1
									1979-08-25T17:50:00.000	1	184	1	.278	1	107	1
									1979-08-25T18:05:00.000	1	184	1	.22	1	90	3
									1979-08-25T18:20:00.000	1	184	1	.281	1	312	3
									1979-08-25T18:35:00.000	1	184	1	.394	1	281	3
									1979-08-25T18:50:00.000	1	184	1	.417	1	307	1
									1979-08-25T19:05:00.000	1	184	1	.348	1	307	1
									1979-08-25T19:20:00.000	1	184	1	.292	1	281	3
									1979-08-25T19:35:00.000	1	184	1	.272	1	307	3
									1979-08-25T19:50:00.000	1	184	1	.307	1	281	1
									1979-08-25T20:05:00.000	1	184	1	.345	1	290	1
									1979-08-25T20:20:00.000	1	184	1	.348	1	276	1
									1979-08-25T20:35:00.000	1	184	1	.339	1	284	1
									1979-08-25T20:50:00.000	1	184	1	.336	1	281	1
									1979-08-25T21:05:00.000	1	184	1	.316	1	278	1
									1979-08-25T21:20:00.000	1	184	1	.263	1	121	1
									1979-08-25T21:35:00.000	1	184	1	.161	1	79	1
									1979-08-25T21:50:00.000	1	184	1	.17	1	45	3
									1979-08-25T22:05:00.000	1	184	1	.252	1	127	1
									1979-08-25T22:20:00.000	1	184	1	.342	1	278	3
									1979-08-25T22:35:00.000	1	184	1	.202	1	152	1
									1979-08-25T22:50:00.000	1	184	1	.211	1	98	1
									1979-08-25T23:05:00.000	1	184	1	.368	1	90	1
									1979-08-25T23:20:00.000	1	184	1	.484	1	301	1
									1979-08-25T23:35:00.000	1	184	1	.542	1	301	1
									1979-08-25T23:50:00.000	1	184	1	.484	1	284	1
									1979-08-26T00:05:00.000	1	184	1	.223	1	90	3
									1979-08-26T00:20:00.000	1	184	1	.263	1	307	1
									1979-08-26T00:35:00.000	1	184	1	.257	1	301	1
									1979-08-26T00:50:00.000	1	184	1	.307	1	312	3
									1979-08-26T01:05:00.000	1	184	1	.426	1	298	1
									1979-08-26T01:20:00.000	1	184	1	.42	1	107	3
									1979-08-26T01:35:00.000	1	184	1	.199	1	152	1
									1979-08-26T01:50:00.000	1	184	1	.167	1	307	3
									1979-08-26T02:05:00.000	1	184	1	.292	1	293	3
									1979-08-26T02:20:00.000	1	184	1	.577	3	338	3
									1979-08-26T02:35:00.000	1	184	1	.452	1	301	3
									1979-08-26T02:50:00.000	1	184	1	.388	1	312	3
									1979-08-26T03:05:00.000	1	184	1	.284	1	278	1
									1979-08-26T03:20:00.000	1	184	1	.292	1	281	1
									1979-08-26T03:35:00.000	1	184	1	.275	1	309	3
									1979-08-26T03:50:00.000	1	184	1	.24	1	281	1
									1979-08-26T04:05:00.000	1	184	1	.211	1	284	1
									1979-08-26T04:20:00.000	1	184	1	.234	1	93	1
									1979-08-26T04:35:00.000	1	184	1	.257	1	98	1
									1979-08-26T04:50:00.000	1	184	1	.31	1	278	1
									1979-08-26T05:05:00.000	1	184	1	.284	1	301	1
									1979-08-26T05:20:00.000	1	184	1	.234	1	301	1
									1979-08-26T05:35:00.000	1	184	1	.231	1	287	3
									1979-08-26T05:50:00.000	1	184	1	.127	1	340	1
									1979-08-26T06:05:00.000	1	184	1	.164	1	340	1
									1979-08-26T06:20:00.000	1	184	1	.182	1	340	1
									1979-08-26T06:35:00.000	1	184	1	.179	1	281	1
									1979-08-26T06:50:00.000	1	184	1	.223	1	281	1
									1979-08-26T07:05:00.000	1	184	1	.231	1	312	3
									1979-08-26T07:20:00.000	1	184	1	.234	1	298	3
									1979-08-26T07:35:00.000	1	184	1	.228	1	340	3
									1979-08-26T07:50:00.000	1	184	1	.211	1	295	1
									1979-08-26T08:05:00.000	1	184	1	.202	1	301	1
									1979-08-26T08:20:00.000	1	184	1	.208	1	312	1
									1979-08-26T08:35:00.000	1	184	1	.217	1	304	1
									1979-08-26T08:50:00.000	1	184	1	.211	1	290	1
									1979-08-26T09:05:00.000	1	184	1	.22	1	270	1
									1979-08-26T09:20:00.000	1	184	1	.272	1	160	1
									1979-08-26T09:35:00.000	1	184	1	.301	1	135	1
									1979-08-26T09:50:00.000	1	184	1	.339	1	42	3
									1979-08-26T10:05:00.000	1	184	1	.112	3	169	1
									1979-08-26T10:20:00.000	1	184	1	.231	1	290	3
									1979-08-26T10:35:00.000	1	184	1	.211	1	98	3
									1979-08-26T10:50:00.000	1	184	1	.161	1	290	3
									1979-08-26T11:05:00.000	1	184	1	.353	1	270	1
									1979-08-26T11:20:00.000	1	184	1	.272	1	98	3
									1979-08-26T11:35:00.000	1	184	1	.281	1	121	1
									1979-08-26T11:50:00.000	1	184	1	.153	1	149	1
									1979-08-26T12:05:00.000	1	184	1	.129	1	284	1
									1979-08-26T12:20:00.000	1	184	1	.225	1	312	3
									1979-08-26T12:35:00.000	1	184	1	.31	1	301	3
									1979-08-26T12:50:00.000	1	184	1	.318	1	340	3
									1979-08-26T13:05:00.000	1	184	1	.275	1	307	1
									1979-08-26T13:20:00.000	1	184	1	.327	1	270	3
									1979-08-26T13:35:00.000	1	184	1	.24	1	304	1
									1979-08-26T13:50:00.000	1	184	1	.394	1	340	3
									1979-08-26T14:05:00.000	1	184	1	.353	1	304	1
									1979-08-26T14:20:00.000	1	184	1	.56	3	293	3
									1979-08-26T14:35:00.000	1	184	1	.307	1	304	3
									1979-08-26T14:50:00.000	1	184	1	.228	1	90	1
									1979-08-26T15:05:00.000	1	184	1	.196	1	98	1
									1979-08-26T15:20:00.000	1	184	1	.196	1	312	3
									1979-08-26T15:35:00.000	1	184	1	.161	1	225	1
									1979-08-26T15:50:00.000	1	184	1	.205	1	228	1
									1979-08-26T16:05:00.000	1	184	1	.199	1	318	1
									1979-08-26T16:20:00.000	1	184	1	.138	1	352	1
									1979-08-26T16:35:00.000	1	184	1	.071	1	357	1
									1979-08-26T16:50:00.000	1	184	1	.083	1	273	3
									1979-08-26T17:05:00.000	1	184	1	.086	1	290	1
									1979-08-26T17:20:00.000	1	184	1	.138	1	357	3
									1979-08-26T17:35:00.000	1	184	1	.112	1	338	1
									1979-08-26T17:50:00.000	1	184	1	.167	1	340	1
									1979-08-26T18:05:00.000	1	184	1	.164	1	90	3
									1979-08-26T18:20:00.000	1	184	1	.121	1	290	3
									1979-08-26T18:35:00.000	1	184	1	.141	1	276	1
									1979-08-26T18:50:00.000	1	184	1	.196	1	273	1
									1979-08-26T19:05:00.000	1	184	1	.231	1	278	1
									1979-08-26T19:20:00.000	1	184	1	.234	1	278	1
									1979-08-26T19:35:00.000	1	184	1	.284	1	276	1
									1979-08-26T19:50:00.000	1	184	1	.272	1	307	1
									1979-08-26T20:05:00.000	1	184	1	.249	1	304	1
									1979-08-26T20:20:00.000	1	184	1	.289	1	312	1
									1979-08-26T20:35:00.000	1	184	1	.284	1	309	1
									1979-08-26T20:50:00.000	1	184	1	.266	1	281	3
									1979-08-26T21:05:00.000	1	184	1	.286	1	304	3
									1979-08-26T21:20:00.000	1	184	1	.26	1	121	3
									1979-08-26T21:35:00.000	1	184	1	.153	1	169	1
									1979-08-26T21:50:00.000	1	184	1	.129	1	335	3
									1979-08-26T22:05:00.000	1	184	1	.176	1	284	1
									1979-08-26T22:20:00.000	1	184	1	.223	1	107	1
									1979-08-26T22:35:00.000	1	184	1	.348	3	101	1
									1979-08-26T22:50:00.000	1	184	1	.132	3	96	1
									1979-08-26T23:05:00.000	1	184	1	.246	1	110	1
									1979-08-26T23:20:00.000	1	184	1	.292	1	290	1
									1979-08-26T23:35:00.000	1	184	1	.26	1	290	1
									1979-08-26T23:50:00.000	1	184	1	.316	1	304	3
									1979-08-27T00:05:00.000	1	184	1	.403	1	287	1
									1979-08-27T00:20:00.000	1	184	1	.394	1	169	3
									1979-08-27T00:35:00.000	1	184	1	.324	1	304	1
									1979-08-27T00:50:00.000	1	184	1	.266	1	312	1
									1979-08-27T01:05:00.000	1	184	1	.179	1	132	3
									1979-08-27T01:20:00.000	1	184	1	.077	1	219	3
									1979-08-27T01:35:00.000	1	184	1	.132	1	96	3
									1979-08-27T01:50:00.000	1	184	1	.4	1	298	1
									1979-08-27T02:05:00.000	1	184	1	.807	1	301	1
									1979-08-27T02:20:00.000	1	184	1	.752	1	338	3
									1979-08-27T02:35:00.000	1	184	1	.435	1	312	1
									1979-08-27T02:50:00.000	1	184	1	.278	1	132	1
									1979-08-27T03:05:00.000	1	184	1	.292	1	107	3
									1979-08-27T03:20:00.000	1	184	1	.316	1	338	1
									1979-08-27T03:35:00.000	1	184	1	.348	1	357	3
									1979-08-27T03:50:00.000	1	184	1	.243	1	17	3
									1979-08-27T04:05:00.000	1	184	1	.159	1	208	1
									1979-08-27T04:20:00.000	1	184	1	.159	1	267	3
									1979-08-27T04:35:00.000	1	184	1	.17	1	236	3
									1979-08-27T04:50:00.000	1	184	1	.112	1	262	1
									1979-08-27T05:05:00.000	1	184	1	.092	1	323	1
									1979-08-27T05:20:00.000	1	184	1	.057	1	352	3
									1979-08-27T05:35:00.000	1	184	1	.036	1	326	3
									1979-08-27T05:50:00.000	1	184	1	.025	1	354	3
									1979-08-27T06:05:00.000	1	184	1	.028	1	239	3
									1979-08-27T06:20:00.000	1	184	1	.028	1	281	1
									1979-08-27T06:35:00.000	1	184	1	.066	1	307	3
									1979-08-27T06:50:00.000	1	184	1	.121	1	284	3
									1979-08-27T07:05:00.000	1	184	1	.132	1	312	1
									1979-08-27T07:20:00.000	1	184	1	.161	1	338	1
									1979-08-27T07:35:00.000	1	184	1	.225	1	354	3
									1979-08-27T07:50:00.000	1	184	1	.202	1	340	1
									1979-08-27T08:05:00.000	1	184	1	.196	1	346	1
									1979-08-27T08:20:00.000	1	184	1	.196	1	346	1
									1979-08-27T08:35:00.000	1	184	1	.205	1	301	1
									1979-08-27T08:50:00.000	1	184	1	.202	1	281	1
									1979-08-27T09:05:00.000	1	184	1	.217	1	290	1
									1979-08-27T09:20:00.000	1	184	1	.234	1	284	1
									1979-08-27T09:35:00.000	1	184	1	.22	1	287	1
									1979-08-27T09:50:00.000	1	184	1	.199	1	278	1
									1979-08-27T10:05:00.000	1	184	1	.205	1	127	1
									1979-08-27T10:20:00.000	1	184	1	.179	1	53	3
									1979-08-27T10:35:00.000	1	184	1	.272	1	68	1
									1979-08-27T10:50:00.000	1	184	1	.292	1	79	1
									1979-08-27T11:05:00.000	1	184	1	.243	1	270	1
									1979-08-27T11:20:00.000	1	184	1	.423	3	290	3
									1979-08-27T11:35:00.000	1	184	1	.22	1	98	3
									1979-08-27T11:50:00.000	1	184	1	.278	1	281	3
									1979-08-27T12:05:00.000	1	184	1	.327	1	118	3
									1979-08-27T12:20:00.000	1	184	1	.269	1	132	1
									1979-08-27T12:35:00.000	1	184	1	.257	1	290	1
									1979-08-27T12:50:00.000	1	184	1	.243	1	312	1
									1979-08-27T13:05:00.000	1	184	1	.063	1	346	3
									1979-08-27T13:20:00.000	1	184	1	.074	1	309	3
									1979-08-27T13:35:00.000	1	184	1	.173	1	346	3
									1979-08-27T13:50:00.000	1	184	1	.237	1	312	3
									1979-08-27T14:05:00.000	1	184	1	.441	1	340	3
									1979-08-27T14:20:00.000	1	184	1	.534	1	298	1
									1979-08-27T14:35:00.000	1	184	1	.382	1	276	3
									1979-08-27T14:50:00.000	1	184	1	.394	1	312	3
									1979-08-27T15:05:00.000	1	184	1	.348	1	270	1
									1979-08-27T15:20:00.000	1	184	1	.31	1	276	1
									1979-08-27T15:35:00.000	1	184	1	.208	1	278	1
									1979-08-27T15:50:00.000	1	184	1	.193	1	312	3
									1979-08-27T16:05:00.000	1	184	1	.199	1	295	3
									1979-08-27T16:20:00.000	1	184	1	.176	1	315	3
									1979-08-27T16:35:00.000	1	184	1	.129	1	231	3
									1979-08-27T16:50:00.000	1	184	1	.089	1	242	1
									1979-08-27T17:05:00.000	1	184	1	.077	1	352	3
									1979-08-27T17:20:00.000	1	184	1	.042	1	228	3
									1979-08-27T17:35:00.000	1	184	1	.054	1	329	3
									1979-08-27T17:50:00.000	1	184	1	.097	1	239	3
									1979-08-27T18:05:00.000	1	184	1	.103	1	357	3
									1979-08-27T18:20:00.000	1	184	1	.077	1	267	1
									1979-08-27T18:35:00.000	1	184	1	.109	1	228	3
									1979-08-27T18:50:00.000	1	184	1	.034	1	298	3
									1979-08-27T19:05:00.000	1	184	1	.083	1	110	3
									1979-08-27T19:20:00.000	1	184	1	.167	1	124	3
									1979-08-27T19:35:00.000	1	184	1	.15	1	90	3
									1979-08-27T19:50:00.000	1	184	1	.121	1	312	1
									1979-08-27T20:05:00.000	1	184	1	.173	1	340	3
									1979-08-27T20:20:00.000	1	184	1	.176	1	301	3
									1979-08-27T20:35:00.000	1	184	1	.188	1	338	3
									1979-08-27T20:50:00.000	1	184	1	.211	1	293	3
									1979-08-27T21:05:00.000	1	184	1	.196	1	309	1
									1979-08-27T21:20:00.000	1	184	1	.211	1	307	1
									1979-08-27T21:35:00.000	1	184	1	.211	1	278	1
									1979-08-27T21:50:00.000	1	184	1	.234	1	127	1
									1979-08-27T22:05:00.000	1	184	1	.199	1	113	1
									1979-08-27T22:20:00.000	1	184	1	.106	1	39	1
									1979-08-27T22:35:00.000	1	184	1	.237	3	39	1
									1979-08-27T22:50:00.000	1	184	1	.097	3	104	1
									1979-08-27T23:05:00.000	1	184	1	.292	3	96	1
									1979-08-27T23:20:00.000	1	184	1	.071	3	96	1
									1979-08-27T23:35:00.000	1	184	1	.298	1	284	3
									1979-08-27T23:50:00.000	1	184	1	.22	1	101	3
									1979-08-28T00:05:00.000	1	184	1	.295	1	127	3
									1979-08-28T00:20:00.000	1	184	1	.313	1	107	3
									1979-08-28T00:35:00.000	1	184	1	.243	1	270	1
									1979-08-28T00:50:00.000	1	184	1	.272	1	270	1
									1979-08-28T01:05:00.000	1	184	1	.191	1	284	1
									1979-08-28T01:20:00.000	1	184	1	.269	1	276	1
									1979-08-28T01:35:00.000	1	184	1	.135	1	307	3
									1979-08-28T01:50:00.000	1	184	1	.144	1	118	3
									1979-08-28T02:05:00.000	1	184	1	.074	1	340	1
									1979-08-28T02:20:00.000	1	184	1	.17	1	357	3
									1979-08-28T02:35:00.000	1	184	1	.365	1	166	3
									1979-08-28T02:50:00.000	1	184	1	.615	1	307	3
									1979-08-28T03:05:00.000	1	184	1	.592	1	293	1
									1979-08-28T03:20:00.000	1	184	1	.382	1	284	1
									1979-08-28T03:35:00.000	1	184	1	.252	1	110	3
									1979-08-28T03:50:00.000	1	184	1	.249	1	121	1
									1979-08-28T04:05:00.000	1	184	1	.173	1	287	1
									1979-08-28T04:20:00.000	1	184	1	.214	1	332	3
									1979-08-28T04:35:00.000	1	184	1	.179	1	259	1
									1979-08-28T04:50:00.000	1	184	1	.191	1	262	1
									1979-08-28T05:05:00.000	1	184	1	.191	1	323	1
									1979-08-28T05:20:00.000	1	184	1	.138	1	338	3
									1979-08-28T05:35:00.000	1	184	1	.115	1	290	3
									1979-08-28T05:50:00.000	1	184	1	.08	1	323	3
									1979-08-28T06:05:00.000	1	184	1	.048	1	262	3
									1979-08-28T06:20:00.000	1	184	1	0	1	295	1
									1979-08-28T06:35:00.000	1	184	1	0	1	307	3
									1979-08-28T06:50:00.000	1	184	1	0	1	93	3
									1979-08-28T07:05:00.000	1	184	1	.077	1	290	3
									1979-08-28T07:20:00.000	1	184	1	.066	1	96	1
									1979-08-28T07:35:00.000	1	184	1	.129	1	96	1
									1979-08-28T07:50:00.000	1	184	1	.138	1	298	1
									1979-08-28T08:05:00.000	1	184	1	.159	1	335	1
									1979-08-28T08:20:00.000	1	184	1	.191	1	335	1
									1979-08-28T08:35:00.000	1	184	1	.179	1	321	1
									1979-08-28T08:50:00.000	1	184	1	.167	1	329	1
									1979-08-28T09:05:00.000	1	184	1	.173	1	352	3
									1979-08-28T09:20:00.000	1	184	1	.147	1	293	3
									1979-08-28T09:35:00.000	1	184	1	.138	1	312	3
									1979-08-28T09:50:00.000	1	184	1	.153	1	290	1
									1979-08-28T10:05:00.000	1	184	1	.182	1	278	1
									1979-08-28T10:20:00.000	1	184	1	.217	1	132	1
									1979-08-28T10:35:00.000	1	184	1	.188	1	121	1
									1979-08-28T10:50:00.000	1	184	1	.08	3	70	3
									1979-08-28T11:05:00.000	1	184	1	.223	1	87	1
									1979-08-28T11:20:00.000	1	184	1	.17	1	110	1
									1979-08-28T11:35:00.000	1	184	1	.228	1	295	3
									1979-08-28T11:50:00.000	1	184	1	.196	1	276	3
									1979-08-28T12:05:00.000	1	184	1	.234	1	290	3
									1979-08-28T12:20:00.000	1	184	1	.182	1	278	1
									1979-08-28T12:35:00.000	1	184	1	.252	1	110	3
									1979-08-28T12:50:00.000	1	184	1	.202	1	174	1
									1979-08-28T13:05:00.000	1	184	1	.173	1	307	3
									1979-08-28T13:20:00.000	1	184	1	.252	1	293	3
									1979-08-28T13:35:00.000	1	184	1	.252	1	346	3
									1979-08-28T13:50:00.000	1	184	1	.112	1	107	3
									1979-08-28T14:05:00.000	1	184	1	.095	1	340	3
									1979-08-28T14:20:00.000	1	184	1	.129	1	301	3
									1979-08-28T14:35:00.000	1	184	1	.17	1	346	3
									1979-08-28T14:50:00.000	1	184	1	.618	1	301	1
									1979-08-28T15:05:00.000	1	184	1	.717	1	301	1
									1979-08-28T15:20:00.000	1	184	1	.531	1	309	1
									1979-08-28T15:35:00.000	1	184	1	.385	1	290	1
									1979-08-28T15:50:00.000	1	184	1	.301	1	273	3
									1979-08-28T16:05:00.000	1	184	1	.269	1	284	1
									1979-08-28T16:20:00.000	1	184	1	.272	1	307	1
									1979-08-28T16:35:00.000	1	184	1	.214	1	338	1
									1979-08-28T16:50:00.000	1	184	1	.196	1	352	3
									1979-08-28T17:05:00.000	1	184	1	.214	1	321	1
									1979-08-28T17:20:00.000	1	184	1	.199	1	225	3
									1979-08-28T17:35:00.000	1	184	1	.124	1	309	3
									1979-08-28T17:50:00.000	1	184	1	.121	1	242	3
									1979-08-28T18:05:00.000	1	184	1	.036	1	357	3
									1979-08-28T18:20:00.000	1	184	1	.025	1	174	1
									1979-08-28T18:35:00.000	1	184	1	0	1	59	3
									1979-08-28T18:50:00.000	1	184	1	0	1	101	1
									1979-08-28T19:05:00.000	1	184	1	0	1	132	1
									1979-08-28T19:20:00.000	1	184	1	.028	1	304	3
									1979-08-28T19:35:00.000	1	184	1	0	1	107	1
									1979-08-28T19:50:00.000	1	184	1	.031	1	98	1
									1979-08-28T20:05:00.000	1	184	1	.092	1	93	1
									1979-08-28T20:20:00.000	1	184	1	.109	1	270	1
									1979-08-28T20:35:00.000	1	184	1	.121	1	281	1
									1979-08-28T20:50:00.000	1	184	1	.106	1	312	3
									1979-08-28T21:05:00.000	1	184	1	.124	1	298	1
									1979-08-28T21:20:00.000	1	184	1	.141	1	298	1
									1979-08-28T21:35:00.000	1	184	1	.089	1	53	3
									1979-08-28T21:50:00.000	1	184	1	.057	1	222	1
									1979-08-28T22:05:00.000	1	184	1	.057	1	318	3
									1979-08-28T22:20:00.000	1	184	1	.039	1	276	3
									1979-08-28T22:35:00.000	1	184	1	.153	1	307	3
									1979-08-28T22:50:00.000	1	184	1	.208	1	276	1
									1979-08-28T23:05:00.000	1	184	1	.196	1	278	1
									1979-08-28T23:20:00.000	1	184	1	.269	1	93	3
									1979-08-28T23:35:00.000	1	184	1	.15	1	160	1
									1979-08-28T23:50:00.000	1	184	1	.132	1	174	1
									1979-08-29T00:05:00.000	1	184	1	.129	1	270	3
									1979-08-29T00:20:00.000	1	184	1	.121	1	59	3
									1979-08-29T00:35:00.000	1	184	1	.173	1	158	1
									1979-08-29T00:50:00.000	1	184	1	.202	1	290	1
									1979-08-29T01:05:00.000	1	184	1	.153	1	281	1
									1979-08-29T01:20:00.000	1	184	1	.057	1	163	3
									1979-08-29T01:35:00.000	1	184	1	.127	1	295	3
									1979-08-29T01:50:00.000	1	184	1	.243	1	98	3
									1979-08-29T02:05:00.000	1	184	1	.368	1	301	1
									1979-08-29T02:20:00.000	1	184	1	.589	3	304	1
									1979-08-29T02:35:00.000	1	184	1	.336	1	96	3
									1979-08-29T02:50:00.000	1	184	1	.38	1	307	3
									1979-08-29T03:05:00.000	1	184	1	.566	1	295	1
									1979-08-29T03:20:00.000	1	184	1	.673	3	295	1
									1979-08-29T03:35:00.000	1	184	1	.545	1	295	1
									1979-08-29T03:50:00.000	1	184	1	.362	3	273	1
									1979-08-29T04:05:00.000	1	184	1	.478	1	278	1
									1979-08-29T04:20:00.000	1	184	1	.537	1	309	3
									1979-08-29T04:35:00.000	1	184	1	.249	1	110	3
									1979-08-29T04:50:00.000	1	184	1	.121	1	354	3
									1979-08-29T05:05:00.000	1	184	1	.138	1	211	1
									1979-08-29T05:20:00.000	1	184	1	.196	1	188	1
									1979-08-29T05:35:00.000	1	184	1	.15	1	39	1
									1979-08-29T05:50:00.000	1	184	1	.086	1	31	1
									1979-08-29T06:05:00.000	1	184	1	0	1	264	1
									1979-08-29T06:20:00.000	1	184	1	.028	1	262	1
									1979-08-29T06:35:00.000	1	184	1	0	1	248	1
									1979-08-29T06:50:00.000	1	184	1	.06	1	245	1
									1979-08-29T07:05:00.000	1	184	1	.036	1	267	1
									1979-08-29T07:20:00.000	1	184	1	0	1	323	3
									1979-08-29T07:35:00.000	1	184	1	.034	1	245	3
									1979-08-29T07:50:00.000	1	184	1	.057	1	357	3
									1979-08-29T08:05:00.000	1	184	1	.063	1	110	1
									1979-08-29T08:20:00.000	1	184	1	.08	1	98	3
									1979-08-29T08:35:00.000	1	184	1	.185	1	129	1
									1979-08-29T08:50:00.000	1	184	1	.237	1	129	1
									1979-08-29T09:05:00.000	1	184	1	.188	1	132	1
									1979-08-29T09:20:00.000	1	184	1	.176	1	301	1
									1979-08-29T09:35:00.000	1	184	1	.191	1	304	1
									1979-08-29T09:50:00.000	1	184	1	.196	1	307	1
									1979-08-29T10:05:00.000	1	184	1	.211	1	307	1
									1979-08-29T10:20:00.000	1	184	1	.214	1	293	3
									1979-08-29T10:35:00.000	1	184	1	.205	1	309	1
									1979-08-29T10:50:00.000	1	184	1	.223	1	312	1
									1979-08-29T11:05:00.000	1	184	1	.208	1	304	1
									1979-08-29T11:20:00.000	1	184	1	.196	1	281	1
									1979-08-29T11:35:00.000	1	184	1	.176	1	278	1
									1979-08-29T11:50:00.000	1	184	1	.109	1	138	1
									1979-08-29T12:05:00.000	1	184	1	.135	1	68	1
									1979-08-29T12:20:00.000	1	184	1	.185	1	76	1
									1979-08-29T12:35:00.000	1	184	1	.164	1	273	1
									1979-08-29T12:50:00.000	1	184	1	.301	1	304	1
									1979-08-29T13:05:00.000	1	184	1	.38	1	307	1
									1979-08-29T13:20:00.000	1	184	1	.42	1	304	1
									1979-08-29T13:35:00.000	1	184	1	.269	1	166	3
									1979-08-29T13:50:00.000	1	184	1	.231	1	329	3
									1979-08-29T14:05:00.000	1	184	1	.161	1	312	1
									1979-08-29T14:20:00.000	1	184	1	.205	1	107	3
									1979-08-29T14:35:00.000	1	184	1	.199	1	158	1
									1979-08-29T14:50:00.000	1	184	1	.15	1	352	3
									1979-08-29T15:05:00.000	1	184	1	.307	1	301	1
									1979-08-29T15:20:00.000	1	184	1	.353	1	293	1
									1979-08-29T15:35:00.000	1	184	1	.353	1	304	1
									1979-08-29T15:50:00.000	1	184	1	.446	1	307	1
									1979-08-29T16:05:00.000	1	184	1	.391	1	98	1
									1979-08-29T16:20:00.000	1	184	1	.295	1	107	1
									1979-08-29T16:35:00.000	1	184	1	.249	1	284	1
									1979-08-29T16:50:00.000	1	184	1	.167	1	293	1
									1979-08-29T17:05:00.000	1	184	1	.159	1	295	1
									1979-08-29T17:20:00.000	1	184	1	.144	1	0	3
									1979-08-29T17:35:00.000	1	184	1	.118	1	188	1
									1979-08-29T17:50:00.000	1	184	1	.066	1	264	3
									1979-08-29T18:05:00.000	1	184	1	.036	1	242	3
									1979-08-29T18:20:00.000	1	184	1	0	1	315	3
									1979-08-29T18:35:00.000	1	184	1	0	1	87	1
									1979-08-29T18:50:00.000	1	184	1	.025	1	48	1
									1979-08-29T19:05:00.000	1	184	1	0	1	34	3
									1979-08-29T19:20:00.000	1	184	1	0	1	329	1
									1979-08-29T19:35:00.000	1	184	1	.071	1	329	1
									1979-08-29T19:50:00.000	1	184	1	.077	1	312	1
									1979-08-29T20:05:00.000	1	184	1	.083	1	287	1
									1979-08-29T20:20:00.000	1	184	1	.1	1	107	1
									1979-08-29T20:35:00.000	1	184	1	.132	1	107	1
									1979-08-29T20:50:00.000	1	184	1	.182	1	127	1
									1979-08-29T21:05:00.000	1	184	1	.208	1	124	1
									1979-08-29T21:20:00.000	1	184	1	.217	1	129	1
									1979-08-29T21:35:00.000	1	184	1	.196	1	129	1
									1979-08-29T21:50:00.000	1	184	1	.132	1	107	3
									1979-08-29T22:05:00.000	1	184	1	.08	1	276	1
									1979-08-29T22:20:00.000	1	184	1	.127	1	304	3
									1979-08-29T22:35:00.000	1	184	1	.135	1	290	1
									1979-08-29T22:50:00.000	1	184	1	.159	1	287	1
									1979-08-29T23:05:00.000	1	184	1	.156	1	104	3
									1979-08-29T23:20:00.000	1	184	1	.1	1	124	1
									1979-08-29T23:35:00.000	1	184	1	.103	1	278	1
									1979-08-29T23:50:00.000	1	184	1	.182	1	278	1
									1979-08-30T00:05:00.000	1	184	1	.188	1	93	1
									1979-08-30T00:20:00.000	1	184	1	.086	1	51	3
									1979-08-30T00:35:00.000	1	184	1	.153	1	68	1
									1979-08-30T00:50:00.000	1	184	1	.225	1	124	1
									1979-08-30T01:05:00.000	1	184	1	.38	1	284	3
									1979-08-30T01:20:00.000	1	184	1	.38	1	270	1
									1979-08-30T01:35:00.000	1	184	1	.284	1	98	3
									1979-08-30T01:50:00.000	1	184	1	.284	1	129	1
									1979-08-30T02:05:00.000	1	184	1	.429	3	281	3
									1979-08-30T02:20:00.000	1	184	1	.324	1	98	3
									1979-08-30T02:35:00.000	1	184	1	.26	1	304	1
									1979-08-30T02:50:00.000	1	184	1	.333	1	343	3
									1979-08-30T03:05:00.000	1	184	1	.537	1	295	3
