
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
IDROT D	IDTD0	*	1979-06-19T08:50:00.000	17.03	40.4433333	301475	120	107	1979-06-19T08:50:00.000	1	49	1	13.5	1	0	1	113	1
									1979-06-19T09:00:00.000	1	49	1	13.4	1	0	1	101	1
									1979-06-19T09:10:00.000	1	49	1	13.5	1	.036	1	79	3
									1979-06-19T09:20:00.000	1	49	1	13.5	1	.044	1	90	1
									1979-06-19T09:30:00.000	1	49	1	13.4	1	.027	1	121	1
									1979-06-19T09:40:00.000	1	49	1	13.4	1	0	1	135	1
									1979-06-19T09:50:00.000	1	49	1	13.4	1	0	1	138	1
									1979-06-19T10:00:00.000	1	49	1	13.4	1	.027	1	62	3
									1979-06-19T10:10:00.000	1	49	1	13.4	1	.027	1	79	3
									1979-06-19T10:20:00.000	1	49	1	13.4	1	.036	1	62	1
									1979-06-19T10:30:00.000	1	49	1	13.4	1	.044	1	62	1
									1979-06-19T10:40:00.000	1	49	1	13.4	1	.053	1	65	1
									1979-06-19T10:50:00.000	1	49	1	13.4	1	.053	1	65	1
									1979-06-19T11:00:00.000	1	49	1	13.4	1	.049	1	70	1
									1979-06-19T11:10:00.000	1	49	1	13.4	1	.044	1	68	1
									1979-06-19T11:20:00.000	1	49	1	13.4	1	.04	1	73	1
									1979-06-19T11:30:00.000	1	49	1	13.3	1	.031	1	79	1
									1979-06-19T11:40:00.000	1	49	1	13.3	1	.031	1	76	1
									1979-06-19T11:50:00.000	1	49	1	13.3	1	.031	1	73	1
									1979-06-19T12:00:00.000	1	49	1	13.3	1	.031	1	79	1
									1979-06-19T12:10:00.000	1	49	1	13.3	1	.027	1	96	1
									1979-06-19T12:20:00.000	1	49	1	13.3	1	0	1	104	1
									1979-06-19T12:30:00.000	1	49	1	13.3	1	0	1	104	1
									1979-06-19T12:40:00.000	1	49	1	13.3	1	0	1	107	1
									1979-06-19T12:50:00.000	1	49	1	13.3	1	0	1	118	3
