
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEL	UXL00	*	1980-06-06T14:56:00.000	15.6571667	38.2618333	300960	120	73	1980-06-06T14:56:00.000	1	50	1	15.5	1	.575	1	264	1
									1980-06-06T15:01:00.000	1	50	1	14.2	1	.438	1	256	1
									1980-06-06T15:06:00.000	1	50	1	14	1	.438	1	253	1
									1980-06-06T15:11:00.000	1	50	1	13.9	1	.489	1	239	1
									1980-06-06T15:16:00.000	1	50	1	13.9	1	.489	1	245	1
									1980-06-06T15:21:00.000	1	50	1	13.9	1	.557	1	239	1
									1980-06-06T15:26:00.000	1	50	1	13.9	1	.592	1	239	1
									1980-06-06T15:31:00.000	1	50	1	14	1	.506	1	248	1
									1980-06-06T15:36:00.000	1	50	1	14	1	.472	1	236	1
									1980-06-06T15:41:00.000	1	50	1	13.9	1	.455	1	242	1
									1980-06-06T15:46:00.000	1	50	1	14	1	.386	1	250	1
									1980-06-06T15:51:00.000	1	50	1	14.1	1	.421	1	259	1
									1980-06-06T15:56:00.000	1	50	1	14.1	1	.403	1	262	1
									1980-06-06T16:01:00.000	1	50	1	14.1	1	.335	1	273	1
									1980-06-06T16:06:00.000	1	50	1	14	1	.215	1	267	1
									1980-06-06T16:11:00.000	1	50	1	14.1	1	.284	1	278	3
									1980-06-06T16:16:00.000	1	50	1	14	1	.112	1	250	3
									1980-06-06T16:21:00.000	1	50	1	14	1	.13	1	273	3
									1980-06-06T16:26:00.000	1	50	1	13.9	1	.164	1	239	1
									1980-06-06T16:31:00.000	1	50	1	13.9	1	.027	1	245	1
									1980-06-06T16:36:00.000	1	50	1	13.9	1	.027	1	219	1
									1980-06-06T16:41:00.000	1	50	1	13.9	1	.044	1	219	1
									1980-06-06T16:46:00.000	1	50	1	13.9	1	.044	1	242	3
									1980-06-06T16:51:00.000	1	50	1	13.9	1	.112	1	208	1
									1980-06-06T16:56:00.000	1	50	1	13.9	1	.044	1	141	3
									1980-06-06T17:01:00.000	1	50	1	13.9	1	.027	1	219	3
									1980-06-06T17:06:00.000	1	50	1	14	1	.027	1	79	1
									1980-06-06T17:11:00.000	1	50	1	13.9	1	.147	1	37	3
									1980-06-06T17:16:00.000	1	50	1	14	1	.147	1	59	1
