
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEA	UXA00	*	1980-01-26T10:15:00.000	15.6283333	38.2336667	300883	120	91	1980-01-26T10:15:00.000	1	39	1	14.3	1	.078	1	65	1	39.4	1
									1980-01-26T10:20:00.000	1	39	1	14.3	1	.249	1	28	3	39.4	1
									1980-01-26T10:25:00.000	1	39	1	14.3	1	.249	1	62	3	39.4	1
									1980-01-26T10:30:00.000	1	39	1	14.3	1	.198	1	42	1	39.4	1
									1980-01-26T10:35:00.000	1	39	1	14.3	1	.147	1	37	1	39.4	1
									1980-01-26T10:40:00.000	1	39	1	14.3	1	.198	1	39	1	39.4	1
									1980-01-26T10:45:00.000	1	39	1	14.3	1	.506	1	34	1	39.4	1
									1980-01-26T10:50:00.000	1	39	1	14.4	1	.489	1	37	1	39.4	1
									1980-01-26T10:55:00.000	1	39	1	14.4	1	.489	1	34	1	39.4	1
									1980-01-26T11:00:00.000	1	39	1	14.4	1	.506	1	28	1	39.4	1
									1980-01-26T11:05:00.000	1	39	1	14.4	1	.523	1	37	1	39.4	1
									1980-01-26T11:10:00.000	1	39	1	14.4	1	.523	1	25	1	39.4	1
									1980-01-26T11:15:00.000	1	39	1	14.4	1	.626	1	34	1	39.4	1
									1980-01-26T11:20:00.000	1	39	1	14.4	1	.66	1	42	1	39.4	1
									1980-01-26T11:25:00.000	1	39	1	14.4	1	.609	1	37	1	39.4	1
									1980-01-26T11:30:00.000	1	39	1	14.4	1	.575	1	39	1	39.4	1
									1980-01-26T11:35:00.000	1	39	1	14.4	1	.557	1	39	1	39.4	1
									1980-01-26T11:40:00.000	1	39	1	14.4	1	.557	1	34	1	39.4	1
									1980-01-26T11:45:00.000	1	39	1	14.4	1	.557	1	34	1	39.4	1
									1980-01-26T11:50:00.000	1	39	1	14.4	1	.557	1	37	1	39.4	1
									1980-01-26T11:55:00.000	1	39	1	14.4	1	.54	1	37	1	39.4	1
									1980-01-26T12:00:00.000	1	39	1	14.4	1	.523	1	37	1	39.4	1
									1980-01-26T12:05:00.000	1	39	1	14.4	1	.489	1	44	1	39.4	1
									1980-01-26T12:10:00.000	1	39	1	14.4	1	.472	1	45	1	39.4	1
									1980-01-26T12:15:00.000	1	39	1	14.4	1	.455	1	41	1	39.4	1
									1980-01-26T12:20:00.000	1	39	1	14.4	1	.455	1	48	1	39.4	1
									1980-01-26T12:25:00.000	1	39	1	14.4	1	.506	1	36	1	39.4	1
									1980-01-26T12:30:00.000	1	39	1	14.3	1	.438	1	34	1	39.4	1
									1980-01-26T12:35:00.000	1	39	1	14.3	1	.438	1	25	1	39.4	1
									1980-01-26T12:40:00.000	1	39	1	14.4	1	.369	1	19	1	39.4	1
									1980-01-26T12:45:00.000	1	39	1	14.4	1	.403	1	17	1	39.4	1
									1980-01-26T12:50:00.000	1	39	1	14.4	1	.386	1	358	3	39.4	1
									1980-01-26T12:55:00.000	1	39	1	14.3	1	.181	1	293	1	39.4	1
									1980-01-26T13:00:00.000	1	39	1	14.3	1	.061	1	274	1	39.4	1
									1980-01-26T13:05:00.000	1	39	1	14.3	1	.095	1	160	3	39.4	1
									1980-01-26T13:10:00.000	1	39	1	14.3	1	.027	1	230	3	39.4	1
									1980-01-26T13:15:00.000	1	39	1	14.3	1	.112	1	205	3	39.4	1
									1980-01-26T13:20:00.000	1	39	1	14.3	1	.095	1	227	3	39.4	1
									1980-01-26T13:25:00.000	1	39	1	14.3	1	.13	1	208	3	39.4	1
									1980-01-26T13:30:00.000	1	39	1	14.3	1	.164	1	225	1	39.4	1
									1980-01-26T13:35:00.000	1	39	1	14.3	1	.198	1	250	1	39.4	1
									1980-01-26T13:40:00.000	1	39	1	14.3	1	.267	1	245	1	39.4	1
									1980-01-26T13:45:00.000	1	39	1	14.3	1	.301	1	247	1	39.4	1
									1980-01-26T13:50:00.000	1	39	1	14.3	1	.301	1	241	1	39.4	1
									1980-01-26T13:55:00.000	1	39	1	14.3	1	.335	1	254	1	39.4	1
									1980-01-26T14:00:00.000	1	39	1	14.3	1	.403	1	248	1	39.4	1
									1980-01-26T14:05:00.000	1	39	1	14.3	1	.421	1	239	1	39.4	1
									1980-01-26T14:10:00.000	1	39	1	14.3	1	.472	1	230	1	39.4	1
									1980-01-26T14:15:00.000	1	39	1	14.3	1	.54	1	242	3	39.4	1
									1980-01-26T14:20:00.000	1	39	1	14.3	1	.575	1	231	3	39.4	1
									1980-01-26T14:25:00.000	1	39	1	14.3	1	.575	1	245	1	39.4	1
									1980-01-26T14:30:00.000	1	39	1	14.3	1	.575	1	245	1	39.4	1
									1980-01-26T14:35:00.000	1	39	1	14.3	1	.66	1	238	1	39.4	1
									1980-01-26T14:40:00.000	1	39	1	14.3	1	.694	1	250	1	39.4	1
									1980-01-26T14:45:00.000	1	39	1	14.3	1	.712	1	245	1	39.4	1
									1980-01-26T14:50:00.000	1	39	1	14.3	1	.677	1	244	1	39.4	1
									1980-01-26T14:55:00.000	1	39	1	14.3	1	.694	1	245	1	39.4	1
									1980-01-26T15:00:00.000	1	39	1	14.3	1	.78	1	241	1	39.4	1
									1980-01-26T15:05:00.000	1	39	1	14.3	1	.848	1	236	1	39.4	1
									1980-01-26T15:10:00.000	1	39	1	14.3	1	.9	1	242	1	39.4	1
									1980-01-26T15:15:00.000	1	39	1	14.3	1	1.002	1	242	1	39.4	1
									1980-01-26T15:20:00.000	1	39	1	14.3	1	1.071	1	242	1	39.4	1
									1980-01-26T15:25:00.000	1	39	1	14.3	1	1.02	1	241	1	39.4	1
									1980-01-26T15:30:00.000	1	39	1	14.3	1	1.088	1	247	1	39.8	1
									1980-01-26T15:35:00.000	1	39	1	14.3	1	1.191	1	244	1	39.8	1
									1980-01-26T15:40:00.000	1	39	1	14.3	1	1.276	1	241	1	39.8	1
									1980-01-26T15:45:00.000	1	39	1	14.3	1	1.328	1	244	1	39.8	1
									1980-01-26T15:50:00.000	1	39	1	14.3	1	1.345	1	242	1	39.8	1
									1980-01-26T15:55:00.000	1	39	1	14.3	1	1.379	1	239	1	39.8	1
									1980-01-26T16:00:00.000	1	39	1	14.2	1	1.43	1	244	1	40.2	1
									1980-01-26T16:05:00.000	1	39	1	14.2	1	1.482	1	238	1	40.2	1
									1980-01-26T16:10:00.000	1	39	1	14.2	1	1.533	1	244	1	40.2	1
									1980-01-26T16:15:00.000	1	39	1	14.2	1	1.567	1	242	1	40.2	1
									1980-01-26T16:20:00.000	1	39	1	14.2	1	1.601	1	244	1	40.2	1
									1980-01-26T16:25:00.000	1	39	1	14.2	1	1.619	1	238	1	40.2	1
									1980-01-26T16:30:00.000	1	39	1	14.2	1	1.636	1	241	1	40.2	1
									1980-01-26T16:35:00.000	1	39	1	14.2	1	1.619	1	254	1	40.2	1
									1980-01-26T16:40:00.000	1	39	1	14.2	1	1.601	1	259	1	40.2	1
									1980-01-26T16:45:00.000	1	39	1	14.2	1	1.601	1	241	3	40.2	1
									1980-01-26T16:50:00.000	1	39	1	14.2	1	1.601	1	256	1	40.2	1
									1980-01-26T16:55:00.000	1	39	1	14.2	1	1.618	1	255	1	40.2	1
									1980-01-26T17:00:00.000	1	39	1	14.2	1	1.636	1	254	1	40.2	1
									1980-01-26T17:05:00.000	1	39	1	14.2	1	1.619	1	254	1	40.2	1
									1980-01-26T17:10:00.000	1	39	1	14.2	1	1.636	1	254	1	40.2	1
									1980-01-26T17:15:00.000	1	39	1	14.2	1	1.636	1	254	1	40.2	1
									1980-01-26T17:20:00.000	1	39	1	14.2	1	1.653	1	250	1	40.2	1
									1980-01-26T17:25:00.000	1	39	1	14.2	1	1.653	1	250	1	40.2	1
