
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEG	UXG00	*	1980-04-25T17:37:00.000	15.6366667	38.2545	300925	120	133	1980-04-25T17:37:00.000	1	110	1	14.3	1	.394	1	96	1
									1980-04-25T17:42:00.000	1	110	1	14.4	1	.341	1	93	1
									1980-04-25T17:47:00.000	1	110	1	14.5	1	.201	1	138	1
									1980-04-25T17:52:00.000	1	110	1	14.5	1	.113	1	186	1
									1980-04-25T17:57:00.000	1	110	1	14.4	1	.13	1	205	1
									1980-04-25T18:02:00.000	1	110	1	14.4	1	.078	1	233	1
									1980-04-25T18:07:00.000	1	110	1	14.4	1	.095	1	273	1
									1980-04-25T18:12:00.000	1	110	1	14.3	1	.078	1	281	1
									1980-04-25T18:17:00.000	1	110	1	14.4	1	.148	1	233	3
									1980-04-25T18:22:00.000	1	110	1	14.4	1	.201	1	278	1
									1980-04-25T18:27:00.000	1	110	1	14.4	1	.236	1	270	1
									1980-04-25T18:32:00.000	1	110	1	14.4	1	.166	1	264	1
									1980-04-25T18:37:00.000	1	110	1	14.4	1	.183	1	256	1
									1980-04-25T18:42:00.000	1	110	1	14.5	1	.324	1	236	3
									1980-04-25T18:47:00.000	1	110	1	14.4	1	.411	1	256	3
									1980-04-25T18:52:00.000	1	110	1	14.5	1	.464	1	245	1
									1980-04-25T18:57:00.000	1	110	1	14.4	1	.57	1	236	1
									1980-04-25T19:02:00.000	1	110	1	14.4	1	.64	1	236	1
									1980-04-25T19:07:00.000	1	110	1	14.4	1	.64	1	239	1
									1980-04-25T19:12:00.000	1	110	1	14.4	1	.622	1	239	1
									1980-04-25T19:17:00.000	1	110	1	14.4	1	.675	1	245	1
									1980-04-25T19:22:00.000	1	110	1	14.4	1	.622	1	262	3
									1980-04-25T19:27:00.000	1	110	1	14.4	1	.534	1	239	3
									1980-04-25T19:32:00.000	1	110	1	14.3	1	.482	1	253	1
									1980-04-25T19:37:00.000	1	110	1	14.3	1	.464	1	253	1
									1980-04-25T19:42:00.000	1	110	1	14.3	1	.464	1	273	3
									1980-04-25T19:47:00.000	1	110	1	14.3	1	.447	1	256	1
									1980-04-25T19:52:00.000	1	110	1	14.3	1	.429	1	262	1
									1980-04-25T19:57:00.000	1	110	1	14.3	1	.376	1	256	1
									1980-04-25T20:02:00.000	1	110	1	14.3	1	.394	1	276	1
