
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_A_2268	I1-A0	*	1997-03-08T12:00:00.000	17.9803333	38.5043333	327560	120	2365	1997-03-08T12:00:00.000	0	2268	1	.028	0	51.6	0	13.86	0		9
									1997-03-08T13:00:00.000	0	2268	1	.011	0	89.4	0	13.85	0		9
									1997-03-08T14:00:00.000	0	2268	1	.011	0	112.8	0	13.85	0		9
									1997-03-08T15:00:00.000	0	2268	1	.011	0	147	0	13.86	0		9
									1997-03-08T16:00:00.000	0	2268	1	.008	0	114	0	13.84	0		9
									1997-03-08T17:00:00.000	0	2268	1	.005	0	176.1	0	13.85	0		9
									1997-03-08T18:00:00.000	0	2268	1	.011	0	313.7	0	13.86	0		9
									1997-03-08T19:00:00.000	0	2268	1	.011	0	311.2	0	13.86	0		9
									1997-03-08T20:00:00.000	0	2268	1	.011	0	322.3	0	13.85	0		9
									1997-03-08T21:00:00.000	0	2268	1	.011	0	337.7	0	13.85	0		9
									1997-03-08T22:00:00.000	0	2268	1	.011	0	351.4	0	13.86	0		9
									1997-03-08T23:00:00.000	0	2268	1	.023	0	6.6	0	13.85	0		9
									1997-03-09T00:00:00.000	0	2268	1	.03	0	5.4	0	13.85	0		9
									1997-03-09T01:00:00.000	0	2268	1	.022	0	14.9	0	13.86	0		9
									1997-03-09T02:00:00.000	0	2268	1	.011	0	16.6	0	13.86	0		9
									1997-03-09T03:00:00.000	0	2268	1	.011	0	20.8	0	13.86	0		9
									1997-03-09T04:00:00.000	0	2268	1	.011	0	6.2	0	13.84	0		9
									1997-03-09T05:00:00.000	0	2268	1	.011	0	339.8	0	13.85	0		9
									1997-03-09T06:00:00.000	0	2268	1	.011	0	318.1	0	13.85	0		9
									1997-03-09T07:00:00.000	0	2268	1	.011	0	304.2	0	13.85	0		9
									1997-03-09T08:00:00.000	0	2268	1	.011	0	292.7	0	13.86	0		9
									1997-03-09T09:00:00.000	0	2268	1	.011	0	294.3	0	13.86	0		9
									1997-03-09T10:00:00.000	0	2268	1	.011	0	292.2	0	13.85	0		9
									1997-03-09T11:00:00.000	0	2268	1	.011	0	287.1	0	13.86	0		9
									1997-03-09T12:00:00.000	0	2268	1	.011	0	275.2	0	13.85	0		9
									1997-03-09T13:00:00.000	0	2268	1	.011	0	269.6	0	13.85	0		9
									1997-03-09T14:00:00.000	0	2268	1	.011	0	271.8	0	13.86	0		9
									1997-03-09T15:00:00.000	0	2268	1	.011	0	271.5	0	13.86	0		9
									1997-03-09T16:00:00.000	0	2268	1	.011	0	276.4	0	13.86	0		9
									1997-03-09T17:00:00.000	0	2268	1	.011	0	285.9	0	13.85	0		9
									1997-03-09T18:00:00.000	0	2268	1	.011	0	293	0	13.84	0		9
									1997-03-09T19:00:00.000	0	2268	1	.011	0	300.8	0	13.84	0		9
									1997-03-09T20:00:00.000	0	2268	1	.011	0	314.8	0	13.84	0		9
									1997-03-09T21:00:00.000	0	2268	1	.011	0	324.9	0	13.85	0		9
									1997-03-09T22:00:00.000	0	2268	1	.011	0	332.5	0	13.84	0		9
									1997-03-09T23:00:00.000	0	2268	1	.011	0	332.6	0	13.86	0		9
									1997-03-10T00:00:00.000	0	2268	1	.011	0	323.9	0	13.86	0		9
									1997-03-10T01:00:00.000	0	2268	1	.011	0	303.7	0	13.85	0		9
									1997-03-10T02:00:00.000	0	2268	1	.011	0	275.9	0	13.85	0		9
									1997-03-10T03:00:00.000	0	2268	1	.011	0	250.9	0	13.85	0		9
									1997-03-10T04:00:00.000	0	2268	1	.011	0	234.7	0	13.85	0		9
									1997-03-10T05:00:00.000	0	2268	1	.011	0	225.7	0	13.86	0		9
									1997-03-10T06:00:00.000	0	2268	1	.011	0	224	0	13.85	0		9
									1997-03-10T07:00:00.000	0	2268	1	.022	0	236.1	0	13.84	0		9
									1997-03-10T08:00:00.000	0	2268	1	.025	0	230.7	0	13.86	0		9
									1997-03-10T09:00:00.000	0	2268	1	.018	0	251.5	0	13.85	0		9
									1997-03-10T10:00:00.000	0	2268	1	.02	0	265	0	13.84	0		9
									1997-03-10T11:00:00.000	0	2268	1	.024	0	280.2	0	13.84	0		9
									1997-03-10T12:00:00.000	0	2268	1	.02	0	302.3	0	13.85	0		9
									1997-03-10T13:00:00.000	0	2268	1	.011	0	331	0	13.84	0		9
									1997-03-10T14:00:00.000	0	2268	1	.011	0	338.7	0	13.84	0		9
									1997-03-10T15:00:00.000	0	2268	1	.011	0	350.7	0	13.85	0		9
									1997-03-10T16:00:00.000	0	2268	1	.01	0	17.7	0	13.85	0		9
									1997-03-10T17:00:00.000	0	2268	1	.008	0	153.7	0	13.85	0		9
									1997-03-10T18:00:00.000	0	2268	1	.009	0	167.1	0	13.84	0		9
									1997-03-10T19:00:00.000	0	2268	1	.011	0	158.5	0	13.85	0		9
									1997-03-10T20:00:00.000	0	2268	1	.011	0	155.7	0	13.86	0		9
									1997-03-10T21:00:00.000	0	2268	1	.011	0	170	0	13.85	0		9
									1997-03-10T22:00:00.000	0	2268	1	.011	0	192	0	13.85	0		9
									1997-03-10T23:00:00.000	0	2268	1	.024	0	230.4	0	13.85	0		9
									1997-03-11T00:00:00.000	0	2268	1	.029	0	250.2	0	13.84	0		9
									1997-03-11T01:00:00.000	0	2268	1	.027	0	263.8	0	13.85	0		9
									1997-03-11T02:00:00.000	0	2268	1	.022	0	263.9	0	13.85	0		9
									1997-03-11T03:00:00.000	0	2268	1	.025	0	257.4	0	13.85	0		9
									1997-03-11T04:00:00.000	0	2268	1	.026	0	244.6	0	13.85	0		9
									1997-03-11T05:00:00.000	0	2268	1	.024	0	248.9	0	13.84	0		9
