
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEI	UXI00	*	1980-06-06T12:45:00.000	15.664	38.2583333	300955	120	227	1980-06-06T12:45:00.000	1	42	1	16.7	1	.575	1	253	1	42.7	1
									1980-06-06T12:50:00.000	1	42	1	15.9	1	.215	1	270	1	42.3	1
									1980-06-06T12:55:00.000	1	42	1	15.7	1	.215	1	262	1	42.3	1
									1980-06-06T13:00:00.000	1	42	1	15.6	1	.198	1	267	1	42.3	1
									1980-06-06T13:05:00.000	1	42	1	15.6	1	.198	1	270	1	42.3	1
									1980-06-06T13:10:00.000	1	42	1	15.5	1	.181	1	250	1	42.3	1
									1980-06-06T13:15:00.000	1	42	1	15.5	1	.215	1	250	1	42.3	1
									1980-06-06T13:20:00.000	1	42	1	15.5	1	.215	1	250	1	42.3	1
									1980-06-06T13:25:00.000	1	42	1	15.4	1	.249	1	256	1	42.3	1
									1980-06-06T13:30:00.000	1	42	1	15.4	1	.249	1	248	1	42.3	1
									1980-06-06T13:35:00.000	1	42	1	15.4	1	.318	1	245	1	42.3	1
									1980-06-06T13:40:00.000	1	42	1	15.4	1	.352	1	250	1	42.7	1
									1980-06-06T13:45:00.000	1	42	1	15.6	1	.472	1	239	1	42.7	1
									1980-06-06T13:50:00.000	1	42	1	15.3	1	.523	1	225	1	42.7	1
									1980-06-06T13:55:00.000	1	42	1	15	1	.626	1	225	1	42.7	1
									1980-06-06T14:00:00.000	1	42	1	14.9	1	.763	1	208	1	42.7	1
									1980-06-06T14:05:00.000	1	42	1	14.9	1	.712	1	217	1	42.7	1
									1980-06-06T14:10:00.000	1	42	1	15	1	.66	1	217	1	42.7	1
									1980-06-06T14:15:00.000	1	42	1	14.9	1	.694	1	222	1	42.7	1
									1980-06-06T14:20:00.000	1	42	1	15.2	1	.694	1	225	1	42.7	1
									1980-06-06T14:25:00.000	1	42	1	16.5	1	.592	1	225	1	42.7	1
									1980-06-06T14:30:00.000	1	42	1	16.7	1	.66	1	239	1	43.1	1
									1980-06-06T14:35:00.000	1	42	1	16.5	1	.729	1	231	1	43.1	1
									1980-06-06T14:40:00.000	1	42	1	16.8	1	.763	1	242	1	43.5	1
									1980-06-06T14:45:00.000	1	42	1	16.4	1	.848	1	236	1	43.1	1
									1980-06-06T14:50:00.000	1	42	1	16.7	1	.848	1	239	1	43.5	1
									1980-06-06T14:55:00.000	1	42	1	16.7	1	.831	1	239	1	43.5	1
									1980-06-06T15:00:00.000	1	42	1	16.3	1	.9	1	236	1	43.5	1
									1980-06-06T15:05:00.000	1	42	1	16.4	1	1.002	1	228	1	43.5	1
									1980-06-06T15:10:00.000	1	42	1	16.2	1	.985	1	239	3	43.9	1
									1980-06-06T15:15:00.000	1	42	1	16.1	1	1.02	1	225	1	43.9	1
									1980-06-06T15:20:00.000	1	42	1	15.9	1	.951	1	233	1	43.9	1
									1980-06-06T15:25:00.000	1	42	1	15.6	1	.934	1	228	1	44.3	1
									1980-06-06T15:30:00.000	1	42	1	15.5	1	.934	1	228	1	43.9	1
									1980-06-06T15:35:00.000	1	42	1	15.5	1	.917	1	231	1	44.3	1
									1980-06-06T15:40:00.000	1	42	1	15.4	1	.883	1	225	1	44.3	1
									1980-06-06T15:45:00.000	1	42	1	15.4	1	.848	1	231	1	43.9	1
									1980-06-06T15:50:00.000	1	42	1	15.3	1	.797	1	242	1	43.9	1
									1980-06-06T15:55:00.000	1	42	1	15.4	1	.746	1	242	1	43.9	1
									1980-06-06T16:00:00.000	1	42	1	15.3	1	.797	1	236	1	43.5	1
									1980-06-06T16:05:00.000	1	42	1	15.3	1	.746	1	236	1	44.3	1
									1980-06-06T16:10:00.000	1	42	1	15.3	1	.763	1	236	1	44.3	1
									1980-06-06T16:15:00.000	1	42	1	15.3	1	.746	1	233	1	44.3	1
