
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEA	UXA00	*	1980-01-26T10:21:00.000	15.6283333	38.2336667	300884	120	91	1980-01-26T10:21:00.000	1	61	1	14.4	1	.626	1	27	1	61.3	1
									1980-01-26T10:26:00.000	1	61	1	14.4	1	.592	1	28	1	61.3	1
									1980-01-26T10:31:00.000	1	61	1	14.4	1	.369	1	44	3	61.3	1
									1980-01-26T10:36:00.000	1	61	1	14.4	1	.421	1	27	1	61.3	1
									1980-01-26T10:41:00.000	1	61	1	14.4	1	.48	1	34	1	61.3	1
									1980-01-26T10:46:00.000	1	61	1	14.4	1	.54	1	39	1	61.3	1
									1980-01-26T10:51:00.000	1	61	1	14.4	1	.455	1	45	1	61.3	1
									1980-01-26T10:56:00.000	1	61	1	14.4	1	.438	1	45	1	61.3	1
									1980-01-26T11:01:00.000	1	61	1	14.4	1	.421	1	47	1	61.3	1
									1980-01-26T11:06:00.000	1	61	1	14.4	1	.472	1	47	1	61.3	1
									1980-01-26T11:11:00.000	1	61	1	14.5	1	.506	1	56	1	61.3	1
									1980-01-26T11:16:00.000	1	61	1	14.5	1	.592	1	53	1	61.3	1
									1980-01-26T11:21:00.000	1	61	1	14.5	1	.592	1	47	1	61.3	1
									1980-01-26T11:26:00.000	1	61	1	14.5	1	.609	1	48	1	61.3	1
									1980-01-26T11:31:00.000	1	61	1	14.5	1	.54	1	50	1	61.3	1
									1980-01-26T11:36:00.000	1	61	1	14.5	1	.575	1	51	1	61.3	1
									1980-01-26T11:41:00.000	1	61	1	14.5	1	.557	1	47	1	61.3	1
									1980-01-26T11:46:00.000	1	61	1	14.5	1	.523	1	45	1	61.3	1
									1980-01-26T11:51:00.000	1	61	1	14.5	1	.523	1	41	1	61.3	1
									1980-01-26T11:56:00.000	1	61	1	14.5	1	.523	1	39	1	61.3	1
									1980-01-26T12:01:00.000	1	61	1	14.5	1	.557	1	48	1	61.3	1
									1980-01-26T12:06:00.000	1	61	1	14.5	1	.557	1	42	1	61.3	1
									1980-01-26T12:11:00.000	1	61	1	14.5	1	.54	1	39	1	61.3	1
									1980-01-26T12:16:00.000	1	61	1	14.5	1	.523	1	48	1	61.3	1
									1980-01-26T12:21:00.000	1	61	1	14.5	1	.506	1	45	1	61.3	1
