
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEF	UXF00	*	1980-04-24T15:05:00.000	15.6436667	38.2475	300919	120	220	1980-04-24T15:05:00.000	1	40	1	14.4	1	.179	1	203	1	39.5	1
									1980-04-24T15:10:00.000	1	40	1	14.4	1	.3	1	217	1	39.7	1
									1980-04-24T15:15:00.000	1	40	1	14.5	1	.352	1	217	1	39.5	1
									1980-04-24T15:20:00.000	1	40	1	14.5	1	.387	1	217	1	39.5	1
									1980-04-24T15:25:00.000	1	40	1	14.5	1	.404	1	222	1	39.5	1
									1980-04-24T15:30:00.000	1	40	1	14.5	1	.369	1	222	1	39.5	1
									1980-04-24T15:35:00.000	1	40	1	14.5	1	.404	1	222	1	39.5	1
									1980-04-24T15:40:00.000	1	40	1	14.5	1	.421	1	225	1	39.5	1
									1980-04-24T15:45:00.000	1	40	1	14.5	1	.491	1	228	1	39.5	1
									1980-04-24T15:50:00.000	1	40	1	14.4	1	.473	1	231	1	39.5	1
									1980-04-24T15:55:00.000	1	40	1	14.4	1	.491	1	236	1	39.5	1
									1980-04-24T16:00:00.000	1	40	1	14.4	1	.525	1	239	1	39.5	1
									1980-04-24T16:05:00.000	1	40	1	14.4	1	.543	1	239	1	39.5	1
									1980-04-24T16:10:00.000	1	40	1	14.3	1	.543	1	242	1	39.5	1
									1980-04-24T16:15:00.000	1	40	1	14.4	1	.56	1	245	1	39.2	1
									1980-04-24T16:20:00.000	1	40	1	14.4	1	.595	1	250	1	39.7	1
									1980-04-24T16:25:00.000	1	40	1	14.4	1	.647	1	256	1	39.7	1
									1980-04-24T16:30:00.000	1	40	1	14.4	1	.647	1	264	1	39.5	1
									1980-04-24T16:35:00.000	1	40	1	14.4	1	.681	1	259	1	39.5	1
									1980-04-24T16:40:00.000	1	40	1	14.6	1	.716	1	250	1	39.7	1
									1980-04-24T16:45:00.000	1	40	1	14.6	1	.785	1	245	1	39.5	1
									1980-04-24T16:50:00.000	1	40	1	14.6	1	.785	1	253	1	39.5	1
									1980-04-24T16:55:00.000	1	40	1	14.5	1	.75	1	250	1	39.5	1
									1980-04-24T17:00:00.000	1	40	1	14.5	1	.733	1	248	1	39.7	1
									1980-04-24T17:05:00.000	1	40	1	14.5	1	.768	1	250	1	40.2	1
									1980-04-24T17:10:00.000	1	40	1	14.6	1	.82	1	253	1	39.7	1
									1980-04-24T17:15:00.000	1	40	1	14.5	1	.82	1	253	1	39.7	1
									1980-04-24T17:20:00.000	1	40	1	14.5	1	.837	1	256	1	39.9	1
									1980-04-24T17:25:00.000	1	40	1	14.5	1	.837	1	256	1	39.5	1
									1980-04-24T17:30:00.000	1	40	1	14.4	1	.854	1	256	1	39.7	1
									1980-04-24T17:35:00.000	1	40	1	14.6	1	.854	1	256	1	39.7	1
									1980-04-24T17:40:00.000	1	40	1	14.5	1	.854	1	256	1	39.7	1
									1980-04-24T17:45:00.000	1	40	1	14.6	1	.872	1	256	1	39.9	1
									1980-04-24T17:50:00.000	1	40	1	14.5	1	.889	1	253	1	39.7	1
									1980-04-24T17:55:00.000	1	40	1	14.5	1	.906	1	253	1	39.7	1
									1980-04-24T18:00:00.000	1	40	1	14.5	1	.906	1	253	1	39.9	1
									1980-04-24T18:05:00.000	1	40	1	14.5	1	.924	1	253	1	39.9	1
									1980-04-24T18:10:00.000	1	40	1	14.5	1	.958	1	253	1	39.9	1
									1980-04-24T18:15:00.000	1	40	1	14.5	1	.976	1	256	1	40.2	1
									1980-04-24T18:20:00.000	1	40	1	14.5	1	.993	1	253	1	39.9	1
									1980-04-24T18:25:00.000	1	40	1	14.5	1	.976	1	253	1	39.9	1
									1980-04-24T18:30:00.000	1	40	1	14.5	1	1.01	1	256	1	39.9	1
									1980-04-24T18:35:00.000	1	40	1	14.5	1	1.01	1	256	1	40.2	1
									1980-04-24T18:40:00.000	1	40	1	14.5	1	1.028	1	259	1	40.4	1
									1980-04-24T18:45:00.000	1	40	1	14.5	1	1.062	1	256	1	40.4	1
									1980-04-24T18:50:00.000	1	40	1	14.4	1	1.045	1	256	1	39.7	1
									1980-04-24T18:55:00.000	1	40	1	14.5	1	1.01	1	256	1	39.7	1
									1980-04-24T19:00:00.000	1	40	1	14.5	1	1.01	1	262	1	39.9	1
									1980-04-24T19:05:00.000	1	40	1	14.5	1	1.028	1	267	1	39.9	1
									1980-04-24T19:10:00.000	1	40	1	14.5	1	1.045	1	264	1	39.9	1
									1980-04-24T19:15:00.000	1	40	1	14.5	1	1.028	1	262	1	39.9	1
									1980-04-24T19:20:00.000	1	40	1	14.5	1	1.01	1	262	1	39.9	1
									1980-04-24T19:25:00.000	1	40	1	14.5	1	.958	1	267	1	39.9	1
									1980-04-24T19:30:00.000	1	40	1	14.5	1	.941	1	264	1	39.7	1
									1980-04-24T19:35:00.000	1	40	1	14.5	1	.958	1	264	1	39.7	1
									1980-04-24T19:40:00.000	1	40	1	14.5	1	.941	1	259	1	39.7	1
									1980-04-24T19:45:00.000	1	40	1	14.5	1	.924	1	264	1	39.7	1
									1980-04-24T19:50:00.000	1	40	1	14.5	1	.906	1	262	1	39.5	1
									1980-04-24T19:55:00.000	1	40	1	14.5	1	.906	1	262	1	39.9	1
									1980-04-24T20:00:00.000	1	40	1	14.5	1	.889	1	264	1	39.7	1
									1980-04-24T20:05:00.000	1	40	1	14.5	1	.872	1	259	1	39.7	1
									1980-04-24T20:10:00.000	1	40	1	14.5	1	.854	1	256	1	39.7	1
