
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
IDROT C	IDTC0	*	1979-06-12T15:35:00.000	17.29	40.3466667	301473	120	114	1979-06-12T15:35:00.000	1	15	1	19.6	1	.027	1	76	1
									1979-06-12T15:45:00.000	1	15	1	19.6	1	.036	1	65	1
									1979-06-12T15:55:00.000	1	15	1	19.5	1	.04	1	62	1
									1979-06-12T16:05:00.000	1	15	1	19.5	1	.044	1	65	1
									1979-06-12T16:15:00.000	1	15	1	19.5	1	.044	1	68	1
									1979-06-12T16:25:00.000	1	15	1	19.5	1	.04	1	79	1
									1979-06-12T16:35:00.000	1	15	1	19.4	1	.049	1	73	1
									1979-06-12T16:45:00.000	1	15	1	19.4	1	.044	1	76	1
									1979-06-12T16:55:00.000	1	15	1	19.4	1	.053	1	73	1
									1979-06-12T17:05:00.000	1	15	1	19.4	1	.066	1	70	1
									1979-06-12T17:15:00.000	1	15	1	19.4	1	.066	1	73	1
									1979-06-12T17:25:00.000	1	15	1	19.3	1	.066	1	82	1
									1979-06-12T17:35:00.000	1	15	1	19.3	1	.066	1	87	1
									1979-06-12T17:45:00.000	1	15	1	19.3	1	.066	1	82	1
									1979-06-12T17:55:00.000	1	15	1	19.3	1	.062	1	96	3
									1979-06-12T18:05:00.000	1	15	1	19.4	1	.053	1	84	1
									1979-06-12T18:15:00.000	1	15	1	19.3	1	.057	1	84	1
									1979-06-12T18:25:00.000	1	15	1	19.3	1	.057	1	90	1
									1979-06-12T18:35:00.000	1	15	1	19.3	1	.049	1	90	1
									1979-06-12T18:45:00.000	1	15	1	19.4	1	.049	1	96	1
									1979-06-12T18:55:00.000	1	15	1	19.3	1	.049	1	90	1
									1979-06-12T19:05:00.000	1	15	1	19.4	1	.053	1	96	1
									1979-06-12T19:15:00.000	1	15	1	19.4	1	.049	1	101	1
									1979-06-12T19:25:00.000	1	15	1	19.4	1	.057	1	118	1
									1979-06-12T19:35:00.000	1	15	1	19.4	1	.062	1	124	1
									1979-06-12T19:45:00.000	1	15	1	19.4	1	.066	1	129	1
									1979-06-12T19:55:00.000	1	15	1	19.3	1	.062	1	129	1
									1979-06-12T20:05:00.000	1	15	1	19.3	1	.062	1	129	1
									1979-06-12T20:15:00.000	1	15	1	19.4	1	.062	1	127	1
									1979-06-12T20:25:00.000	1	15	1	19.3	1	.066	1	129	1
									1979-06-12T20:35:00.000	1	15	1	19.3	1	.066	1	135	1
									1979-06-12T20:45:00.000	1	15	1	19.3	1	.066	1	132	1
									1979-06-12T20:55:00.000	1	15	1	19.3	1	.066	1	135	1
									1979-06-12T21:05:00.000	1	15	1	19.3	1	.066	1	135	1
									1979-06-12T21:15:00.000	1	15	1	19.3	1	.066	1	132	1
									1979-06-12T21:25:00.000	1	15	1	19.5	1	.066	1	143	1
									1979-06-12T21:35:00.000	1	15	1	19.6	1	.066	1	149	1
									1979-06-12T21:45:00.000	1	15	1	19.7	1	.062	1	155	1
									1979-06-12T21:55:00.000	1	15	1	19.7	1	.057	1	149	1
									1979-06-12T22:05:00.000	1	15	1	19.6	1	.057	1	146	1
									1979-06-12T22:15:00.000	1	15	1	19.6	1	.057	1	152	1
									1979-06-12T22:25:00.000	1	15	1	19.6	1	.062	1	146	1
									1979-06-12T22:35:00.000	1	15	1	19.7	1	.062	1	155	1
									1979-06-12T22:45:00.000	1	15	1	19.7	1	.053	1	155	1
									1979-06-12T22:55:00.000	1	15	1	19.7	1	.044	1	155	1
									1979-06-12T23:05:00.000	1	15	1	19.7	1	.04	1	155	1
									1979-06-12T23:15:00.000	1	15	1	19.7	1	.04	1	158	1
									1979-06-12T23:25:00.000	1	15	1	19.7	1	.036	1	152	1
									1979-06-12T23:35:00.000	1	15	1	19.7	1	.036	1	163	1
									1979-06-12T23:45:00.000	1	15	1	19.7	1	.04	1	166	1
									1979-06-12T23:55:00.000	1	15	1	19.7	1	.04	1	172	1
									1979-06-13T00:05:00.000	1	15	1	19.7	1	.036	1	186	1
									1979-06-13T00:15:00.000	1	15	1	19.7	1	.04	1	186	1
									1979-06-13T00:25:00.000	1	15	1	19.7	1	.036	1	191	1
									1979-06-13T00:35:00.000	1	15	1	19.7	1	.027	1	273	3
									1979-06-13T00:45:00.000	1	15	1	19.7	1	.027	1	217	3
									1979-06-13T00:55:00.000	1	15	1	19.7	1	0	1	236	1
									1979-06-13T01:05:00.000	1	15	1	19.7	1	.027	1	233	1
									1979-06-13T01:15:00.000	1	15	1	19.7	1	0	1	225	1
									1979-06-13T01:25:00.000	1	15	1	19.7	1	.04	1	191	1
									1979-06-13T01:35:00.000	1	15	1	19.6	1	.066	1	191	1
									1979-06-13T01:45:00.000	1	15	1	19.5	1	.066	1	194	1
									1979-06-13T01:55:00.000	1	15	1	19.6	1	.07	1	197	1
									1979-06-13T02:05:00.000	1	15	1	19.5	1	.062	1	194	1
									1979-06-13T02:15:00.000	1	15	1	19.5	1	.066	1	200	1
									1979-06-13T02:25:00.000	1	15	1	19.5	1	.057	1	200	1
									1979-06-13T02:35:00.000	1	15	1	19.6	1	.057	1	205	1
									1979-06-13T02:45:00.000	1	15	1	19.5	1	.057	1	208	1
									1979-06-13T02:55:00.000	1	15	1	19.5	1	.049	1	200	1
									1979-06-13T03:05:00.000	1	15	1	19.5	1	.04	1	211	1
									1979-06-13T03:15:00.000	1	15	1	19.5	1	.04	1	219	1
									1979-06-13T03:25:00.000	1	15	1	19.5	1	.049	1	214	1
									1979-06-13T03:35:00.000	1	15	1	19.5	1	.044	1	217	1
									1979-06-13T03:45:00.000	1	15	1	19.5	1	.04	1	217	1
									1979-06-13T03:55:00.000	1	15	1	19.6	1	.036	1	219	1
									1979-06-13T04:05:00.000	1	15	1	19.6	1	.036	1	214	1
									1979-06-13T04:15:00.000	1	15	1	19.6	1	.031	1	214	1
									1979-06-13T04:25:00.000	1	15	1	19.6	1	.044	1	211	1
									1979-06-13T04:35:00.000	1	15	1	19.6	1	.057	1	214	1
									1979-06-13T04:45:00.000	1	15	1	19.6	1	.057	1	211	1
									1979-06-13T04:55:00.000	1	15	1	19.6	1	.053	1	211	1
									1979-06-13T05:05:00.000	1	15	1	19.6	1	.053	1	205	1
									1979-06-13T05:15:00.000	1	15	1	19.6	1	.049	1	211	1
									1979-06-13T05:25:00.000	1	15	1	19.6	1	.053	1	211	1
									1979-06-13T05:35:00.000	1	15	1	19.6	1	.057	1	208	1
									1979-06-13T05:45:00.000	1	15	1	19.6	1	.057	1	211	1
									1979-06-13T05:55:00.000	1	15	1	19.7	1	.053	1	211	1
									1979-06-13T06:05:00.000	1	15	1	19.7	1	.053	1	214	1
									1979-06-13T06:15:00.000	1	15	1	19.7	1	.057	1	211	1
									1979-06-13T06:25:00.000	1	15	1	19.7	1	.053	1	208	1
									1979-06-13T06:35:00.000	1	15	1	19.7	1	.04	1	225	1
									1979-06-13T06:45:00.000	1	15	1	19.7	1	.036	1	231	1
									1979-06-13T06:55:00.000	1	15	1	19.7	1	.036	1	239	1
									1979-06-13T07:05:00.000	1	15	1	19.7	1	.027	1	276	3
									1979-06-13T07:15:00.000	1	15	1	19.7	1	0	1	172	3
									1979-06-13T07:25:00.000	1	15	1	19.7	1	0	1	186	1
									1979-06-13T07:35:00.000	1	15	1	19.7	1	.027	1	197	3
									1979-06-13T07:45:00.000	1	15	1	19.7	1	.027	1	174	3
									1979-06-13T07:55:00.000	1	15	1	19.7	1	0	1	186	1
									1979-06-13T08:05:00.000	1	15	1	19.7	1	0	1	222	3
									1979-06-13T08:15:00.000	1	15	1	19.7	1	0	1	203	1
									1979-06-13T08:25:00.000	1	15	1	19.6	1	0	1	135	1
									1979-06-13T08:35:00.000	1	15	1	19.7	1	.031	1	65	1
									1979-06-13T08:45:00.000	1	15	1	19.7	1	.031	1	70	1
									1979-06-13T08:55:00.000	1	15	1	19.7	1	.04	1	56	1
									1979-06-13T09:05:00.000	1	15	1	19.7	1	.044	1	53	1
									1979-06-13T09:15:00.000	1	15	1	19.7	1	.04	1	48	1
									1979-06-13T09:25:00.000	1	15	1	19.7	1	.044	1	48	1
									1979-06-13T09:35:00.000	1	15	1	19.7	1	.036	1	53	1
									1979-06-13T09:45:00.000	1	15	1	19.7	1	.027	1	53	1
									1979-06-13T09:55:00.000	1	15	1	19.7	1	.031	1	51	1
									1979-06-13T10:05:00.000	1	15	1	19.7	1	.036	1	53	1
									1979-06-13T10:15:00.000	1	15	1	19.7	1	.031	1	48	1
									1979-06-13T10:25:00.000	1	15	1	19.7	1	.044	1	42	1
									1979-06-13T10:35:00.000	1	15	1	19.7	1	.053	1	45	1
									1979-06-13T10:45:00.000	1	15	1	19.7	1	.053	1	51	1
									1979-06-13T10:55:00.000	1	15	1	19.7	1	.053	1	48	1
									1979-06-13T11:05:00.000	1	15	1	19.7	1	.062	1	51	1
									1979-06-13T11:15:00.000	1	15	1	19.6	1	.075	1	45	1
									1979-06-13T11:25:00.000	1	15	1	19.6	1	.07	1	48	1
									1979-06-13T11:35:00.000	1	15	1	19.6	1	.079	1	45	1
									1979-06-13T11:45:00.000	1	15	1	19.6	1	.096	1	48	1
									1979-06-13T11:55:00.000	1	15	1	19.6	1	.105	1	51	1
									1979-06-13T12:05:00.000	1	15	1	19.4	1	.114	1	59	1
									1979-06-13T12:15:00.000	1	15	1	19.4	1	.109	1	62	1
									1979-06-13T12:25:00.000	1	15	1	19.4	1	.109	1	65	1
									1979-06-13T12:35:00.000	1	15	1	19.4	1	.114	1	87	1
									1979-06-13T12:45:00.000	1	15	1	19.4	1	.114	1	90	1
									1979-06-13T12:55:00.000	1	15	1	19.3	1	.109	1	87	1
									1979-06-13T13:05:00.000	1	15	1	19.3	1	.109	1	82	1
									1979-06-13T13:15:00.000	1	15	1	19.3	1	.105	1	87	1
									1979-06-13T13:25:00.000	1	15	1	19.3	1	.105	1	96	1
									1979-06-13T13:35:00.000	1	15	1	19.3	1	.101	1	96	1
									1979-06-13T13:45:00.000	1	15	1	19.3	1	.105	1	96	1
									1979-06-13T13:55:00.000	1	15	1	19.3	1	.105	1	98	1
									1979-06-13T14:05:00.000	1	15	1	19.3	1	.114	1	104	1
									1979-06-13T14:15:00.000	1	15	1	19.4	1	.114	1	107	1
									1979-06-13T14:25:00.000	1	15	1	19.3	1	.118	1	110	1
									1979-06-13T14:35:00.000	1	15	1	19.3	1	.118	1	110	1
									1979-06-13T14:45:00.000	1	15	1	19.4	1	.122	1	113	1
									1979-06-13T14:55:00.000	1	15	1	19.4	1	.122	1	113	1
									1979-06-13T15:05:00.000	1	15	1	19.5	1	.122	1	113	1
									1979-06-13T15:15:00.000	1	15	1	19.5	1	.127	1	113	1
									1979-06-13T15:25:00.000	1	15	1	19.6	1	.135	1	110	1
									1979-06-13T15:35:00.000	1	15	1	19.6	1	.14	1	110	1
									1979-06-13T15:45:00.000	1	15	1	19.7	1	.14	1	113	1
									1979-06-13T15:55:00.000	1	15	1	19.7	1	.144	1	110	1
									1979-06-13T16:05:00.000	1	15	1	19.7	1	.153	1	110	1
