
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEG	UXG00	*	1980-02-26T15:47:00.000	15.6366667	38.2545	300900	120	125	1980-02-26T15:47:00.000	1	112	1	13.8	1	.482	1	115	1
									1980-02-26T15:52:00.000	1	112	1	13.8	1	.482	1	115	1
									1980-02-26T15:57:00.000	1	112	1	13.8	1	.464	1	121	1
									1980-02-26T16:02:00.000	1	112	1	13.8	1	.499	1	124	1
									1980-02-26T16:07:00.000	1	112	1	13.8	1	.464	1	127	1
									1980-02-26T16:12:00.000	1	112	1	13.8	1	.447	1	127	1
									1980-02-26T16:17:00.000	1	112	1	13.8	1	.394	1	127	1
									1980-02-26T16:22:00.000	1	112	1	13.8	1	.359	1	104	1
									1980-02-26T16:27:00.000	1	112	1	13.8	1	.324	1	110	1
									1980-02-26T16:32:00.000	1	112	1	13.8	1	.289	1	118	1
									1980-02-26T16:37:00.000	1	112	1	13.8	1	.253	1	121	1
									1980-02-26T16:42:00.000	1	112	1	13.8	1	.236	1	118	1
									1980-02-26T16:47:00.000	1	112	1	13.8	1	.201	1	259	1
									1980-02-26T16:52:00.000	1	112	1	13.9	1	.271	1	276	1
									1980-02-26T16:57:00.000	1	112	1	13.9	1	.341	1	267	1
									1980-02-26T17:02:00.000	1	112	1	13.9	1	.359	1	259	1
									1980-02-26T17:07:00.000	1	112	1	13.9	1	.499	1	248	1
									1980-02-26T17:12:00.000	1	112	1	13.9	1	.587	1	248	1
									1980-02-26T17:17:00.000	1	112	1	13.9	1	.447	1	256	1
									1980-02-26T17:22:00.000	1	112	1	13.9	1	.482	1	262	1
									1980-02-26T17:27:00.000	1	112	1	13.8	1	.429	1	262	1
									1980-02-26T17:32:00.000	1	112	1	13.8	1	.464	1	259	1
									1980-02-26T17:37:00.000	1	112	1	13.8	1	.622	1	253	1
									1980-02-26T17:42:00.000	1	112	1	13.8	1	.71	1	248	1
									1980-02-26T17:47:00.000	1	112	1	13.8	1	.78	1	250	1
									1980-02-26T17:52:00.000	1	112	1	13.8	1	.78	1	256	1
									1980-02-26T17:57:00.000	1	112	1	13.8	1	.745	1	250	1
									1980-02-26T18:02:00.000	1	112	1	13.8	1	.763	1	253	1
									1980-02-26T18:07:00.000	1	112	1	13.8	1	.675	1	256	1
									1980-02-26T18:12:00.000	1	112	1	13.8	1	.622	1	262	1
									1980-02-26T18:17:00.000	1	112	1	13.9	1	.657	1	264	1
									1980-02-26T18:22:00.000	1	112	1	13.9	1	.587	1	256	1
									1980-02-26T18:27:00.000	1	112	1	13.9	1	.587	1	270	1
									1980-02-26T18:32:00.000	1	112	1	13.9	1	.605	1	267	1
									1980-02-26T18:37:00.000	1	112	1	13.9	1	.57	1	270	1
									1980-02-26T18:42:00.000	1	112	1	13.9	1	.622	1	270	1
									1980-02-26T18:47:00.000	1	112	1	13.9	1	.675	1	270	1
									1980-02-26T18:52:00.000	1	112	1	13.9	1	.675	1	267	1
									1980-02-26T18:57:00.000	1	112	1	13.9	1	.622	1	262	1
									1980-02-26T19:02:00.000	1	112	1	13.9	1	.657	1	259	1
									1980-02-26T19:07:00.000	1	112	1	13.9	1	.763	1	267	1
									1980-02-26T19:12:00.000	1	112	1	13.9	1	.728	1	256	3
									1980-02-26T19:17:00.000	1	112	1	13.9	1	.622	1	270	1
									1980-02-26T19:22:00.000	1	112	1	13.9	1	.622	1	262	1
									1980-02-26T19:27:00.000	1	112	1	13.9	1	.71	1	262	1
									1980-02-26T19:32:00.000	1	112	1	13.9	1	.675	1	262	1
									1980-02-26T19:37:00.000	1	112	1	13.9	1	.622	1	273	1
									1980-02-26T19:42:00.000	1	112	1	13.9	1	.57	1	264	1
									1980-02-26T19:47:00.000	1	112	1	13.9	1	.587	1	262	1
									1980-02-26T19:52:00.000	1	112	1	13.9	1	.605	1	264	1
									1980-02-26T19:57:00.000	1	112	1	13.9	1	.517	1	267	1
									1980-02-26T20:02:00.000	1	112	1	13.9	1	.517	1	276	1
									1980-02-26T20:07:00.000	1	112	1	13.9	1	.534	1	276	1
									1980-02-26T20:12:00.000	1	112	1	13.9	1	.447	1	276	1
									1980-02-26T20:17:00.000	1	112	1	13.9	1	.394	1	267	1
									1980-02-26T20:22:00.000	1	112	1	13.9	1	.499	1	273	1
									1980-02-26T20:27:00.000	1	112	1	13.9	1	.429	1	262	3
									1980-02-26T20:32:00.000	1	112	1	13.9	1	.359	1	284	3
									1980-02-26T20:37:00.000	1	112	1	13.9	1	.324	1	264	1
									1980-02-26T20:42:00.000	1	112	1	13.9	1	.253	1	264	1
									1980-02-26T20:47:00.000	1	112	1	13.9	1	.218	1	267	1
									1980-02-26T20:52:00.000	1	112	1	13.9	1	.236	1	250	3
									1980-02-26T20:57:00.000	1	112	1	13.9	1	.218	1	262	3
									1980-02-26T21:02:00.000	1	112	1	13.9	1	.148	1	231	1
									1980-02-26T21:07:00.000	1	112	1	13.9	1	.13	1	236	1
									1980-02-26T21:12:00.000	1	112	1	13.9	1	.148	1	231	1
									1980-02-26T21:17:00.000	1	112	1	13.9	1	.166	1	222	1
									1980-02-26T21:22:00.000	1	112	1	13.9	1	.166	1	203	1
									1980-02-26T21:27:00.000	1	112	1	13.9	1	.166	1	194	1
									1980-02-26T21:32:00.000	1	112	1	13.9	1	.166	1	194	1
									1980-02-26T21:37:00.000	1	112	1	13.9	1	.201	1	194	1
									1980-02-26T21:42:00.000	1	112	1	13.9	1	.201	1	200	1
									1980-02-26T21:47:00.000	1	112	1	13.9	1	.218	1	188	3
									1980-02-26T21:52:00.000	1	112	1	13.9	1	.166	1	239	1
									1980-02-26T21:57:00.000	1	112	1	13.9	1	.148	1	233	1
									1980-02-26T22:02:00.000	1	112	1	13.9	1	.183	1	256	1
									1980-02-26T22:07:00.000	1	112	1	13.9	1	.183	1	256	1
									1980-02-26T22:12:00.000	1	112	1	13.9	1	.13	1	211	1
									1980-02-26T22:17:00.000	1	112	1	13.9	1	.201	1	214	1
									1980-02-26T22:22:00.000	1	112	1	13.9	1	.148	1	203	1
									1980-02-26T22:27:00.000	1	112	1	13.9	1	.148	1	211	1
									1980-02-26T22:32:00.000	1	112	1	13.9	1	.078	1	245	3
									1980-02-26T22:37:00.000	1	112	1	13.9	1	.06	1	149	1
									1980-02-26T22:42:00.000	1	112	1	13.9	1	.095	1	141	1
									1980-02-26T22:47:00.000	1	112	1	13.9	1	.113	1	107	1
									1980-02-26T22:52:00.000	1	112	1	13.9	1	.183	1	104	1
									1980-02-26T22:57:00.000	1	112	1	13.9	1	.183	1	104	1
									1980-02-26T23:02:00.000	1	112	1	13.9	1	.201	1	96	1
									1980-02-26T23:07:00.000	1	112	1	13.9	1	.201	1	98	1
									1980-02-26T23:12:00.000	1	112	1	13.9	1	.201	1	96	1
									1980-02-26T23:17:00.000	1	112	1	13.9	1	.201	1	101	1
									1980-02-26T23:22:00.000	1	112	1	13.9	1	.236	1	98	1
									1980-02-26T23:27:00.000	1	112	1	13.8	1	.253	1	98	1
									1980-02-26T23:32:00.000	1	112	1	13.8	1	.271	1	107	1
									1980-02-26T23:37:00.000	1	112	1	13.9	1	.289	1	93	1
									1980-02-26T23:42:00.000	1	112	1	13.9	1	.271	1	96	1
									1980-02-26T23:47:00.000	1	112	1	13.8	1	.359	1	101	1
									1980-02-26T23:52:00.000	1	112	1	13.8	1	.394	1	98	1
									1980-02-26T23:57:00.000	1	112	1	13.8	1	.429	1	93	1
									1980-02-27T00:02:00.000	1	112	1	13.8	1	.447	1	87	1
									1980-02-27T00:07:00.000	1	112	1	13.8	1	.482	1	87	1
