
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEE	UXE00	*	1980-02-24T15:04:00.000	15.6471667	38.2366667	300894	120	150	1980-02-24T15:04:00.000	1	138	1	14.5	1	.59	1	248	1
									1980-02-24T15:09:00.000	1	138	1	14.5	1	.563	1	245	1
									1980-02-24T15:14:00.000	1	138	1	14.5	1	.55	1	250	1
									1980-02-24T15:19:00.000	1	138	1	14.4	1	.546	1	253	1
									1980-02-24T15:24:00.000	1	138	1	14.4	1	.541	1	253	1
									1980-02-24T15:29:00.000	1	138	1	14.4	1	.528	1	245	1
									1980-02-24T15:34:00.000	1	138	1	14.4	1	.51	1	245	1
									1980-02-24T15:39:00.000	1	138	1	14.4	1	.497	1	250	1
									1980-02-24T15:44:00.000	1	138	1	14.4	1	.524	1	242	1
									1980-02-24T15:49:00.000	1	138	1	14.4	1	.546	1	245	1
									1980-02-24T15:54:00.000	1	138	1	14.4	1	.581	1	264	1
									1980-02-24T15:59:00.000	1	138	1	14.4	1	.572	1	262	1
									1980-02-24T16:04:00.000	1	138	1	14.4	1	.524	1	270	1
									1980-02-24T16:09:00.000	1	138	1	14.4	1	.546	1	242	1
									1980-02-24T16:14:00.000	1	138	1	14.4	1	.607	1	239	1
									1980-02-24T16:19:00.000	1	138	1	14.4	1	.568	1	239	1
									1980-02-24T16:24:00.000	1	138	1	14.4	1	.616	1	239	1
									1980-02-24T16:29:00.000	1	138	1	14.3	1	.607	1	262	3
									1980-02-24T16:34:00.000	1	138	1	14.3	1	.625	1	250	1
									1980-02-24T16:39:00.000	1	138	1	14.4	1	.704	1	253	1
									1980-02-24T16:44:00.000	1	138	1	14.4	1	.603	1	253	1
									1980-02-24T16:49:00.000	1	138	1	14.4	1	.59	1	276	3
									1980-02-24T16:54:00.000	1	138	1	14.4	1	.652	1	264	1
									1980-02-24T16:59:00.000	1	138	1	14.4	1	.674	1	264	1
									1980-02-24T17:04:00.000	1	138	1	14.4	1	.577	1	259	1
									1980-02-24T17:09:00.000	1	138	1	14.4	1	.638	1	262	1
									1980-02-24T17:14:00.000	1	138	1	14.4	1	.625	1	273	3
									1980-02-24T17:19:00.000	1	138	1	14.3	1	.594	1	259	1
									1980-02-24T17:24:00.000	1	138	1	14.3	1	.554	1	239	1
									1980-02-24T17:29:00.000	1	138	1	14.4	1	.581	1	245	1
									1980-02-24T17:34:00.000	1	138	1	14.4	1	.546	1	233	1
									1980-02-24T17:39:00.000	1	138	1	14.4	1	.563	1	242	1
									1980-02-24T17:44:00.000	1	138	1	14.4	1	.537	1	242	1
									1980-02-24T17:49:00.000	1	138	1	14.4	1	.528	1	253	3
									1980-02-24T17:54:00.000	1	138	1	14.4	1	.515	1	236	1
									1980-02-24T17:59:00.000	1	138	1	14.4	1	.541	1	233	1
									1980-02-24T18:04:00.000	1	138	1	14.4	1	.519	1	233	1
									1980-02-24T18:09:00.000	1	138	1	14.5	1	.497	1	233	1
									1980-02-24T18:14:00.000	1	138	1	14.5	1	.471	1	233	1
									1980-02-24T18:19:00.000	1	138	1	14.5	1	.471	1	239	1
									1980-02-24T18:24:00.000	1	138	1	14.5	1	.488	1	242	1
									1980-02-24T18:29:00.000	1	138	1	14.5	1	.488	1	231	1
									1980-02-24T18:34:00.000	1	138	1	14.5	1	.431	1	239	1
									1980-02-24T18:39:00.000	1	138	1	14.5	1	.431	1	239	1
									1980-02-24T18:44:00.000	1	138	1	14.5	1	.413	1	228	3
									1980-02-24T18:49:00.000	1	138	1	14.4	1	.387	1	242	1
									1980-02-24T18:54:00.000	1	138	1	14.4	1	.396	1	242	1
									1980-02-24T18:59:00.000	1	138	1	14.4	1	.405	1	239	1
									1980-02-24T19:04:00.000	1	138	1	14.4	1	.387	1	248	1
									1980-02-24T19:09:00.000	1	138	1	14.4	1	.418	1	248	1
									1980-02-24T19:14:00.000	1	138	1	14.4	1	.427	1	233	3
									1980-02-24T19:19:00.000	1	138	1	14.5	1	.347	1	250	3
									1980-02-24T19:24:00.000	1	138	1	14.5	1	.325	1	233	1
									1980-02-24T19:29:00.000	1	138	1	14.4	1	.409	1	239	1
									1980-02-24T19:34:00.000	1	138	1	14.4	1	.391	1	242	1
									1980-02-24T19:39:00.000	1	138	1	14.5	1	.338	1	256	3
									1980-02-24T19:44:00.000	1	138	1	14.5	1	.307	1	236	1
									1980-02-24T19:49:00.000	1	138	1	14.5	1	.233	1	217	1
									1980-02-24T19:54:00.000	1	138	1	14.5	1	.307	1	160	3
									1980-02-24T19:59:00.000	1	138	1	14.4	1	.255	1	180	3
									1980-02-24T20:04:00.000	1	138	1	14.4	1	.25	1	166	1
									1980-02-24T20:09:00.000	1	138	1	14.4	1	.246	1	172	1
									1980-02-24T20:14:00.000	1	138	1	14.4	1	.215	1	169	1
									1980-02-24T20:19:00.000	1	138	1	14.4	1	.202	1	183	1
									1980-02-24T20:24:00.000	1	138	1	14.4	1	.224	1	194	3
									1980-02-24T20:29:00.000	1	138	1	14.4	1	.166	1	155	1
									1980-02-24T20:34:00.000	1	138	1	14.4	1	.149	1	127	3
									1980-02-24T20:39:00.000	1	138	1	14.5	1	.131	1	138	3
									1980-02-24T20:44:00.000	1	138	1	14.5	1	.14	1	79	1
									1980-02-24T20:49:00.000	1	138	1	14.5	1	.175	1	45	3
									1980-02-24T20:54:00.000	1	138	1	14.5	1	.149	1	73	1
									1980-02-24T20:59:00.000	1	138	1	14.5	1	.224	1	65	1
									1980-02-24T21:04:00.000	1	138	1	14.5	1	.219	1	59	1
									1980-02-24T21:09:00.000	1	138	1	14.5	1	.233	1	79	1
									1980-02-24T21:14:00.000	1	138	1	14.5	1	.294	1	73	1
									1980-02-24T21:19:00.000	1	138	1	14.5	1	.312	1	73	1
									1980-02-24T21:24:00.000	1	138	1	14.5	1	.316	1	79	1
									1980-02-24T21:29:00.000	1	138	1	14.4	1	.321	1	73	1
									1980-02-24T21:34:00.000	1	138	1	14.4	1	.33	1	82	1
									1980-02-24T21:39:00.000	1	138	1	14.5	1	.369	1	84	1
									1980-02-24T21:44:00.000	1	138	1	14.5	1	.413	1	87	1
									1980-02-24T21:49:00.000	1	138	1	14.4	1	.488	1	84	1
									1980-02-24T21:54:00.000	1	138	1	14.4	1	.515	1	90	1
									1980-02-24T21:59:00.000	1	138	1	14.5	1	.506	1	82	1
									1980-02-24T22:04:00.000	1	138	1	14.5	1	.519	1	82	1
									1980-02-24T22:09:00.000	1	138	1	14.5	1	.413	1	68	1
									1980-02-24T22:14:00.000	1	138	1	14.5	1	.338	1	76	1
									1980-02-24T22:19:00.000	1	138	1	14.5	1	.422	1	53	1
									1980-02-24T22:24:00.000	1	138	1	14.5	1	.44	1	59	1
									1980-02-24T22:29:00.000	1	138	1	14.5	1	.369	1	59	1
									1980-02-24T22:34:00.000	1	138	1	14.5	1	.365	1	82	1
									1980-02-24T22:39:00.000	1	138	1	14.4	1	.343	1	76	1
									1980-02-24T22:44:00.000	1	138	1	14.4	1	.316	1	65	1
									1980-02-24T22:49:00.000	1	138	1	14.4	1	.369	1	59	1
									1980-02-24T22:54:00.000	1	138	1	14.4	1	.356	1	59	1
									1980-02-24T22:59:00.000	1	138	1	14.4	1	.255	1	56	1
									1980-02-24T23:04:00.000	1	138	1	14.4	1	.33	1	62	1
									1980-02-24T23:09:00.000	1	138	1	14.4	1	.568	1	59	1
									1980-02-24T23:14:00.000	1	138	1	14.4	1	.757	1	62	1
									1980-02-24T23:19:00.000	1	138	1	14.4	1	.824	1	70	1
									1980-02-24T23:24:00.000	1	138	1	14.4	1	.912	1	65	1
									1980-02-24T23:29:00.000	1	138	1	14.4	1	.969	1	59	1
									1980-02-24T23:34:00.000	1	138	1	14.4	1	1.031	1	56	1
									1980-02-24T23:39:00.000	1	138	1	14.4	1	.991	1	62	1
									1980-02-24T23:44:00.000	1	138	1	14.4	1	.987	1	56	1
									1980-02-24T23:49:00.000	1	138	1	14.4	1	.991	1	62	1
									1980-02-24T23:54:00.000	1	138	1	14.4	1	.929	1	62	1
									1980-02-24T23:59:00.000	1	138	1	14.4	1	.978	1	56	1
									1980-02-25T00:04:00.000	1	138	1	14.4	1	.837	1	59	1
									1980-02-25T00:09:00.000	1	138	1	14.4	1	.753	1	56	1
									1980-02-25T00:14:00.000	1	138	1	14.4	1	.607	1	62	1
									1980-02-25T00:19:00.000	1	138	1	14.3	1	.559	1	45	1
									1980-02-25T00:24:00.000	1	138	1	14.3	1	.475	1	51	1
									1980-02-25T00:29:00.000	1	138	1	14.4	1	.374	1	70	3
									1980-02-25T00:34:00.000	1	138	1	14.4	1	.316	1	51	3
									1980-02-25T00:39:00.000	1	138	1	14.4	1	.321	1	65	3
									1980-02-25T00:44:00.000	1	138	1	14.4	1	.277	1	51	3
									1980-02-25T00:49:00.000	1	138	1	14.4	1	.365	1	76	1
									1980-02-25T00:54:00.000	1	138	1	14.4	1	.453	1	70	1
									1980-02-25T00:59:00.000	1	138	1	14.3	1	.696	1	79	1
									1980-02-25T01:04:00.000	1	138	1	14.3	1	.656	1	90	1
									1980-02-25T01:09:00.000	1	138	1	14.3	1	.691	1	98	1
									1980-02-25T01:14:00.000	1	138	1	14.3	1	.669	1	101	1
									1980-02-25T01:19:00.000	1	138	1	14.4	1	.7	1	96	1
									1980-02-25T01:24:00.000	1	138	1	14.4	1	.696	1	101	1
									1980-02-25T01:29:00.000	1	138	1	14.3	1	.497	1	104	1
									1980-02-25T01:34:00.000	1	138	1	14.3	1	.568	1	101	1
									1980-02-25T01:39:00.000	1	138	1	14.3	1	.457	1	73	3
									1980-02-25T01:44:00.000	1	138	1	14.3	1	.325	1	96	1
									1980-02-25T01:49:00.000	1	138	1	14.4	1	.241	1	90	1
									1980-02-25T01:54:00.000	1	138	1	14.4	1	.171	1	335	1
									1980-02-25T01:59:00.000	1	138	1	14.3	1	.162	1	352	3
									1980-02-25T02:04:00.000	1	138	1	14.3	1	.202	1	307	3
									1980-02-25T02:09:00.000	1	138	1	14.4	1	.149	1	329	3
									1980-02-25T02:14:00.000	1	138	1	14.4	1	.188	1	290	1
									1980-02-25T02:19:00.000	1	138	1	14.3	1	.215	1	273	1
									1980-02-25T02:24:00.000	1	138	1	14.3	1	.215	1	276	1
									1980-02-25T02:29:00.000	1	138	1	14.3	1	.299	1	262	1
									1980-02-25T02:34:00.000	1	138	1	14.3	1	.334	1	242	1
									1980-02-25T02:39:00.000	1	138	1	14.4	1	.422	1	239	1
									1980-02-25T02:44:00.000	1	138	1	14.4	1	.471	1	250	1
									1980-02-25T02:49:00.000	1	138	1	14.4	1	.497	1	253	1
									1980-02-25T02:54:00.000	1	138	1	14.4	1	.506	1	248	1
									1980-02-25T02:59:00.000	1	138	1	14.3	1	.541	1	250	1
									1980-02-25T03:04:00.000	1	138	1	14.3	1	.51	1	242	1
									1980-02-25T03:09:00.000	1	138	1	14.3	1	.449	1	231	1
									1980-02-25T03:14:00.000	1	138	1	14.3	1	.409	1	217	3
									1980-02-25T03:19:00.000	1	138	1	14.4	1	.369	1	231	1
									1980-02-25T03:24:00.000	1	138	1	14.4	1	.374	1	239	1
									1980-02-25T03:29:00.000	1	138	1	14.4	1	.387	1	242	1
									1980-02-25T03:34:00.000	1	138	1	14.4	1	.396	1	239	1
									1980-02-25T03:39:00.000	1	138	1	14.4	1	.356	1	242	1
									1980-02-25T03:44:00.000	1	138	1	14.4	1	.4	1	248	1
									1980-02-25T03:49:00.000	1	138	1	14.3	1	.36	1	262	3
									1980-02-25T03:54:00.000	1	138	1	14.3	1	.36	1	245	3
									1980-02-25T03:59:00.000	1	138	1	14.3	1	.281	1	259	1
									1980-02-25T04:04:00.000	1	138	1	14.3	1	.255	1	256	1
									1980-02-25T04:09:00.000	1	138	1	14.3	1	.233	1	264	1
									1980-02-25T04:14:00.000	1	138	1	14.3	1	.219	1	264	1
									1980-02-25T04:19:00.000	1	138	1	14.3	1	.228	1	262	1
									1980-02-25T04:24:00.000	1	138	1	14.3	1	.202	1	262	1
									1980-02-25T04:29:00.000	1	138	1	14.3	1	.277	1	284	1
									1980-02-25T04:34:00.000	1	138	1	14.3	1	.524	1	298	3
									1980-02-25T04:39:00.000	1	138	1	14.3	1	.453	1	253	1
									1980-02-25T04:44:00.000	1	138	1	14.3	1	.607	1	253	1
									1980-02-25T04:49:00.000	1	138	1	14.3	1	.612	1	253	1
									1980-02-25T04:54:00.000	1	138	1	14.3	1	.577	1	256	1
									1980-02-25T04:59:00.000	1	138	1	14.3	1	.585	1	250	1
									1980-02-25T05:04:00.000	1	138	1	14.3	1	.638	1	253	1
