
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_E_2268	I1000	*	1999-02-27T11:00:00.000	17.9906667	38.4625	327570	120	2368	1999-02-27T11:00:00.000	0	2268	1	.022	0	37.4	0	13.88	0		9
									1999-02-27T12:00:00.000	0	2268	1	.008	0	65	0	13.89	0		9
									1999-02-27T13:00:00.000	0	2268	1	.011	0	76.5	0	13.87	0		9
									1999-02-27T14:00:00.000	0	2268	1	.011	0	79.6	0	13.88	0		9
									1999-02-27T15:00:00.000	0	2268	1	.011	0	82	0	13.89	0		9
									1999-02-27T16:00:00.000	0	2268	1	.011	0	96.2	0	13.88	0		9
									1999-02-27T17:00:00.000	0	2268	1	.011	0	109.3	0	13.88	0		9
									1999-02-27T18:00:00.000	0	2268	1	.011	0	98.4	0	13.87	0		9
									1999-02-27T19:00:00.000	0	2268	1	.011	0	67.6	0	13.88	0		9
									1999-02-27T20:00:00.000	0	2268	1	.011	0	54.4	0	13.87	0		9
									1999-02-27T21:00:00.000	0	2268	1	.011	0	44.6	0	13.88	0		9
									1999-02-27T22:00:00.000	0	2268	1	.011	0	33.4	0	13.88	0		9
									1999-02-27T23:00:00.000	0	2268	1	.011	0	41.3	0	13.88	0		9
									1999-02-28T00:00:00.000	0	2268	1	.011	0	43.8	0	13.88	0		9
									1999-02-28T01:00:00.000	0	2268	1	.011	0	42.4	0	13.88	0		9
									1999-02-28T02:00:00.000	0	2268	1	.011	0	47	0	13.87	0		9
									1999-02-28T03:00:00.000	0	2268	1	.011	0	50.4	0	13.88	0		9
									1999-02-28T04:00:00.000	0	2268	1	.011	0	46.7	0	13.88	0		9
									1999-02-28T05:00:00.000	0	2268	1	.011	0	33.1	0	13.88	0		9
									1999-02-28T06:00:00.000	0	2268	1	.011	0	28.5	0	13.88	0		9
									1999-02-28T07:00:00.000	0	2268	1	.011	0	32.9	0	13.88	0		9
									1999-02-28T08:00:00.000	0	2268	1	.022	0	52	0	13.88	0		9
									1999-02-28T09:00:00.000	0	2268	1	.028	0	58.9	0	13.88	0		9
									1999-02-28T10:00:00.000	0	2268	1	.026	0	75.7	0	13.87	0		9
									1999-02-28T11:00:00.000	0	2268	1	.014	0	99.4	0	13.87	0		9
									1999-02-28T12:00:00.000	0	2268	1	.016	0	130.4	0	13.88	0		9
									1999-02-28T13:00:00.000	0	2268	1	.019	0	139.9	0	13.87	0		9
									1999-02-28T14:00:00.000	0	2268	1	.011	0	116.8	0	13.87	0		9
									1999-02-28T15:00:00.000	0	2268	1	.011	0	70.3	0	13.88	0		9
									1999-02-28T16:00:00.000	0	2268	1	.011	0	39.6	0	13.88	0		9
									1999-02-28T17:00:00.000	0	2268	1	.011	0	6.7	0	13.88	0		9
									1999-02-28T18:00:00.000	0	2268	1	.011	0	4.5	0	13.89	0		9
									1999-02-28T19:00:00.000	0	2268	1	.011	0	353.7	0	13.88	0		9
									1999-02-28T20:00:00.000	0	2268	1	.011	0	356	0	13.89	0		9
									1999-02-28T21:00:00.000	0	2268	1	.011	0	357.3	0	13.88	0		9
									1999-02-28T22:00:00.000	0	2268	1	.011	0	3.2	0	13.88	0		9
									1999-02-28T23:00:00.000	0	2268	1	.011	0	17.5	0	13.89	0		9
									1999-03-01T00:00:00.000	0	2268	1	.011	0	31.8	0	13.88	0		9
									1999-03-01T01:00:00.000	0	2268	1	.011	0	40.6	0	13.88	0		9
									1999-03-01T02:00:00.000	0	2268	1	.011	0	47.2	0	13.88	0		9
									1999-03-01T03:00:00.000	0	2268	1	.011	0	56.2	0	13.88	0		9
									1999-03-01T04:00:00.000	0	2268	1	.011	0	58.8	0	13.88	0		9
									1999-03-01T05:00:00.000	0	2268	1	.011	0	74.9	0	13.89	0		9
									1999-03-01T06:00:00.000	0	2268	1	.012	0	102.7	0	13.87	0		9
									1999-03-01T07:00:00.000	0	2268	1	.012	0	127.7	0	13.88	0		9
									1999-03-01T08:00:00.000	0	2268	1	.011	0	146.9	0	13.87	0		9
									1999-03-01T09:00:00.000	0	2268	1	.011	0	134.3	0	13.88	0		9
