
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEA	UXA00	*	1980-04-21T08:40:00.000	15.6283333	38.2336667	300910	120	96	1980-04-21T08:40:00.000	1	36	1	15.1	1	.489	1	158	1	36.3	1
									1980-04-21T08:45:00.000	1	36	1	14.9	1	.318	1	155	1	35.9	1
									1980-04-21T08:50:00.000	1	36	1	14.9	1	.335	1	166	1	35.9	1
									1980-04-21T08:55:00.000	1	36	1	14.9	1	.335	1	172	1	35.9	1
									1980-04-21T09:00:00.000	1	36	1	14.8	1	.335	1	160	1	35.9	1
									1980-04-21T09:05:00.000	1	36	1	14.9	1	.369	1	160	1	35.9	1
									1980-04-21T09:10:00.000	1	36	1	14.9	1	.352	1	172	1	35.9	1
									1980-04-21T09:15:00.000	1	36	1	14.8	1	.335	1	183	1	35.9	1
									1980-04-21T09:20:00.000	1	36	1	14.8	1	.318	1	211	1	35.9	1
									1980-04-21T09:25:00.000	1	36	1	14.7	1	.335	1	228	1	35.9	1
									1980-04-21T09:30:00.000	1	36	1	14.7	1	.369	1	236	1	35.9	1
									1980-04-21T09:35:00.000	1	36	1	14.8	1	.352	1	236	1	35.9	1
									1980-04-21T09:40:00.000	1	36	1	14.8	1	.335	1	233	1	35.9	1
									1980-04-21T09:45:00.000	1	36	1	14.8	1	.369	1	233	1	35.9	1
									1980-04-21T09:50:00.000	1	36	1	14.8	1	.386	1	239	1	35.9	1
									1980-04-21T09:55:00.000	1	36	1	14.8	1	.352	1	225	1	35.9	1
									1980-04-21T10:00:00.000	1	36	1	14.7	1	.352	1	231	1	35.9	1
									1980-04-21T10:05:00.000	1	36	1	14.6	1	.318	1	253	1	35.9	1
									1980-04-21T10:10:00.000	1	36	1	14.6	1	.318	1	250	1	35.9	1
									1980-04-21T10:15:00.000	1	36	1	14.6	1	.352	1	253	1	35.9	1
									1980-04-21T10:20:00.000	1	36	1	14.6	1	.421	1	250	1	35.9	1
									1980-04-21T10:25:00.000	1	36	1	14.6	1	.438	1	253	1	35.9	1
									1980-04-21T10:30:00.000	1	36	1	14.6	1	.455	1	253	1	35.9	1
									1980-04-21T10:35:00.000	1	36	1	14.6	1	.472	1	253	1	35.9	1
									1980-04-21T10:40:00.000	1	36	1	14.6	1	.506	1	256	1	35.9	1
									1980-04-21T10:45:00.000	1	36	1	14.6	1	.523	1	253	1	35.9	1
									1980-04-21T10:50:00.000	1	36	1	14.6	1	.575	1	250	1	35.9	1
									1980-04-21T10:55:00.000	1	36	1	14.7	1	.592	1	259	1	35.9	1
									1980-04-21T11:00:00.000	1	36	1	14.7	1	.609	1	259	1	35.9	1
									1980-04-21T11:05:00.000	1	36	1	14.6	1	.626	1	256	1	35.9	1
									1980-04-21T11:10:00.000	1	36	1	14.6	1	.643	1	259	1	35.9	1
									1980-04-21T11:15:00.000	1	36	1	14.6	1	.694	1	259	1	35.9	1
									1980-04-21T11:20:00.000	1	36	1	14.6	1	.746	1	256	1	35.9	1
									1980-04-21T11:25:00.000	1	36	1	14.6	1	.763	1	256	1	35.9	1
									1980-04-21T11:30:00.000	1	36	1	14.6	1	.763	1	256	1	35.9	1
									1980-04-21T11:35:00.000	1	36	1	14.7	1	.746	1	253	1	35.9	1
									1980-04-21T11:40:00.000	1	36	1	14.7	1	.746	1	250	1	35.9	1
									1980-04-21T11:45:00.000	1	36	1	14.7	1	.746	1	256	1	35.9	1
									1980-04-21T11:50:00.000	1	36	1	14.7	1	.797	1	250	1	35.9	1
									1980-04-21T11:55:00.000	1	36	1	14.7	1	.831	1	253	1	35.9	1
									1980-04-21T12:00:00.000	1	36	1	14.7	1	.814	1	250	1	35.9	1
									1980-04-21T12:05:00.000	1	36	1	14.7	1	.814	1	250	1	35.9	1
									1980-04-21T12:10:00.000	1	36	1	14.7	1	.883	1	248	1	35.9	1
									1980-04-21T12:15:00.000	1	36	1	14.7	1	.883	1	248	1	35.9	1
									1980-04-21T12:20:00.000	1	36	1	14.7	1	.9	1	250	1	35.9	1
									1980-04-21T12:25:00.000	1	36	1	14.7	1	.968	1	250	1	35.9	1
									1980-04-21T12:30:00.000	1	36	1	14.7	1	1.002	1	245	1	35.9	1
									1980-04-21T12:35:00.000	1	36	1	14.7	1	1.02	1	250	1	35.9	1
									1980-04-21T12:40:00.000	1	36	1	14.7	1	1.02	1	250	1	35.9	1
									1980-04-21T12:45:00.000	1	36	1	14.7	1	1.037	1	245	1	36.3	1
									1980-04-21T12:50:00.000	1	36	1	14.7	1	1.105	1	250	1	36.3	1
									1980-04-21T12:55:00.000	1	36	1	14.7	1	1.122	1	250	1	36.3	1
									1980-04-21T13:00:00.000	1	36	1	14.6	1	1.139	1	245	1	36.3	1
									1980-04-21T13:05:00.000	1	36	1	14.6	1	1.174	1	253	1	36.3	1
									1980-04-21T13:10:00.000	1	36	1	14.6	1	1.174	1	245	1	36.3	1
									1980-04-21T13:15:00.000	1	36	1	14.6	1	1.208	1	242	1	36.3	1
									1980-04-21T13:20:00.000	1	36	1	14.6	1	1.242	1	250	1	36.3	1
									1980-04-21T13:25:00.000	1	36	1	14.6	1	1.311	1	253	1	36.3	1
									1980-04-21T13:30:00.000	1	36	1	14.6	1	1.293	1	250	1	36.3	1
									1980-04-21T13:35:00.000	1	36	1	14.6	1	1.293	1	242	1	36.3	1
									1980-04-21T13:40:00.000	1	36	1	14.6	1	1.311	1	245	1	36.3	1
									1980-04-21T13:45:00.000	1	36	1	14.6	1	1.328	1	250	1	36.3	1
									1980-04-21T13:50:00.000	1	36	1	14.6	1	1.311	1	250	1	36.3	1
									1980-04-21T13:55:00.000	1	36	1	14.6	1	1.362	1	253	1	36.3	1
									1980-04-21T14:00:00.000	1	36	1	14.6	1	1.328	1	253	1	36.3	1
									1980-04-21T14:05:00.000	1	36	1	14.6	1	1.362	1	245	1	36.3	1
									1980-04-21T14:10:00.000	1	36	1	14.6	1	1.345	1	253	1	36.3	1
									1980-04-21T14:15:00.000	1	36	1	14.6	1	1.276	1	253	1	36.3	1
									1980-04-21T14:20:00.000	1	36	1	14.7	1	1.345	1	250	1	36.3	1
									1980-04-21T14:25:00.000	1	36	1	14.6	1	1.345	1	250	1	36.3	1
									1980-04-21T14:30:00.000	1	36	1	14.7	1	1.345	1	248	1	36.3	1
									1980-04-21T14:35:00.000	1	36	1	14.7	1	1.345	1	250	1	36.3	1
									1980-04-21T14:40:00.000	1	36	1	14.7	1	1.328	1	253	1	36.3	1
									1980-04-21T14:45:00.000	1	36	1	14.7	1	1.293	1	250	1	36.3	1
									1980-04-21T14:50:00.000	1	36	1	14.7	1	1.276	1	242	1	36.3	1
									1980-04-21T14:55:00.000	1	36	1	14.7	1	1.276	1	256	1	36.3	1
									1980-04-21T15:00:00.000	1	36	1	14.7	1	1.242	1	253	1	36.3	1
									1980-04-21T15:05:00.000	1	36	1	14.7	1	1.208	1	253	1	36.3	1
