
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_A_115	I1-A0	*	1997-03-08T13:00:00.000	17.9803333	38.5043333	327559	120	2365	1997-03-08T13:00:00.000	0	115	1	.075	0	35.8	0	13.83	0	4.466	0
									1997-03-08T14:00:00.000	0	115	1	.047	0	38.3	0	13.83	0	4.466	0
									1997-03-08T15:00:00.000	0	115	1	.034	0	20.8	0	13.81	0	4.463	0
									1997-03-08T16:00:00.000	0	115	1	.029	0	29.6	0	13.89	0	4.47	0
									1997-03-08T17:00:00.000	0	115	1	.035	0	46.2	0	13.84	0	4.47	0
									1997-03-08T18:00:00.000	0	115	1	.017	0	66.9	0	14.02	0	4.495	0
									1997-03-08T19:00:00.000	0	115	1	.023	0	88.6	0	13.96	0	4.485	0
									1997-03-08T20:00:00.000	0	115	1	.011	0	109.2	0	13.9	0	4.474	0
									1997-03-08T21:00:00.000	0	115	1	.01	0	177.4	0	13.92	0	4.478	0
									1997-03-08T22:00:00.000	0	115	1	.011	0	216.9	0	13.83	0	4.47	0
									1997-03-08T23:00:00.000	0	115	1	.019	0	257	0	13.83	0	4.466	0
									1997-03-09T00:00:00.000	0	115	1	.034	0	269	0	13.83	0	4.47	0
									1997-03-09T01:00:00.000	0	115	1	.05	0	296.4	0	13.83	0	4.467	0
									1997-03-09T02:00:00.000	0	115	1	.074	0	312.4	0	13.84	0	4.474	0
									1997-03-09T03:00:00.000	0	115	1	.073	0	320.1	0	13.84	0	4.466	0
									1997-03-09T04:00:00.000	0	115	1	.075	0	322.6	0	13.86	0	4.47	0
									1997-03-09T05:00:00.000	0	115	1	.058	0	338.8	0	13.81	0	4.466	0
									1997-03-09T06:00:00.000	0	115	1	.049	0	356.9	0	13.86	0	4.466	0
									1997-03-09T07:00:00.000	0	115	1	.05	0	23.4	0	13.81	0	4.463	0
									1997-03-09T08:00:00.000	0	115	1	.048	0	48.6	0	13.84	0	4.466	0
									1997-03-09T09:00:00.000	0	115	1	.051	0	61	0	13.83	0	4.463	0
									1997-03-09T10:00:00.000	0	115	1	.043	0	79.7	0	13.84	0	4.466	0
									1997-03-09T11:00:00.000	0	115	1	.033	0	104.3	0	13.96	0	4.489	0
									1997-03-09T12:00:00.000	0	115	1	.047	0	140.5	0	13.87	0	4.474	0
									1997-03-09T13:00:00.000	0	115	1	.062	0	162.7	0	13.89	0	4.474	0
									1997-03-09T14:00:00.000	0	115	1	.045	0	214.2	0	14.02	0	4.495	0
									1997-03-09T15:00:00.000	0	115	1	.049	0	253.3	0	14.04	0	4.496	0
									1997-03-09T16:00:00.000	0	115	1	.057	0	251.3	0	13.92	0	4.481	0
									1997-03-09T17:00:00.000	0	115	1	.058	0	261.2	0	14.01	0	4.488	0
									1997-03-09T18:00:00.000	0	115	1	.064	0	270.7	0	13.99	0	4.492	0
									1997-03-09T19:00:00.000	0	115	1	.06	0	297.1	0	13.95	0	4.485	0
									1997-03-09T20:00:00.000	0	115	1	.068	0	313.5	0	13.9	0	4.481	0
									1997-03-09T21:00:00.000	0	115	1	.066	0	334.8	0	13.92	0	4.481	0
									1997-03-09T22:00:00.000	0	115	1	.073	0	354.4	0	14.07	0	4.499	0
									1997-03-09T23:00:00.000	0	115	1	.07	0	7.3	0	14.12	0	4.507	0
									1997-03-10T00:00:00.000	0	115	1	.066	0	24	0	14.12	0	4.51	0
									1997-03-10T01:00:00.000	0	115	1	.049	0	43.9	0	14.09	0	4.507	0
									1997-03-10T02:00:00.000	0	115	1	.043	0	65	0	14.14	0	4.514	0
									1997-03-10T03:00:00.000	0	115	1	.026	0	87.5	0	14.12	0	4.503	0
									1997-03-10T04:00:00.000	0	115	1	.012	0	115.1	0	14.12	0	4.507	0
									1997-03-10T05:00:00.000	0	115	1	.011	0	157.9	0	14.09	0	4.499	0
									1997-03-10T06:00:00.000	0	115	1	.011	0	176.6	0	14.05	0	4.495	0
									1997-03-10T07:00:00.000	0	115	1	.014	0	179	0	14.09	0	4.507	0
									1997-03-10T08:00:00.000	0	115	1	.012	0	210.6	0	14.09	0	4.507	0
									1997-03-10T09:00:00.000	0	115	1	.011	0	263.7	0	14.09	0	4.51	0
									1997-03-10T10:00:00.000	0	115	1	.011	0	264	0	14.07	0	4.507	0
									1997-03-10T11:00:00.000	0	115	1	.015	0	249.8	0	14.07	0	4.496	0
									1997-03-10T12:00:00.000	0	115	1	.035	0	295.9	0	14.05	0	4.495	0
									1997-03-10T13:00:00.000	0	115	1	.013	0	319.9	0	14.11	0	4.51	0
									1997-03-10T14:00:00.000	0	115	1	.011	0	319.5	0	14.12	0	4.503	0
									1997-03-10T15:00:00.000	0	115	1	.028	0	327.4	0	14.12	0	4.507	0
									1997-03-10T16:00:00.000	0	115	1	.055	0	346.3	0	14.12	0	4.507	0
									1997-03-10T17:00:00.000	0	115	1	.041	0	2.3	0	14.12	0	4.503	0
									1997-03-10T18:00:00.000	0	115	1	.018	0	13.6	0	14.09	0	4.503	0
									1997-03-10T19:00:00.000	0	115	1	.017	0	64.7	0	14.1	0	4.503	0
									1997-03-10T20:00:00.000	0	115	1	.037	0	50.9	0	14.12	0	4.507	0
									1997-03-10T21:00:00.000	0	115	1	.045	0	56.9	0	14.07	0	4.499	0
									1997-03-10T22:00:00.000	0	115	1	.042	0	82.4	0	14.03	0	4.496	0
									1997-03-10T23:00:00.000	0	115	1	.061	0	85.1	0	13.93	0	4.481	0
									1997-03-11T00:00:00.000	0	115	1	.039	0	116.2	0	14.04	0	4.495	0
									1997-03-11T01:00:00.000	0	115	1	.017	0	123.8	0	13.95	0	4.477	0
									1997-03-11T02:00:00.000	0	115	1	.038	0	131.3	0	14.09	0	4.503	0
									1997-03-11T03:00:00.000	0	115	1	.037	0	169.4	0	13.95	0	4.481	0
									1997-03-11T04:00:00.000	0	115	1	.014	0	182.7	0	14.09	0	4.503	0
									1997-03-11T05:00:00.000	0	115	1	.012	0	187.5	0	14.09	0	4.507	0
									1997-03-11T06:00:00.000	0	115	1	.013	0	232.1	0	14.11	0	4.507	0
									1997-03-11T07:00:00.000	0	115	1	.01	0	267	0	13.97	0	4.488	0
									1997-03-11T08:00:00.000	0	115	1	.013	0	278.6	0	13.9	0	4.477	0
									1997-03-11T09:00:00.000	0	115	1	.011	0	291.3	0	14.07	0	4.503	0
									1997-03-11T10:00:00.000	0	115	1	.011	0	284.5	0	14.05	0	4.503	0
									1997-03-11T11:00:00.000	0	115	1	.026	0	316.8	0	14.04	0	4.492	0
									1997-03-11T12:00:00.000	0	115	1	.054	0	16.6	0	13.87	0	4.47	0
									1997-03-11T13:00:00.000	0	115	1	.073	0	34.9	0	13.93	0	4.481	0
									1997-03-11T14:00:00.000	0	115	1	.067	0	50.7	0	13.87	0	4.47	0
									1997-03-11T15:00:00.000	0	115	1	.058	0	67.9	0	13.93	0	4.485	0
									1997-03-11T16:00:00.000	0	115	1	.039	0	65.3	0	13.99	0	4.488	0
									1997-03-11T17:00:00.000	0	115	1	.066	0	76	0	14.01	0	4.492	0
									1997-03-11T18:00:00.000	0	115	1	.07	0	83.8	0	14.06	0	4.499	0
									1997-03-11T19:00:00.000	0	115	1	.071	0	109.9	0	13.92	0	4.481	0
									1997-03-11T20:00:00.000	0	115	1	.055	0	138.6	0	13.99	0	4.485	0
									1997-03-11T21:00:00.000	0	115	1	.054	0	174.7	0	13.89	0	4.474	0
									1997-03-11T22:00:00.000	0	115	1	.035	0	179.9	0	13.92	0	4.481	0
									1997-03-11T23:00:00.000	0	115	1	.017	0	185.8	0	13.92	0	4.481	0
									1997-03-12T00:00:00.000	0	115	1	.013	0	231	0	13.9	0	4.474	0
									1997-03-12T01:00:00.000	0	115	1	.031	0	267.7	0	13.86	0	4.466	0
									1997-03-12T02:00:00.000	0	115	1	.018	0	296.7	0	13.87	0	4.474	0
									1997-03-12T03:00:00.000	0	115	1	.034	0	344.8	0	13.83	0	4.466	0
									1997-03-12T04:00:00.000	0	115	1	.03	0	344.4	0	13.84	0	4.463	0
									1997-03-12T05:00:00.000	0	115	1	.039	0	4	0	13.86	0	4.47	0
									1997-03-12T06:00:00.000	0	115	1	.046	0	46.5	0	13.86	0	4.47	0
									1997-03-12T07:00:00.000	0	115	1	.06	0	77.1	0	13.87	0	4.466	0
									1997-03-12T08:00:00.000	0	115	1	.077	0	90.7	0	14.01	0	4.492	0
									1997-03-12T09:00:00.000	0	115	1	.06	0	96.5	0	14.03	0	4.488	0
									1997-03-12T10:00:00.000	0	115	1	.054	0	110	0	14.12	0	4.499	0
									1997-03-12T11:00:00.000	0	115	1	.049	0	124.6	0	13.89	0	4.474	0
									1997-03-12T12:00:00.000	0	115	1	.038	0	106.1	0	13.83	0	4.459	0
									1997-03-12T13:00:00.000	0	115	1	.019	0	101.1	0	13.81	0	4.463	0
									1997-03-12T14:00:00.000	0	115	1	.011	0	107.7	0	14.01	0	4.488	0
									1997-03-12T15:00:00.000	0	115	1	.029	0	117.2	0	13.77	0	4.459	0
									1997-03-12T16:00:00.000	0	115	1	.028	0	136.9	0	13.79	0	4.459	0
									1997-03-12T17:00:00.000	0	115	1	.018	0	180	0	14.07	0	4.499	0
									1997-03-12T18:00:00.000	0	115	1	.012	0	172.3	0	14.09	0	4.495	0
									1997-03-12T19:00:00.000	0	115	1	.01	0	224.8	0	14.07	0	4.496	0
									1997-03-12T20:00:00.000	0	115	1	.013	0	332.1	0	14.2	0	4.51	0
									1997-03-12T21:00:00.000	0	115	1	.029	0	.6	0	14.18	0	4.51	0
									1997-03-12T22:00:00.000	0	115	1	.041	0	19.1	0	14.04	0	4.496	0
									1997-03-12T23:00:00.000	0	115	1	.053	0	41.5	0	14.15	0	4.506	0
									1997-03-13T00:00:00.000	0	115	1	.077	0	54.3	0	14.21	0	4.517	0
									1997-03-13T01:00:00.000	0	115	1	.071	0	65.2	0	14.24	0	4.517	0
									1997-03-13T02:00:00.000	0	115	1	.068	0	81.8	0	14.24	0	4.517	0
									1997-03-13T03:00:00.000	0	115	1	.048	0	103	0	14.18	0	4.514	0
									1997-03-13T04:00:00.000	0	115	1	.019	0	94.8	0	14.21	0	4.514	0
									1997-03-13T05:00:00.000	0	115	1	.02	0	95.3	0	14.24	0	4.517	0
									1997-03-13T06:00:00.000	0	115	1	.018	0	70.1	0	14.24	0	4.517	0
									1997-03-13T07:00:00.000	0	115	1	.012	0	74.8	0	14.23	0	4.517	0
									1997-03-13T08:00:00.000	0	115	1	.013	0	78.1	0	14.23	0	4.514	0
									1997-03-13T09:00:00.000	0	115	1	.029	0	84.2	0	14.23	0	4.517	0
									1997-03-13T10:00:00.000	0	115	1	.045	0	102	0	14.26	0	4.517	0
									1997-03-13T11:00:00.000	0	115	1	.031	0	114.9	0	14.24	0	4.517	0
									1997-03-13T12:00:00.000	0	115	1	.026	0	114.8	0	14.21	0	4.514	0
									1997-03-13T13:00:00.000	0	115	1	.022	0	123.1	0	14.24	0	4.517	0
									1997-03-13T14:00:00.000	0	115	1	.017	0	128.9	0	14.23	0	4.517	0
									1997-03-13T15:00:00.000	0	115	1	.012	0	149.5	0	14.26	0	4.517	0
									1997-03-13T16:00:00.000	0	115	1	.011	0	144	0	14.27	0	4.517	0
									1997-03-13T17:00:00.000	0	115	1	.01	0	152.5	0	14.24	0	4.517	0
									1997-03-13T18:00:00.000	0	115	1	.011	0	134.5	0	14.21	0	4.51	0
									1997-03-13T19:00:00.000	0	115	1	.011	0	142	0	14.23	0	4.517	0
									1997-03-13T20:00:00.000	0	115	1	.011	0	5.5	0	14.21	0	4.517	0
									1997-03-13T21:00:00.000	0	115	1	.019	0	32.7	0	14.18	0	4.51	0
									1997-03-13T22:00:00.000	0	115	1	.045	0	30.5	0	14.23	0	4.517	0
									1997-03-13T23:00:00.000	0	115	1	.055	0	35.8	0	14.24	0	4.517	0
									1997-03-14T00:00:00.000	0	115	1	.069	0	49.1	0	14.26	0	4.517	0
									1997-03-14T01:00:00.000	0	115	1	.071	0	79.5	0	14.27	0	4.517	0
									1997-03-14T02:00:00.000	0	115	1	.074	0	100.6	0	14.24	0	4.517	0
									1997-03-14T03:00:00.000	0	115	1	.089	0	106.1	0	14.24	0	4.517	0
									1997-03-14T04:00:00.000	0	115	1	.075	0	118.4	0	14.23	0	4.517	0
									1997-03-14T05:00:00.000	0	115	1	.057	0	140.3	0	14.24	0	4.517	0
									1997-03-14T06:00:00.000	0	115	1	.041	0	145.9	0	14.24	0	4.517	0
									1997-03-14T07:00:00.000	0	115	1	.037	0	133.5	0	14.24	0	4.517	0
									1997-03-14T08:00:00.000	0	115	1	.034	0	132.1	0	14.24	0	4.517	0
									1997-03-14T09:00:00.000	0	115	1	.019	0	169	0	14.24	0	4.517	0
									1997-03-14T10:00:00.000	0	115	1	.016	0	191.6	0	14.26	0	4.517	0
									1997-03-14T11:00:00.000	0	115	1	.012	0	194.9	0	14.24	0	4.517	0
									1997-03-14T12:00:00.000	0	115	1	.01	0	269.1	0	14.24	0	4.517	0
									1997-03-14T13:00:00.000	0	115	1	.011	0	292.2	0	14.24	0	4.517	0
