
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	TotPressSeaFL [dbar]	QV:SEADATANET
ULIXEL	UXL00	*	1980-02-27T09:49:00.000	15.6571667	38.2618333	300908	120	82	1980-02-27T09:49:00.000	1	42	1	14	1	.215	1	329	1	42.1	1
									1980-02-27T09:54:00.000	1	42	1	14	1	.164	1	321	1	42.1	1
									1980-02-27T09:59:00.000	1	42	1	14	1	.078	1	17	3	42.1	1
									1980-02-27T10:04:00.000	1	42	1	14	1	.078	1	65	3	42.1	1
									1980-02-27T10:09:00.000	1	42	1	14	1	.112	1	48	1	42.1	1
									1980-02-27T10:14:00.000	1	42	1	14	1	.147	1	51	1	42.1	1
									1980-02-27T10:19:00.000	1	42	1	14	1	.13	1	62	1	42.1	1
									1980-02-27T10:24:00.000	1	42	1	14	1	.112	1	82	3	42.1	1
									1980-02-27T10:29:00.000	1	42	1	14	1	.078	1	70	1	42.1	1
									1980-02-27T10:34:00.000	1	42	1	14	1	.044	1	53	3	42.1	1
									1980-02-27T10:39:00.000	1	42	1	14	1	.01	1	124	1	42.1	1
									1980-02-27T10:44:00.000	1	42	1	14	1	.061	1	188	3	42.1	1
									1980-02-27T10:49:00.000	1	42	1	14	1	.061	1	177	1	42.1	1
									1980-02-27T10:54:00.000	1	42	1	14	1	.061	1	172	1	42.1	1
									1980-02-27T10:59:00.000	1	42	1	14	1	.061	1	141	1	42.1	1
									1980-02-27T11:04:00.000	1	42	1	14	1	.01	1	143	1	42.1	1
									1980-02-27T11:09:00.000	1	42	1	14	1	.01	1	87	1	42.1	1
									1980-02-27T11:14:00.000	1	42	1	14	1	.112	1	59	1	42.1	1
									1980-02-27T11:19:00.000	1	42	1	14	1	.112	1	59	1	42.1	1
									1980-02-27T11:24:00.000	1	42	1	14	1	.112	1	39	1	42.1	1
									1980-02-27T11:29:00.000	1	42	1	14	1	.13	1	20	3	42.1	1
									1980-02-27T11:34:00.000	1	42	1	14	1	.112	1	68	3	42.1	1
									1980-02-27T11:39:00.000	1	42	1	14	1	.112	1	45	1	42.1	1
									1980-02-27T11:44:00.000	1	42	1	14	1	.078	1	31	3	42.1	1
									1980-02-27T11:49:00.000	1	42	1	14	1	.044	1	56	1	42.1	1
									1980-02-27T11:54:00.000	1	42	1	14	1	.078	1	76	1	42.1	1
									1980-02-27T11:59:00.000	1	42	1	14	1	.044	1	352	1	42.1	1
									1980-02-27T12:04:00.000	1	42	1	14	1	.164	1	354	1	42.1	1
									1980-02-27T12:09:00.000	1	42	1	14	1	.13	1	329	1	42.1	1
									1980-02-27T12:14:00.000	1	42	1	14	1	.198	1	309	1	42.1	1
									1980-02-27T12:19:00.000	1	42	1	14	1	.181	1	248	1	42.1	1
									1980-02-27T12:24:00.000	1	42	1	14	1	.181	1	205	1	42.1	1
									1980-02-27T12:29:00.000	1	42	1	14	1	.112	1	203	1	42.1	1
									1980-02-27T12:34:00.000	1	42	1	14	1	.078	1	231	3	42.1	1
									1980-02-27T12:39:00.000	1	42	1	14	1	.112	1	214	1	42.1	1
									1980-02-27T12:44:00.000	1	42	1	14	1	.112	1	172	1	42.1	1
									1980-02-27T12:49:00.000	1	42	1	14	1	.13	1	93	1	42.1	1
									1980-02-27T12:54:00.000	1	42	1	14	1	.181	1	45	3	42.1	1
									1980-02-27T12:59:00.000	1	42	1	14	1	.421	1	59	1	42.1	1
									1980-02-27T13:04:00.000	1	42	1	14	1	.421	1	76	1	42.1	1
									1980-02-27T13:09:00.000	1	42	1	14	1	.66	1	70	1	42.1	1
