
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET
ULIXEF	UXF00	*	1980-02-25T13:02:00.000	15.6436667	38.2475	300897	120	220	1980-02-25T13:02:00.000	1	115	1	14.1	1	.129	1	76	1
									1980-02-25T13:07:00.000	1	115	1	14.1	1	.112	1	51	1
									1980-02-25T13:12:00.000	1	115	1	14.1	1	.094	1	31	3
									1980-02-25T13:17:00.000	1	115	1	14.1	1	.077	1	82	3
									1980-02-25T13:22:00.000	1	115	1	14.1	1	.094	1	65	1
									1980-02-25T13:27:00.000	1	115	1	14.1	1	.06	1	73	1
									1980-02-25T13:32:00.000	1	115	1	14.1	1	.025	1	39	3
									1980-02-25T13:37:00.000	1	115	1	14.1	1	.025	1	163	1
									1980-02-25T13:42:00.000	1	115	1	14.1	1	.025	1	225	1
									1980-02-25T13:47:00.000	1	115	1	14.1	1	.042	1	264	1
									1980-02-25T13:52:00.000	1	115	1	14.1	1	.077	1	259	1
									1980-02-25T13:57:00.000	1	115	1	14.1	1	.112	1	329	3
									1980-02-25T14:02:00.000	1	115	1	14.1	1	.06	1	273	1
									1980-02-25T14:07:00.000	1	115	1	14.1	1	.129	1	239	1
									1980-02-25T14:12:00.000	1	115	1	14.1	1	.094	1	236	1
									1980-02-25T14:17:00.000	1	115	1	14.1	1	.077	1	239	1
									1980-02-25T14:22:00.000	1	115	1	14.1	1	.094	1	270	1
									1980-02-25T14:27:00.000	1	115	1	14.1	1	.181	1	262	1
									1980-02-25T14:32:00.000	1	115	1	14.1	1	.181	1	273	1
									1980-02-25T14:37:00.000	1	115	1	14.1	1	.181	1	264	1
									1980-02-25T14:42:00.000	1	115	1	14.1	1	.181	1	264	1
									1980-02-25T14:47:00.000	1	115	1	14.1	1	.129	1	256	1
									1980-02-25T14:52:00.000	1	115	1	14.1	1	.181	1	281	3
