
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [yyyy-mm-ddThh:mm:ss.sss]	QV:SEADATANET	DepBelowSurface [m]	QV:SEADATANET	UnspCurrSpd [m/s]	QV:SEADATANET	UnspCurrDir [deg]	QV:SEADATANET	Temp [degC]	QV:SEADATANET	Cond [S/m]	QV:SEADATANET
MTPII-MATER/I1_E_113	I1000	*	1999-02-27T12:00:00.000	17.9906667	38.4625	327569	120	2368	1999-02-27T12:00:00.000	0	113	1	.005	0	73.3	0	13.91	0		9
									1999-02-27T13:00:00.000	0	113	1	.011	0	25	0	13.91	0		9
									1999-02-27T14:00:00.000	0	113	1	.011	0	57.9	0	13.93	0		9
									1999-02-27T15:00:00.000	0	113	1	.011	0	94.2	0	13.93	0		9
									1999-02-27T16:00:00.000	0	113	1	.016	0	124.9	0	13.92	0		9
									1999-02-27T17:00:00.000	0	113	1	.036	0	145.7	0	13.93	0		9
									1999-02-27T18:00:00.000	0	113	1	.04	0	169	0	13.92	0		9
									1999-02-27T19:00:00.000	0	113	1	.042	0	175.9	0	13.92	0		9
									1999-02-27T20:00:00.000	0	113	1	.042	0	178.7	0	13.94	0		9
									1999-02-27T21:00:00.000	0	113	1	.028	0	186.7	0	13.97	0		9
									1999-02-27T22:00:00.000	0	113	1	.027	0	170.4	0	13.98	0		9
									1999-02-27T23:00:00.000	0	113	1	.039	0	160.4	0	13.97	0		9
									1999-02-28T00:00:00.000	0	113	1	.039	0	164	0	13.97	0		9
									1999-02-28T01:00:00.000	0	113	1	.048	0	169.8	0	13.97	0		9
									1999-02-28T02:00:00.000	0	113	1	.049	0	183.3	0	14	0		9
									1999-02-28T03:00:00.000	0	113	1	.046	0	189.1	0	13.98	0		9
									1999-02-28T04:00:00.000	0	113	1	.044	0	184.8	0	13.95	0		9
									1999-02-28T05:00:00.000	0	113	1	.054	0	173.7	0	13.96	0		9
									1999-02-28T06:00:00.000	0	113	1	.088	0	173.4	0	13.97	0		9
									1999-02-28T07:00:00.000	0	113	1	.098	0	169.5	0	13.96	0		9
									1999-02-28T08:00:00.000	0	113	1	.084	0	169.3	0	13.96	0		9
									1999-02-28T09:00:00.000	0	113	1	.08	0	158.1	0	13.95	0		9
									1999-02-28T10:00:00.000	0	113	1	.078	0	170.1	0	13.94	0		9
									1999-02-28T11:00:00.000	0	113	1	.073	0	180.5	0	13.95	0		9
									1999-02-28T12:00:00.000	0	113	1	.073	0	180.3	0	13.93	0		9
									1999-02-28T13:00:00.000	0	113	1	.073	0	185	0	13.94	0		9
									1999-02-28T14:00:00.000	0	113	1	.064	0	183.3	0	13.94	0		9
									1999-02-28T15:00:00.000	0	113	1	.047	0	177.6	0	13.95	0		9
									1999-02-28T16:00:00.000	0	113	1	.048	0	173.5	0	14.01	0		9
									1999-02-28T17:00:00.000	0	113	1	.054	0	165.5	0	14.07	0		9
									1999-02-28T18:00:00.000	0	113	1	.07	0	152.2	0	14.08	0		9
									1999-02-28T19:00:00.000	0	113	1	.081	0	148.5	0	14.12	0		9
									1999-02-28T20:00:00.000	0	113	1	.074	0	167.4	0	14.11	0		9
									1999-02-28T21:00:00.000	0	113	1	.062	0	187.2	0	13.99	0		9
