
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	PRES [decibar=10000 pascals]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	TUR4 [N.T.U Nephelo Turb. Unit]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00050	*	2010-10-01T00:00:00.000	+21.596000	+36.825500	GN36201010PYL_00050_269_D90	269	1681.0	2010-10-01T00:00:00.000	1	0050	1		9		9		9	38.545	1	16.725	1		9		9		9
									2010-10-01T03:00:00.000	1	0050	1		9		9		9	38.555	1	16.475	1		9		9		9
									2010-10-01T06:00:00.000	1	0050	1		9		9		9	38.633	1	17.103	1		9		9		9
									2010-10-01T09:00:00.000	1	0050	1		9		9		9	38.555	1	16.877	1		9		9		9
									2010-10-01T12:00:00.000	1	0050	1		9		9		9	38.594	1	17.329	1		9		9		9
									2010-10-01T15:00:00.000	1	0050	1		9		9		9	38.584	1	17.250	1		9		9		9
									2010-10-01T18:00:00.000	1	0050	1		9		9		9	38.604	1	17.103	1		9		9		9
									2010-10-01T21:00:00.000	1	0050	1		9		9		9	38.613	1	16.945	1		9		9		9
									2010-10-02T00:00:00.000	1	0050	1		9		9		9	38.672	1	16.731	1		9		9		9
									2010-10-02T03:00:00.000	1	0050	1		9		9		9	38.623	1	16.908	1		9		9		9
									2010-10-02T06:00:00.000	1	0050	1		9		9		9	38.613	1	17.000	1		9		9		9
									2010-10-02T09:00:00.000	1	0050	1		9		9		9	38.672	1	17.146	1		9		9		9
									2010-10-02T12:00:00.000	1	0050	1		9		9		9	38.623	1	16.945	1		9		9		9
									2010-10-02T15:00:00.000	1	0050	1		9		9		9	38.643	1	17.134	1		9		9		9
									2010-10-02T18:00:00.000	1	0050	1		9		9		9	38.721	1	17.494	1		9		9		9
									2010-10-02T21:00:00.000	1	0050	1		9		9		9	38.711	1	17.244	1		9		9		9
									2010-10-03T00:00:00.000	1	0050	1		9		9		9	38.682	1	16.700	1		9		9		9
									2010-10-03T03:00:00.000	1	0050	1		9		9		9	38.633	1	16.652	1		9		9		9
									2010-10-03T06:00:00.000	1	0050	1		9		9		9	38.672	1	17.378	1		9		9		9
									2010-10-03T09:00:00.000	1	0050	1		9		9		9	38.633	1	17.390	1		9		9		9
									2010-10-03T12:00:00.000	1	0050	1		9		9		9	38.623	1	17.543	1		9		9		9
									2010-10-03T15:00:00.000	1	0050	1		9		9		9	38.633	1	17.482	1		9		9		9
									2010-10-03T18:00:00.000	1	0050	1		9		9		9	38.652	1	17.292	1		9		9		9
									2010-10-03T21:00:00.000	1	0050	1		9		9		9	38.633	1	17.598	1		9		9		9
									2010-10-04T00:00:00.000	1	0050	1		9		9		9	38.652	1	17.402	1		9		9		9
									2010-10-04T03:00:00.000	1	0050	1		9		9		9	38.594	1	17.775	1		9		9		9
									2010-10-04T06:00:00.000	1	0050	1		9		9		9	38.604	1	17.604	1		9		9		9
									2010-10-04T09:00:00.000	1	0050	1		9		9		9	38.643	1	17.476	1		9		9		9
									2010-10-04T12:00:00.000	1	0050	1		9		9		9	38.662	1	17.427	1		9		9		9
									2010-10-04T15:00:00.000	1	0050	1		9		9		9	38.652	1	17.482	1		9		9		9
									2010-10-04T18:00:00.000	1	0050	1		9		9		9	38.535	1	17.744	1		9		9		9
									2010-10-04T21:00:00.000	1	0050	1		9		9		9	38.613	1	17.695	1		9		9		9
									2010-10-05T00:00:00.000	1	0050	1		9		9		9	38.672	1	17.469	1		9		9		9
									2010-10-05T03:00:00.000	1	0050	1		9		9		9	38.662	1	17.598	1		9		9		9
									2010-10-05T06:00:00.000	1	0050	1		9		9		9	38.604	1	17.604	1		9		9		9
									2010-10-05T09:00:00.000	1	0050	1		9		9		9	38.643	1	17.415	1		9		9		9
									2010-10-05T12:00:00.000	1	0050	1		9		9		9	38.672	1	17.415	1		9		9		9
									2010-10-05T15:00:00.000	1	0050	1		9		9		9	38.604	1	17.836	1		9		9		9
									2010-10-05T18:00:00.000	1	0050	1		9		9		9	38.525	1	18.123	1		9		9		9
									2010-10-05T21:00:00.000	1	0050	1		9		9		9	38.604	1	17.714	1		9		9		9
									2010-10-06T00:00:00.000	1	0050	1		9		9		9	38.613	1	17.750	1		9		9		9
									2010-10-06T03:00:00.000	1	0050	1		9		9		9	38.682	1	17.384	1		9		9		9
									2010-10-06T06:00:00.000	1	0050	1		9		9		9	38.691	1	17.390	1		9		9		9
									2010-10-06T09:00:00.000	1	0050	1		9		9		9	38.643	1	17.683	1		9		9		9
									2010-10-06T12:00:00.000	1	0050	1		9		9		9	38.604	1	17.885	1		9		9		9
									2010-10-06T15:00:00.000	1	0050	1		9		9		9	38.643	1	18.092	1		9		9		9
									2010-10-06T18:00:00.000	1	0050	1		9		9		9	38.604	1	17.518	1		9		9		9
									2010-10-06T21:00:00.000	1	0050	1		9		9		9	38.574	1	17.262	1		9		9		9
									2010-10-07T00:00:00.000	1	0050	1		9		9		9	38.594	1	17.274	1		9		9		9
									2010-10-07T03:00:00.000	1	0050	1		9		9		9	38.643	1	17.463	1		9		9		9
									2010-10-07T06:00:00.000	1	0050	1		9		9		9	38.613	1	17.225	1		9		9		9
									2010-10-07T09:00:00.000	1	0050	1		9		9		9	38.613	1	17.506	1		9		9		9
									2010-10-07T12:00:00.000	1	0050	1		9		9		9	38.633	1	17.048	1		9		9		9
									2010-10-07T15:00:00.000	1	0050	1		9		9		9	38.613	1	17.207	1		9		9		9
									2010-10-07T18:00:00.000	1	0050	1		9		9		9	38.643	1	17.616	1		9		9		9
									2010-10-07T21:00:00.000	1	0050	1		9		9		9	38.564	1	17.744	1		9		9		9
									2010-10-08T00:00:00.000	1	0050	1		9		9		9	38.623	1	17.537	1		9		9		9
									2010-10-08T03:00:00.000	1	0050	1		9		9		9	38.633	1	17.006	1		9		9		9
									2010-10-08T06:00:00.000	1	0050	1		9		9		9	38.662	1	16.938	1		9		9		9
									2010-10-08T09:00:00.000	1	0050	1		9		9		9	38.613	1	17.305	1		9		9		9
									2010-10-08T12:00:00.000	1	0050	1		9		9		9	38.584	1	17.463	1		9		9		9
									2010-10-08T15:00:00.000	1	0050	1		9		9		9	38.584	1	17.463	1		9		9		9
									2010-10-08T18:00:00.000	1	0050	1		9		9		9	38.555	1	17.885	1		9		9		9
									2010-10-08T21:00:00.000	1	0050	1		9		9		9	38.652	1	17.946	1		9		9		9
									2010-10-09T00:00:00.000	1	0050	1		9		9		9	38.643	1	17.970	1		9		9		9
									2010-10-09T03:00:00.000	1	0050	1		9		9		9	38.662	1	18.165	1		9		9		9
									2010-10-09T06:00:00.000	1	0050	1		9		9		9	38.633	1	17.909	1		9		9		9
									2010-10-09T09:00:00.000	1	0050	1		9		9		9	38.623	1	18.934	1		9		9		9
									2010-10-09T12:00:00.000	1	0050	1		9		9		9	38.604	1	19.148	1		9		9		9
									2010-10-09T15:00:00.000	1	0050	1		9		9		9	38.604	1	18.861	1		9		9		9
									2010-10-09T18:00:00.000	1	0050	1		9		9		9	38.633	1	18.776	1		9		9		9
									2010-10-09T21:00:00.000	1	0050	1		9		9		9	38.643	1	19.239	1		9		9		9
									2010-10-10T00:00:00.000	1	0050	1		9		9		9	38.643	1	18.995	1		9		9		9
									2010-10-10T03:00:00.000	1	0050	1		9		9		9	38.633	1	19.111	1		9		9		9
									2010-10-10T06:00:00.000	1	0050	1		9		9		9	38.438	1	19.862	1		9		9		9
									2010-10-10T09:00:00.000	1	0050	1		9		9		9	38.525	1	19.844	1		9		9		9
									2010-10-10T12:00:00.000	1	0050	1		9		9		9	38.457	1	18.910	1		9		9		9
									2010-10-10T15:00:00.000	1	0050	1		9		9		9	38.564	1	20.430	1		9		9		9
									2010-10-10T18:00:00.000	1	0050	1		9		9		9	38.994	1	24.012	1		9		9		9
									2010-10-10T21:00:00.000	1	0050	1		9		9		9	38.896	1	23.903	1		9		9		9
									2010-10-11T00:00:00.000	1	0050	1		9		9		9	38.848	1	23.854	1		9		9		9
									2010-10-11T03:00:00.000	1	0050	1		9		9		9	38.818	1	23.762	1		9		9		9
									2010-10-11T06:00:00.000	1	0050	1		9		9		9	38.447	1	19.514	1		9		9		9
									2010-10-11T09:00:00.000	1	0050	1		9		9		9	38.594	1	19.246	1		9		9		9
									2010-10-11T12:00:00.000	1	0050	1		9		9		9	38.467	1	19.246	1		9		9		9
									2010-10-11T15:00:00.000	1	0050	1		9		9		9	38.691	1	21.089	1		9		9		9
									2010-10-11T18:00:00.000	1	0050	1		9		9		9	38.701	1	22.645	1		9		9		9
									2010-10-11T21:00:00.000	1	0050	1		9		9		9	38.555	1	20.375	1		9		9		9
									2010-10-12T00:00:00.000	1	0050	1		9		9		9	38.486	1	19.954	1		9		9		9
									2010-10-12T03:00:00.000	1	0050	1		9		9		9	38.877	1	22.670	1		9		9		9
									2010-10-12T06:00:00.000	1	0050	1		9		9		9	38.799	1	23.250	1		9		9		9
									2010-10-12T09:00:00.000	1	0050	1		9		9		9	38.906	1	23.762	1		9		9		9
									2010-10-12T12:00:00.000	1	0050	1		9		9		9	38.594	1	20.118	1		9		9		9
									2010-10-12T15:00:00.000	1	0050	1		9		9		9	38.398	1	18.824	1		9		9		9
									2010-10-12T18:00:00.000	1	0050	1		9		9		9	38.457	1	19.288	1		9		9		9
									2010-10-12T21:00:00.000	1	0050	1		9		9		9	38.486	1	20.070	1		9		9		9
									2010-10-13T00:00:00.000	1	0050	1		9		9		9	38.965	1	23.597	1		9		9		9
									2010-10-13T03:00:00.000	1	0050	1		9		9		9	38.721	1	22.981	1		9		9		9
									2010-10-13T06:00:00.000	1	0050	1		9		9		9	38.457	1	19.471	1		9		9		9
									2010-10-13T09:00:00.000	1	0050	1		9		9		9	38.516	1	18.892	1		9		9		9
									2010-10-13T12:00:00.000	1	0050	1		9		9		9	38.428	1	19.032	1		9		9		9
									2010-10-13T15:00:00.000	1	0050	1		9		9		9	38.896	1	23.512	3		9		9		9
									2010-10-13T18:00:00.000	1	0050	1		9		9		9	38.457	1	20.204	1		9		9		9
