
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2008-07-01T00:00:00.000	+20.601000	+37.948833	GN36200807ZAK_00003_269_D90	269	313.0	2008-07-01T00:00:00.000	1	0003	1	6.738	1	255.586	3		9	38.525	1	25.801	1		9		9
									2008-07-01T03:00:00.000	1	0003	1	7.617	1	359.297	3		9	38.506	1	25.190	1		9		9
									2008-07-01T06:00:00.000	1	0003	1	0.586	1	30.938	1		9	38.506	1	23.945	1		9		9
									2008-07-01T09:00:00.000	1	0003	1	7.324	1	103.359	3		9	38.486	1	24.141	1		9		9
									2008-07-01T12:00:00.000	1	0003	1	7.324	1	187.734	1		9	38.496	1	26.021	1		9		9
									2008-07-01T15:00:00.000	1	0003	1	24.902	1	177.539	1		9	38.408	1	25.850	1		9		9
									2008-07-01T18:00:00.000	1	0003	1	18.457	1	209.883	1		9	38.525	1	25.410	1		9		9
									2008-07-01T21:00:00.000	1	0003	1	15.234	1	261.914	1		9	38.535	1	25.581	1		9		9
									2008-07-02T00:00:00.000	1	0003	1	8.789	1	346.289	3		9	38.525	1	25.581	1		9		9
									2008-07-02T03:00:00.000	1	0003	1	6.738	1	168.750	3		9	38.340	1	24.409	1		9		9
									2008-07-02T06:00:00.000	1	0003	1	9.375	1	68.203	3		9	38.516	1	25.312	1		9		9
									2008-07-02T09:00:00.000	1	0003	1	11.133	1	119.883	3		9	38.516	1	25.239	1		9		9
									2008-07-02T12:00:00.000	1	0003	1	8.789	1	192.305	1		9	38.525	1	25.435	1		9		9
									2008-07-02T15:00:00.000	1	0003	1	6.445	1	192.656	1		9	38.525	3	26.021	1		9		9
									2008-07-02T18:00:00.000	1	0003	1	9.082	1	196.172	1		9	38.525	3	25.776	1		9		9
									2008-07-02T21:00:00.000	1	0003	1	6.445	1	195.469	1		9	38.525	3	25.825	1		9		9
