
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2009-09-01T00:00:00.000	+20.601000	+37.948833	GN36200909ZAK_00003_269_D90	269	313.0	2009-09-01T00:00:00.000	1	0003	1	19.043	1	63.281	1		9	37.412	1	23.774	1		9		9
									2009-09-01T03:00:00.000	1	0003	1	16.992	1	88.594	3		9	37.412	1	23.774	1		9		9
									2009-09-01T06:00:00.000	1	0003	1	0.293	1	341.719	3		9	37.412	1	23.774	1		9		9
									2009-09-01T09:00:00.000	1	0003	1	14.355	1	95.977	1		9	37.412	3	23.774	3		9		9
									2009-09-01T12:00:00.000	1	0003	1	12.891	1	92.812	1		9	37.412	3	23.774	3		9		9
									2009-09-01T15:00:00.000	1	0003	1	5.566	1	77.344	1		9	37.412	3	23.774	3		9		9
									2009-09-01T18:00:00.000	1	0003	1	17.285	1	26.016	1		9	37.412	3	23.774	3		9		9
									2009-09-01T21:00:00.000	1	0003	1	30.176	1	37.969	1		9	37.412	3	23.774	3		9		9
									2009-09-02T00:00:00.000	1	0003	1	26.660	1	64.688	1		9	37.412	3	23.774	3		9		9
									2009-09-02T03:00:00.000	1	0003	1	29.590	1	92.109	1		9	37.412	3	23.774	3		9		9
									2009-09-02T06:00:00.000	1	0003	1	32.520	1	95.625	1		9	37.412	3	23.774	3		9		9
									2009-09-02T09:00:00.000	1	0003	1	22.266	1	83.320	1		9	37.412	3	23.774	3		9		9
									2009-09-02T12:00:00.000	1	0003	1	24.023	1	336.797	3		9	37.412	3	23.774	3		9		9
									2009-09-02T15:00:00.000	1	0003	1	15.234	1	272.109	1		9	37.412	3	23.774	3		9		9
									2009-09-02T18:00:00.000	1	0003	1	17.578	1	307.617	1		9	37.412	3	23.774	3		9		9
									2009-09-02T21:00:00.000	1	0003	1	32.520	1	356.133	1		9	37.412	3	23.774	3		9		9
									2009-09-03T00:00:00.000	1	0003	1	14.062	1	29.180	3		9	37.412	3	23.774	3		9		9
									2009-09-03T03:00:00.000	1	0003	1	17.871	1	225.352	3		9	37.412	3	23.774	3		9		9
									2009-09-03T06:00:00.000	1	0003	1	5.859	1	258.047	3		9	37.412	3	23.774	3		9		9
									2009-09-03T09:00:00.000	1	0003	1	10.254	1	15.117	3		9	37.412	3	23.774	3		9		9
									2009-09-03T12:00:00.000	1	0003	1	14.062	1	328.359	1		9	37.412	3	23.774	3		9		9
									2009-09-03T15:00:00.000	1	0003	1	14.648	1	277.734	1		9	37.412	3	23.774	3		9		9
									2009-09-03T18:00:00.000	1	0003	1	8.203	1	240.469	1		9	37.412	3	23.774	3		9		9
									2009-09-03T21:00:00.000	1	0003	1	11.719	1	278.789	1		9	37.412	3	23.774	3		9		9
									2009-09-04T00:00:00.000	1	0003	1	28.125	1	281.953	1		9	37.412	3	23.774	3		9		9
									2009-09-04T03:00:00.000	1	0003	1	12.598	1	266.836	1		9	37.412	3	23.774	3		9		9
									2009-09-04T06:00:00.000	1	0003	1	4.395	1	266.133	1		9	37.412	3	23.774	3		9		9
									2009-09-04T09:00:00.000	1	0003	1	15.820	1	248.906	1		9	37.412	3	23.774	3		9		9
									2009-09-04T12:00:00.000	1	0003	1	10.840	1	243.281	1		9	37.412	3	23.774	3		9		9
									2009-09-04T15:00:00.000	1	0003	1	2.051	3	255.938	1		9	37.412	3	23.774	3		9		9
