
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2008-08-01T00:00:00.000	+22.093667	+36.971333	GN36200808KAL_00003_269_D90	269	340.0	2008-08-01T00:00:00.000	1	0003	1	14.062	1	299.531	1		9	37.656	1	24.556	1		9		9
									2008-08-01T03:00:00.000	1	0003	1	7.617	1	314.648	1		9	37.607	1	24.580	1		9		9
									2008-08-01T06:00:00.000	1	0003	1	14.062	1	323.789	3		9	37.969	1	24.531	1		9		9
									2008-08-01T09:00:00.000	1	0003	1	19.629	1	99.492	3		9	37.363	1	24.678	1		9		9
									2008-08-01T12:00:00.000	1	0003	1	14.062	1	162.070	3		9	36.523	1	24.873	1		9		9
									2008-08-01T15:00:00.000	1	0003	1	7.617	1	98.086	1		9	36.787	1	24.873	1		9		9
									2008-08-01T18:00:00.000	1	0003	1	8.789	1	114.961	3		9	36.211	1	24.727	1		9		9
									2008-08-01T21:00:00.000	1	0003	1	9.668	1	247.500	3		9	37.246	1	24.556	1		9		9
									2008-08-02T00:00:00.000	1	0003	1	3.809	1	286.875	3		9	37.568	1	24.604	1		9		9
									2008-08-02T03:00:00.000	1	0003	1	4.395	1	136.055	3		9	37.539	1	24.678	1		9		9
									2008-08-02T06:00:00.000	1	0003	1	9.668	1	109.336	3		9	37.383	1	24.702	1		9		9
									2008-08-02T09:00:00.000	1	0003	1	6.152	1	221.133	3		9	37.539	1	24.775	1		9		9
									2008-08-02T12:00:00.000	1	0003	1	9.961	1	13.008	3		9	37.354	1	24.971	1		9		9
									2008-08-02T15:00:00.000	1	0003	1	6.445	1	76.641	1		9	37.441	1	24.946	1		9		9
									2008-08-02T18:00:00.000	1	0003	1	14.355	1	49.922	1		9	37.617	1	25.020	1		9		9
									2008-08-02T21:00:00.000	1	0003	1	10.254	1	28.828	1		9	36.924	1	25.117	1		9		9
									2008-08-03T00:00:00.000	1	0003	1	8.496	1	104.414	3		9	37.373	1	25.044	1		9		9
									2008-08-03T03:00:00.000	1	0003	1	5.859	1	158.906	3		9	36.904	1	24.971	1		9		9
									2008-08-03T06:00:00.000	1	0003	1	14.355	1	336.797	3		9	36.416	1	24.873	1		9		9
									2008-08-03T09:00:00.000	1	0003	1	12.012	1	158.906	3		9	37.188	1	24.897	1		9		9
									2008-08-03T12:00:00.000	1	0003	1	7.617	1	63.984	3		9	37.266	1	25.166	1		9		9
									2008-08-03T15:00:00.000	1	0003	1	27.539	1	162.422	1		9	36.631	1	25.288	1		9		9
									2008-08-03T18:00:00.000	1	0003	1	24.023	1	179.648	1		9	37.441	1	25.239	1		9		9
									2008-08-03T21:00:00.000	1	0003	1	1.758	3	273.164	3		9	37.568	1	25.459	1		9		9
									2008-08-04T00:00:00.000	1	0003	1	9.375	1	84.375	3		9	37.480	1	25.654	1		9		9
									2008-08-04T03:00:00.000	1	0003	1	15.820	1	270.000	3		9	37.324	1	25.190	1		9		9
									2008-08-04T06:00:00.000	1	0003	1	16.699	1	130.781	3		9	37.510	1	25.068	1		9		9
									2008-08-04T09:00:00.000	1	0003	1	2.930	1	341.719	3		9	37.051	1	25.190	1		9		9
									2008-08-04T12:00:00.000	1	0003	1	20.801	1	165.938	3		9	37.412	1	25.435	1		9		9
									2008-08-04T15:00:00.000	1	0003	1	6.445	1	71.719	3		9	35.840	1	25.483	1		9		9
									2008-08-04T18:00:00.000	1	0003	1	22.559	1	185.977	3		9	36.660	1	25.874	1		9		9
									2008-08-04T21:00:00.000	1	0003	1	13.477	1	267.891	3		9	37.168	1	25.923	1		9		9
									2008-08-05T00:00:00.000	1	0003	1	29.297	1	297.422	3		9	37.422	1	25.825	1		9		9
