
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2008-06-01T00:00:00.000	+20.601000	+37.948833	GN36200806ZAK_00003_269_D90	269	313.0	2008-06-01T00:00:00.000	1	0003	1	22.266	1	198.281	1		9	33.359	1	21.431	1	7.354	1		9
									2008-06-01T03:00:00.000	1	0003	1	14.941	1	154.688	1		9	33.213	1	21.406	1	7.427	1		9
									2008-06-01T06:00:00.000	1	0003	1	18.457	1	154.688	1		9	32.891	2	21.260	1	7.280	1		9
									2008-06-01T09:00:00.000	1	0003	1	26.074	1	159.961	1		9	32.842	2	21.260	1	7.046	3		9
									2008-06-01T12:00:00.000	1	0003	1	16.699	1	165.938	1		9	32.354	2	20.967	1	6.738	1		9
									2008-06-01T15:00:00.000	1	0003	1	47.168	1	148.359	1		9	31.875	2	20.869	1	6.680	3		9
									2008-06-01T18:00:00.000	1	0003	1	40.723	1	153.281	1		9	33.213	1	20.210	1	7.500	3		9
									2008-06-01T21:00:00.000	1	0003	1	26.367	1	168.398	1		9	32.881	2	19.893	1	7.676	1		9
									2008-06-02T00:00:00.000	1	0003	1	3.809	1	163.125	3		9	32.578	2	19.673	1	7.617	1		9
									2008-06-02T03:00:00.000	1	0003	1	0.293	1	345.938	3		9	32.324	2	19.917	1	7.456	1		9
									2008-06-02T06:00:00.000	1	0003	1	8.496	1	318.867	1		9	32.773	2	19.990	1	7.295	3		9
									2008-06-02T09:00:00.000	1	0003	1	5.859	1	27.422	3		9	32.686	2	19.868	1	6.870	3		9
