
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	PRES [decibar=10000 pascals]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	TUR4 [N.T.U Nephelo Turb. Unit]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00020	*	2011-10-01T00:00:00.000	+21.596000	+36.825500	GN36201110PYL_00020_269_D90	269	1681.0	2011-10-01T00:00:00.000	1	0020	1		9		9		9	38.989	1	25.869	1		9		9		9
									2011-10-01T03:00:00.000	1	0020	1		9		9		9	38.986	1	25.820	1		9		9		9
									2011-10-01T06:00:00.000	1	0020	1		9		9		9	39.008	1	25.815	1		9		9		9
									2011-10-01T09:00:00.000	1	0020	1		9		9		9	38.950	1	25.728	1		9		9		9
									2011-10-01T12:00:00.000	1	0020	1		9		9		9	38.948	1	25.713	1		9		9		9
									2011-10-01T15:00:00.000	1	0020	1		9		9		9	38.957	1	25.723	1		9		9		9
									2011-10-01T18:00:00.000	1	0020	1		9		9		9	38.929	1	25.659	1		9		9		9
									2011-10-01T21:00:00.000	1	0020	1		9		9		9	38.960	1	25.693	1		9		9		9
									2011-10-02T00:00:00.000	1	0020	1		9		9		9	38.947	1	25.630	1		9		9		9
									2011-10-02T03:00:00.000	1	0020	1		9		9		9	38.976	1	25.659	1		9		9		9
									2011-10-02T06:00:00.000	1	0020	1		9		9		9	38.956	1	25.625	1		9		9		9
									2011-10-02T09:00:00.000	1	0020	1		9		9		9	38.959	1	25.576	1		9		9		9
									2011-10-02T12:00:00.000	1	0020	1		9		9		9	38.970	1	25.562	1		9		9		9
									2011-10-02T15:00:00.000	1	0020	1		9		9		9	38.970	1	25.542	1		9		9		9
									2011-10-02T18:00:00.000	1	0020	1		9		9		9	38.992	1	25.571	1		9		9		9
									2011-10-02T21:00:00.000	1	0020	1		9		9		9	38.964	1	25.488	1		9		9		9
									2011-10-03T00:00:00.000	1	0020	1		9		9		9	38.951	1	25.342	1		9		9		9
									2011-10-03T03:00:00.000	1	0020	1		9		9		9	38.960	1	25.366	1		9		9		9
									2011-10-03T06:00:00.000	1	0020	1		9		9		9	38.948	1	25.176	1		9		9		9
									2011-10-03T09:00:00.000	1	0020	1		9		9		9	38.956	1	25.249	1		9		9		9
									2011-10-03T12:00:00.000	1	0020	1		9		9		9	38.963	1	25.332	1		9		9		9
