
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2010-07-01T00:00:00.000	+21.596000	+36.825500	GN36201007PYL_00001_269_D90	269	1681.0	2010-07-01T00:00:00.000	1	0001	1	40.723	1	30.586	1	37.861	1	22.609	1		9		9
									2010-07-01T03:00:00.000	1	0001	1	29.883	1	43.242	1	37.861	1	22.401	1		9		9
									2010-07-01T06:00:00.000	1	0001	1	21.973	1	23.203	1	37.842	1	22.529	1		9		9
									2010-07-01T09:00:00.000	1	0001	1	34.863	1	42.891	1	37.842	1	22.920	1		9		9
									2010-07-01T12:00:00.000	1	0001	1	40.723	1	33.750	1	37.842	1	23.353	1		9		9
									2010-07-01T15:00:00.000	1	0001	1	35.156	1	18.281	1	37.852	1	23.500	1		9		9
									2010-07-01T18:00:00.000	1	0001	1	34.570	1	22.852	1	37.832	1	23.335	1		9		9
									2010-07-01T21:00:00.000	1	0001	1	31.055	1	28.125	1	37.822	1	23.219	1		9		9
									2010-07-02T00:00:00.000	1	0001	1	28.711	1	32.695	1	37.852	1	23.140	1		9		9
									2010-07-02T03:00:00.000	1	0001	1	24.902	1	7.734	1	37.852	1	23.048	1		9		9
									2010-07-02T06:00:00.000	1	0001	1	32.227	1	53.438	1	37.852	1	23.091	1		9		9
									2010-07-02T09:00:00.000	1	0001	1	43.359	1	31.289	1	37.842	1	23.396	1		9		9
									2010-07-02T12:00:00.000	1	0001	1	48.633	1	26.719	1	37.842	1	23.665	1		9		9
									2010-07-02T15:00:00.000	1	0001	1	46.289	1	25.664	1	37.871	1	23.774	1		9		9
									2010-07-02T18:00:00.000	1	0001	1	51.855	1	38.320	1	37.871	1	23.567	1		9		9
									2010-07-02T21:00:00.000	1	0001	1	53.906	1	34.102	1	37.822	1	23.231	1		9		9
									2010-07-03T00:00:00.000	1	0001	1	54.199	1	38.672	1	37.852	1	23.280	1		9		9
									2010-07-03T03:00:00.000	1	0001	1	30.469	1	4.219	1	37.852	1	23.213	1		9		9
									2010-07-03T06:00:00.000	1	0001	1	34.277	1	23.906	1	37.842	1	23.127	1		9		9
									2010-07-03T09:00:00.000	1	0001	1	41.895	1	37.266	1	37.852	1	23.457	1		9		9
