
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2009-01-01T00:00:00.000	+20.601000	+37.948833	GN36200901ZAK_00003_269_D90	269	313.0	2009-01-01T00:00:00.000	1	0003	1	5.273	1	37.969	1		9	35.674	1	16.255	1		9		9
									2009-01-01T03:00:00.000	1	0003	1	2.051	1	54.844	1		9	35.664	1	16.255	1		9		9
									2009-01-01T06:00:00.000	1	0003	1	8.203	1	74.531	3		9	36.104	1	16.255	3		9		9
									2009-01-01T09:00:00.000	1	0003	1	3.516	1	331.875	3		9	34.443	1	16.279	1		9		9
									2009-01-01T12:00:00.000	1	0003	1	3.223	1	75.586	1		9	34.180	1	16.304	1		9		9
									2009-01-01T15:00:00.000	1	0003	1	3.516	1	71.719	1		9	33.018	3	16.304	1		9		9
									2009-01-01T18:00:00.000	1	0003	1	2.051	1	154.688	1		9	35.967	1	16.279	1		9		9
									2009-01-01T21:00:00.000	1	0003	1	6.152	1	155.391	1		9	36.006	1	16.279	1		9		9
									2009-01-02T00:00:00.000	1	0003	1	0.586	1	188.086	1		9	36.182	1	16.255	1		9		9
									2009-01-02T03:00:00.000	1	0003	1	5.566	1	190.195	1		9	35.605	1	16.279	1		9		9
									2009-01-02T06:00:00.000	1	0003	1	4.980	1	159.961	1		9	35.332	1	16.255	1		9		9
									2009-01-02T09:00:00.000	1	0003	1	7.324	1	198.984	1		9	35.898	1	16.279	1		9		9
									2009-01-02T12:00:00.000	1	0003	1	2.344	1	145.547	3		9	35.400	1	16.279	1		9		9
									2009-01-02T15:00:00.000	1	0003	1	2.930	1	229.219	3		9	35.791	1	16.279	1		9		9
									2009-01-02T18:00:00.000	1	0003	1	3.223	1	350.859	3		9	35.840	1	16.255	1		9		9
									2009-01-02T21:00:00.000	1	0003	1	4.688	1	241.875	3		9	35.928	1	16.255	1		9		9
									2009-01-03T00:00:00.000	1	0003	1	8.789	1	301.289	3		9	35.938	1	16.230	1		9		9
									2009-01-03T03:00:00.000	1	0003	1	2.637	1	107.227	3		9	35.928	1	16.230	1		9		9
									2009-01-03T06:00:00.000	1	0003	1	9.668	1	180.000	1		9	35.605	1	16.230	1		9		9
									2009-01-03T09:00:00.000	1	0003	1	1.758	1	165.938	1		9	35.371	1	16.206	1		9		9
									2009-01-03T12:00:00.000	1	0003	1	6.152	1	134.297	1		9	35.430	1	16.182	1		9		9
									2009-01-03T15:00:00.000	1	0003	1	5.566	1	137.109	1		9	35.312	1	16.206	1		9		9
									2009-01-03T18:00:00.000	1	0003	1	9.668	1	116.719	1		9	35.645	1	16.230	1		9		9
									2009-01-03T21:00:00.000	1	0003	1	8.203	1	140.977	1		9	35.000	1	16.255	1		9		9
									2009-01-04T00:00:00.000	1	0003	1	3.223	1	241.172	3		9	34.805	1	16.230	1		9		9
