
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2008-07-01T00:00:00.000	+22.093667	+36.971333	GN36200807KAL_00003_269_D90	269	340.0	2008-07-01T00:00:00.000	1	0003	1	27.246	1	342.070	1		9	38.486	1	26.509	1		9		9
									2008-07-01T03:00:00.000	1	0003	1	9.961	1	311.836	3		9	38.477	1	26.484	1		9		9
									2008-07-01T06:00:00.000	1	0003	1	12.598	1	164.883	3		9	38.477	1	26.387	1		9		9
									2008-07-01T09:00:00.000	1	0003	1	19.336	1	357.539	3		9	38.477	3	26.411	1		9		9
									2008-07-01T12:00:00.000	1	0003	1	23.730	1	163.125	3		9	38.506	1	26.631	1		9		9
									2008-07-01T15:00:00.000	1	0003	1	22.266	1	321.328	3		9	38.496	1	26.655	1		9		9
									2008-07-01T18:00:00.000	1	0003	1	2.051	1	293.906	3		9	38.447	1	26.484	1		9		9
									2008-07-01T21:00:00.000	1	0003	1	4.102	1	181.406	3		9	38.467	1	26.460	1		9		9
									2008-07-02T00:00:00.000	1	0003	1	18.750	1	162.070	1		9	38.477	1	26.411	1		9		9
									2008-07-02T03:00:00.000	1	0003	1	11.133	1	154.688	3		9	38.477	1	26.338	1		9		9
									2008-07-02T06:00:00.000	1	0003	1	7.031	1	270.000	3		9	38.486	1	26.240	1		9		9
									2008-07-02T09:00:00.000	1	0003	1	8.789	1	209.180	1		9	38.447	1	26.362	1		9		9
									2008-07-02T12:00:00.000	1	0003	1	23.438	1	163.828	1		9	38.447	1	26.655	1		9		9
									2008-07-02T15:00:00.000	1	0003	1	23.145	1	173.672	3		9	38.486	1	26.655	1		9		9
									2008-07-02T18:00:00.000	1	0003	1	30.469	1	305.859	3		9	38.496	1	26.606	1		9		9
									2008-07-02T21:00:00.000	1	0003	1	4.688	3	226.055	3		9	38.486	1	26.460	1		9		9
									2008-07-03T00:00:00.000	1	0003	1	18.750	1	298.477	3		9	38.486	3	26.411	1		9		9
									2008-07-03T03:00:00.000	1	0003	1	21.387	1	144.844	3		9	38.486	3	26.411	1		9		9
									2008-07-03T06:00:00.000	1	0003	1	20.215	1	278.789	3		9	38.486	3	26.411	1		9		9
									2008-07-03T09:00:00.000	1	0003	1	4.395	1	202.852	3		9	38.486	3	26.484	1		9		9
									2008-07-03T12:00:00.000	1	0003	1	18.750	1	28.828	3		9	38.447	1	26.899	1		9		9
									2008-07-03T15:00:00.000	1	0003	1	12.305	1	57.656	1		9	38.457	1	26.802	1		9		9
									2008-07-03T18:00:00.000	1	0003	1	6.445	1	339.258	1		9	38.486	1	26.729	1		9		9
									2008-07-03T21:00:00.000	1	0003	1	26.660	3	320.625	1		9	38.486	1	26.582	1		9		9
									2008-07-04T00:00:00.000	1	0003	1	26.953	1	320.273	3		9	38.477	1	26.558	1		9		9
									2008-07-04T03:00:00.000	1	0003	1	17.578	1	114.961	3		9	38.496	1	26.411	1		9		9
									2008-07-04T06:00:00.000	1	0003	1	15.234	1	120.586	3		9	38.496	1	26.338	1		9		9
									2008-07-04T09:00:00.000	1	0003	1	23.145	1	2.812	3		9	38.496	1	26.387	1		9		9
									2008-07-04T12:00:00.000	1	0003	1	9.375	1	157.148	3		9	38.545	1	26.704	1		9		9
									2008-07-04T15:00:00.000	1	0003	1	13.770	1	82.266	1		9	38.516	1	26.826	1		9		9
									2008-07-04T18:00:00.000	1	0003	1	10.254	1	75.938	1		9	38.525	1	26.802	1		9		9
