
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2011-06-01T00:00:00.000	+21.596000	+36.825500	GN36201106PYL_00001_269_D90	269	1681.0	2011-06-01T00:00:00.000	1	0001	1	13.770	1	152.227	1	38.735	1	22.086	1		9		9
									2011-06-01T03:00:00.000	1	0001	1	19.043	1	138.516	1	38.721	1	22.046	1		9		9
									2011-06-01T06:00:00.000	1	0001	1	21.680	1	149.414	1	38.716	1	22.073	1		9		9
									2011-06-01T09:00:00.000	1	0001	1	20.508	1	132.539	1	38.716	1	22.363	1		9		9
									2011-06-01T12:00:00.000	1	0001	1	27.539	1	139.922	1	38.726	1	22.666	1		9		9
									2011-06-01T15:00:00.000	1	0001	1	28.125	1	139.219	1	38.733	1	22.528	1		9		9
									2011-06-01T18:00:00.000	1	0001	1	28.418	1	138.164	1	38.735	1	22.191	1		9		9
									2011-06-01T21:00:00.000	1	0001	1	29.883	1	178.945	1	38.726	1	21.994	1		9		9
									2011-06-02T00:00:00.000	1	0001	1	16.113	1	170.156	1	38.723	1	21.875	1		9		9
									2011-06-02T03:00:00.000	1	0001	1	10.254	1	136.055	1	38.730	1	21.809	1		9		9
									2011-06-02T06:00:00.000	1	0001	1	13.770	1	148.711	1	38.728	1	21.783	1		9		9
									2011-06-02T09:00:00.000	1	0001	1	23.438	1	135.703	1	38.735	1	21.974	1		9		9
									2011-06-02T12:00:00.000	1	0001	1	28.125	1	156.797	1	38.733	1	22.152	1		9		9
