
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2009-10-01T00:00:00.000	+22.093667	+36.971333	GN36200910KAL_00003_269_D90	269	340.0	2009-10-01T00:00:00.000	1	0003	1	2.051	1	115.312	3		9	36.504	1	24.824	1		9		9
									2009-10-01T03:00:00.000	1	0003	1	6.445	1	40.430	3		9	36.543	1	24.800	1		9		9
									2009-10-01T06:00:00.000	1	0003	1	2.051	1	146.953	3		9	35.723	1	24.800	1		9		9
									2009-10-01T09:00:00.000	1	0003	1	1.465	1	68.906	3		9	36.143	1	24.849	1		9		9
									2009-10-01T12:00:00.000	1	0003	1	6.445	1	265.430	3		9	35.605	1	24.897	1		9		9
									2009-10-01T15:00:00.000	1	0003	1	12.598	1	269.648	3		9	36.104	1	25.044	1		9		9
									2009-10-01T18:00:00.000	1	0003	1	4.102	1	127.969	3		9	36.484	1	24.897	1		9		9
									2009-10-01T21:00:00.000	1	0003	1	9.082	1	188.086	3		9	36.426	1	24.824	1		9		9
									2009-10-02T00:00:00.000	1	0003	1	4.688	1	71.719	3		9	35.840	1	24.775	1		9		9
									2009-10-02T03:00:00.000	1	0003	1	7.910	1	209.180	3		9	36.436	1	24.727	1		9		9
									2009-10-02T06:00:00.000	1	0003	1	10.254	1	51.680	3		9	35.586	1	24.678	1		9		9
									2009-10-02T09:00:00.000	1	0003	1	12.012	1	213.047	3		9	36.016	1	24.678	1		9		9
									2009-10-02T12:00:00.000	1	0003	1	5.273	1	251.719	1		9	36.309	1	24.800	1		9		9
									2009-10-02T15:00:00.000	1	0003	1	12.598	1	241.172	1		9	36.230	1	24.775	1		9		9
									2009-10-02T18:00:00.000	1	0003	1	14.062	1	232.383	1		9	36.396	1	24.727	1		9		9
									2009-10-02T21:00:00.000	1	0003	1	7.910	1	249.609	1		9	36.426	1	24.702	1		9		9
									2009-10-03T00:00:00.000	1	0003	1	7.617	1	211.289	3		9	36.406	1	24.653	1		9		9
									2009-10-03T03:00:00.000	1	0003	1	2.637	1	20.391	3		9	36.260	1	24.604	1		9		9
									2009-10-03T06:00:00.000	1	0003	1	8.496	1	191.602	3		9	35.576	1	24.580	1		9		9
									2009-10-03T09:00:00.000	1	0003	1	5.566	1	30.234	3		9	35.723	1	24.604	1		9		9
									2009-10-03T12:00:00.000	1	0003	1	12.891	1	49.219	1		9	35.820	1	24.727	1		9		9
									2009-10-03T15:00:00.000	1	0003	1	12.891	1	103.711	1		9	35.820	1	24.727	1		9		9
									2009-10-03T18:00:00.000	1	0003	1	6.445	1	52.383	1		9	36.221	1	24.678	1		9		9
									2009-10-03T21:00:00.000	1	0003	1	15.820	1	54.844	1		9	36.387	1	24.629	1		9		9
									2009-10-04T00:00:00.000	1	0003	1	6.445	1	64.688	1		9	36.377	1	24.604	1		9		9
									2009-10-04T03:00:00.000	1	0003	1	9.668	1	41.133	3		9	36.328	1	24.531	1		9		9
									2009-10-04T06:00:00.000	1	0003	1	5.859	1	140.273	3		9	36.631	1	24.507	1		9		9
									2009-10-04T09:00:00.000	1	0003	1	14.355	1	177.539	1		9	35.576	1	24.556	1		9		9
									2009-10-04T12:00:00.000	1	0003	1	13.477	1	225.000	3		9	35.410	1	24.727	1		9		9
									2009-10-04T15:00:00.000	1	0003	1	9.961	1	80.508	3		9	35.449	1	24.702	1		9		9
									2009-10-04T18:00:00.000	1	0003	1	16.699	1	95.977	1		9	36.348	1	24.653	1		9		9
									2009-10-04T21:00:00.000	1	0003	1	14.355	1	84.727	1		9	36.064	1	24.531	1		9		9
									2009-10-05T00:00:00.000	1	0003	1	6.152	1	82.617	1		9	36.104	1	24.507	1		9		9
									2009-10-05T03:00:00.000	1	0003	1	7.910	1	67.148	1		9	36.104	1	24.507	1		9		9
									2009-10-05T06:00:00.000	1	0003	1	9.082	1	81.211	1		9	35.645	1	24.409	1		9		9
									2009-10-05T09:00:00.000	1	0003	1	10.547	1	84.023	1		9	35.557	1	24.434	1		9		9
									2009-10-05T12:00:00.000	1	0003	1	14.648	1	88.945	1		9	35.840	1	24.482	1		9		9
									2009-10-05T15:00:00.000	1	0003	1	15.527	1	86.484	1		9	36.094	1	24.507	1		9		9
									2009-10-05T18:00:00.000	1	0003	1	12.305	1	90.000	1		9	36.094	1	24.385	1		9		9
									2009-10-05T21:00:00.000	1	0003	1	8.789	1	89.297	1		9	36.152	1	24.385	1		9		9
									2009-10-06T00:00:00.000	1	0003	1	8.789	1	59.414	1		9	36.162	1	24.434	1		9		9
									2009-10-06T03:00:00.000	1	0003	1	6.445	1	131.836	1		9	36.191	1	24.312	1		9		9
									2009-10-06T06:00:00.000	1	0003	1	6.152	1	110.039	1		9	35.625	1	24.336	1		9		9
									2009-10-06T09:00:00.000	1	0003	1	6.738	1	90.703	3		9	35.840	1	24.385	1		9		9
									2009-10-06T12:00:00.000	1	0003	1	8.496	1	255.234	3		9	36.191	1	24.434	1		9		9
									2009-10-06T15:00:00.000	1	0003	1	9.961	1	31.289	3		9	36.182	1	24.385	1		9		9
									2009-10-06T18:00:00.000	1	0003	1	7.617	1	133.594	3		9	36.260	1	24.336	1		9		9
									2009-10-06T21:00:00.000	1	0003	1	9.375	1	77.695	1		9	36.143	1	24.287	1		9		9
									2009-10-07T00:00:00.000	1	0003	1	6.445	1	137.461	1		9	36.064	1	24.287	1		9		9
									2009-10-07T03:00:00.000	1	0003	1	4.395	1	117.773	1		9	36.318	1	24.263	1		9		9
									2009-10-07T06:00:00.000	1	0003	1	7.617	1	135.703	1		9	35.771	1	24.238	1		9		9
									2009-10-07T09:00:00.000	1	0003	1	5.859	1	79.453	1		9	35.840	1	24.287	1		9		9
									2009-10-07T12:00:00.000	1	0003	1	9.668	1	47.109	1		9	36.152	1	24.336	1		9		9
									2009-10-07T15:00:00.000	1	0003	1	13.770	1	0.703	1		9	35.928	1	24.360	1		9		9
									2009-10-07T18:00:00.000	1	0003	1	16.406	1	36.211	3		9	36.260	1	24.165	1		9		9
									2009-10-07T21:00:00.000	1	0003	1	9.082	1	138.516	3		9	36.172	1	24.165	1		9		9
									2009-10-08T00:00:00.000	1	0003	1	5.273	1	123.398	1		9	36.143	1	24.141	1		9		9
									2009-10-08T03:00:00.000	1	0003	1	10.840	1	152.930	3		9	36.055	1	24.141	1		9		9
									2009-10-08T06:00:00.000	1	0003	1	12.598	1	41.133	3		9	34.824	1	24.165	1		9		9
									2009-10-08T09:00:00.000	1	0003	1	12.305	1	53.438	1		9	35.791	1	24.116	1		9		9
									2009-10-08T12:00:00.000	1	0003	1	8.496	1	32.695	1		9	36.152	1	24.263	1		9		9
									2009-10-08T15:00:00.000	1	0003	1	6.738	1	28.828	1		9	36.084	1	24.336	1		9		9
									2009-10-08T18:00:00.000	1	0003	1	12.305	1	103.711	1		9	36.504	1	24.238	1		9		9
									2009-10-08T21:00:00.000	1	0003	1	15.527	1	100.195	1		9	36.357	1	24.214	1		9		9
									2009-10-09T00:00:00.000	1	0003	1	9.082	1	90.703	1		9	36.328	1	24.141	1		9		9
									2009-10-09T03:00:00.000	1	0003	1	11.426	1	129.375	1		9	36.162	1	24.189	1		9		9
									2009-10-09T06:00:00.000	1	0003	1	13.770	1	87.188	1		9	35.459	1	24.116	1		9		9
									2009-10-09T09:00:00.000	1	0003	1	10.840	1	98.789	1		9	35.508	1	24.043	1		9		9
									2009-10-09T12:00:00.000	1	0003	1	12.891	1	115.312	1		9	35.674	1	24.263	1		9		9
									2009-10-09T15:00:00.000	1	0003	1	3.809	1	14.766	3		9	35.566	1	24.312	1		9		9
									2009-10-09T18:00:00.000	1	0003	1	9.082	1	134.648	3		9	36.250	1	24.263	1		9		9
									2009-10-09T21:00:00.000	1	0003	1	7.324	1	112.852	1		9	36.143	1	24.263	1		9		9
									2009-10-10T00:00:00.000	1	0003	1	7.031	1	82.617	1		9	36.055	1	24.214	1		9		9
									2009-10-10T03:00:00.000	1	0003	1	8.203	1	149.766	1		9	36.104	1	24.141	1		9		9
									2009-10-10T06:00:00.000	1	0003	1	5.273	1	99.844	3		9	34.492	1	24.067	1		9		9
									2009-10-10T09:00:00.000	1	0003	1	9.961	1	328.359	3		9	35.127	1	24.116	1		9		9
									2009-10-10T12:00:00.000	1	0003	1	10.547	1	35.156	3		9	35.127	1	24.189	1		9		9
									2009-10-10T15:00:00.000	1	0003	1	7.910	1		9		9	35.762	1	24.214	1		9		9
									2009-10-10T18:00:00.000	1	0003	1	7.617	1	162.773	3		9	36.123	1	24.214	1		9		9
									2009-10-10T21:00:00.000	1	0003	1	11.426	1	67.852	3		9	35.801	1	24.141	1		9		9
									2009-10-11T00:00:00.000	1	0003	1	9.668	1	149.062	3		9	36.064	1	24.189	1		9		9
									2009-10-11T03:00:00.000	1	0003	1	10.254	1	108.984	1		9	35.859	1	24.165	1		9		9
									2009-10-11T06:00:00.000	1	0003	1	11.426	1	48.867	1		9	34.346	1	24.067	1		9		9
									2009-10-11T09:00:00.000	1	0003	1	7.617	1	23.203	1		9	35.947	1	24.043	1		9		9
									2009-10-11T12:00:00.000	1	0003	1	4.395	1	348.047	1		9	35.723	1	24.214	1		9		9
									2009-10-11T15:00:00.000	1	0003	1	8.789	1	26.016	1		9	35.967	1	24.165	1		9		9
									2009-10-11T18:00:00.000	1	0003	1	6.738	1	73.477	1		9	36.064	1	24.067	1		9		9
									2009-10-11T21:00:00.000	1	0003	1	6.738	1	96.680	1		9	35.967	1	24.067	1		9		9
									2009-10-12T00:00:00.000	1	0003	1	12.598	1	164.883	3		9	36.133	1	24.067	1		9		9
									2009-10-12T03:00:00.000	1	0003	1	6.738	1	73.477	3		9	36.064	1	24.019	1		9		9
									2009-10-12T06:00:00.000	1	0003	1	9.375	1	108.281	1		9	33.857	3	24.019	1		9		9
									2009-10-12T09:00:00.000	1	0003	1	3.809	1	31.289	1		9	35.703	1	24.116	1		9		9
									2009-10-12T12:00:00.000	1	0003	1	9.082	1	44.648	1		9	35.166	1	24.165	1		9		9
									2009-10-12T15:00:00.000	1	0003	1	14.355	1	66.797	1		9	35.898	1	24.141	1		9		9
									2009-10-12T18:00:00.000	1	0003	1	9.082	1	68.555	1		9	36.240	1	24.019	1		9		9
									2009-10-12T21:00:00.000	1	0003	1	2.051	1	95.273	1		9	35.850	1	23.994	1		9		9
									2009-10-13T00:00:00.000	1	0003	1	4.102	1	58.008	1		9	35.830	1	23.896	1		9		9
									2009-10-13T03:00:00.000	1	0003	1	10.840	1	52.734	1		9	35.850	1	23.945	1		9		9
									2009-10-13T06:00:00.000	1	0003	1	5.859	1	343.477	3		9	35.703	1	23.872	1		9		9
									2009-10-13T09:00:00.000	1	0003	1	8.496	1	49.922	3		9	35.576	1	23.823	1		9		9
									2009-10-13T12:00:00.000	1	0003	1	7.324	1	254.180	3		9	35.693	1	23.823	1		9		9
