
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	PRES [decibar=10000 pascals]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	TUR4 [N.T.U Nephelo Turb. Unit]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00050	*	2010-07-01T00:00:00.000	+21.596000	+36.825500	GN36201007PYL_00050_269_D90	269	1681.0	2010-07-01T00:00:00.000	1	0050	1		9		9		9	38.662	1	16.194	1		9		9		9
									2010-07-01T03:00:00.000	1	0050	1		9		9		9	38.672	1	16.200	1		9		9		9
									2010-07-01T06:00:00.000	1	0050	1		9		9		9	38.672	1	16.218	1		9		9		9
									2010-07-01T09:00:00.000	1	0050	1		9		9		9	38.711	1	16.450	1		9		9		9
									2010-07-01T12:00:00.000	1	0050	1		9		9		9	38.730	1	16.401	1		9		9		9
									2010-07-01T15:00:00.000	1	0050	1		9		9		9	38.730	1	16.230	1		9		9		9
									2010-07-01T18:00:00.000	1	0050	1		9		9		9	38.730	1	16.389	1		9		9		9
									2010-07-01T21:00:00.000	1	0050	1		9		9		9	38.643	1	16.176	1		9		9		9
									2010-07-02T00:00:00.000	1	0050	1		9		9		9	38.721	1	16.383	1		9		9		9
									2010-07-02T03:00:00.000	1	0050	1		9		9		9	38.682	1	16.420	1		9		9		9
									2010-07-02T06:00:00.000	1	0050	1		9		9		9	38.799	1	16.487	1		9		9		9
									2010-07-02T09:00:00.000	1	0050	1		9		9		9	38.740	1	16.407	1		9		9		9
									2010-07-02T12:00:00.000	1	0050	1		9		9		9	38.760	1	16.395	1		9		9		9
									2010-07-02T15:00:00.000	1	0050	1		9		9		9	38.760	1	16.743	1		9		9		9
									2010-07-02T18:00:00.000	1	0050	1		9		9		9	38.662	1	16.517	1		9		9		9
									2010-07-02T21:00:00.000	1	0050	1		9		9		9	38.691	1	16.493	1		9		9		9
									2010-07-03T00:00:00.000	1	0050	1		9		9		9	38.848	1	16.914	1		9		9		9
									2010-07-03T03:00:00.000	1	0050	1		9		9		9	38.887	1	17.000	1		9		9		9
									2010-07-03T06:00:00.000	1	0050	1		9		9		9	38.896	1	16.902	1		9		9		9
									2010-07-03T09:00:00.000	1	0050	1		9		9		9	38.643	1	16.334	1		9		9		9
									2010-07-03T12:00:00.000	1	0050	1		9		9		9	38.662	1	16.365	1		9		9		9
									2010-07-03T15:00:00.000	1	0050	1		9		9		9	38.779	1	16.603	1		9		9		9
									2010-07-03T18:00:00.000	1	0050	1		9		9		9	38.750	1	16.450	1		9		9		9
									2010-07-03T21:00:00.000	1	0050	1		9		9		9	38.809	1	16.835	1		9		9		9
									2010-07-04T00:00:00.000	1	0050	1		9		9		9	38.857	1	16.957	1		9		9		9
									2010-07-04T03:00:00.000	1	0050	1		9		9		9	38.779	1	16.584	1		9		9		9
									2010-07-04T06:00:00.000	1	0050	1		9		9		9	38.848	1	17.024	1		9		9		9
									2010-07-04T09:00:00.000	1	0050	1		9		9		9	38.789	1	16.536	1		9		9		9
									2010-07-04T12:00:00.000	1	0050	1		9		9		9	38.789	1	16.780	1		9		9		9
									2010-07-04T15:00:00.000	1	0050	1		9		9		9	38.770	1	16.713	1		9		9		9
									2010-07-04T18:00:00.000	1	0050	1		9		9		9	38.828	1	16.597	1		9		9		9
									2010-07-04T21:00:00.000	1	0050	1		9		9		9	38.711	1	16.389	1		9		9		9
									2010-07-05T00:00:00.000	1	0050	1		9		9		9	38.691	1	16.469	1		9		9		9
									2010-07-05T03:00:00.000	1	0050	1		9		9		9	38.691	1	16.420	1		9		9		9
									2010-07-05T06:00:00.000	1	0050	1		9		9		9	38.887	1	16.938	1		9		9		9
									2010-07-05T09:00:00.000	1	0050	1		9		9		9	38.916	1	16.938	1		9		9		9
									2010-07-05T12:00:00.000	1	0050	1		9		9		9	38.906	1	16.987	1		9		9		9
									2010-07-05T15:00:00.000	1	0050	1		9		9		9	38.916	1	16.938	1		9		9		9
									2010-07-05T18:00:00.000	1	0050	1		9		9		9	38.906	1	16.945	1		9		9		9
									2010-07-05T21:00:00.000	1	0050	1		9		9		9	38.906	1	16.993	1		9		9		9
									2010-07-06T00:00:00.000	1	0050	1		9		9		9	38.916	1	17.152	1		9		9		9
									2010-07-06T03:00:00.000	1	0050	1		9		9		9	38.926	1	17.006	1		9		9		9
									2010-07-06T06:00:00.000	1	0050	1		9		9		9	38.926	1	16.920	1		9		9		9
									2010-07-06T09:00:00.000	1	0050	1		9		9		9	38.926	1	16.780	1		9		9		9
									2010-07-06T12:00:00.000	1	0050	1		9		9		9	38.926	3	16.902	1		9		9		9
									2010-07-06T15:00:00.000	1	0050	1		9		9		9	38.926	3	16.908	1		9		9		9
									2010-07-06T18:00:00.000	1	0050	1		9		9		9	38.857	1	16.890	1		9		9		9
									2010-07-06T21:00:00.000	1	0050	1		9		9		9	38.906	1	17.042	1		9		9		9
									2010-07-07T00:00:00.000	1	0050	1		9		9		9	38.770	1	16.505	1		9		9		9
									2010-07-07T03:00:00.000	1	0050	1		9		9		9	38.818	1	16.530	1		9		9		9
									2010-07-07T06:00:00.000	1	0050	1		9		9		9	38.818	1	16.407	1		9		9		9
									2010-07-07T09:00:00.000	1	0050	1		9		9		9	38.818	1	16.469	1		9		9		9
									2010-07-07T12:00:00.000	1	0050	1		9		9		9	38.848	1	16.676	1		9		9		9
									2010-07-07T15:00:00.000	1	0050	1		9		9		9	38.916	1	16.798	1		9		9		9
									2010-07-07T18:00:00.000	1	0050	1		9		9		9	38.916	1	16.914	1		9		9		9
									2010-07-07T21:00:00.000	1	0050	1		9		9		9	38.936	1	16.981	1		9		9		9
									2010-07-08T00:00:00.000	1	0050	1		9		9		9	38.936	1	16.847	1		9		9		9
									2010-07-08T03:00:00.000	1	0050	1		9		9		9	38.936	1	16.914	1		9		9		9
									2010-07-08T06:00:00.000	1	0050	1		9		9		9	38.916	1	16.871	1		9		9		9
									2010-07-08T09:00:00.000	1	0050	1		9		9		9	38.936	1	17.073	1		9		9		9
									2010-07-08T12:00:00.000	1	0050	1		9		9		9	38.936	1	17.085	1		9		9		9
									2010-07-08T15:00:00.000	1	0050	1		9		9		9	38.916	1	16.902	1		9		9		9
									2010-07-08T18:00:00.000	1	0050	1		9		9		9	38.916	1	16.847	1		9		9		9
									2010-07-08T21:00:00.000	1	0050	1		9		9		9	38.965	1	16.963	1		9		9		9
									2010-07-09T00:00:00.000	1	0050	1		9		9		9	38.906	1	16.884	1		9		9		9
									2010-07-09T03:00:00.000	1	0050	1		9		9		9	38.916	1	16.865	1		9		9		9
									2010-07-09T06:00:00.000	1	0050	1		9		9		9	38.750	1	16.212	1		9		9		9
									2010-07-09T09:00:00.000	1	0050	1		9		9		9	38.750	1	16.212	1		9		9		9
									2010-07-09T12:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-09T15:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-09T18:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-09T21:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T00:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T03:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T06:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T09:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T12:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T15:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T18:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-10T21:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T00:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T03:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T06:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T09:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T12:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T15:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T18:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-11T21:00:00.000	1	0050	1		9		9		9		9		9		9		9		9
									2010-07-12T00:00:00.000	1	0050	1		9		9		9	38.672	1	16.639	1		9		9		9
									2010-07-12T03:00:00.000	1	0050	1		9		9		9	38.887	1	16.792	1		9		9		9
									2010-07-12T06:00:00.000	1	0050	1		9		9		9	38.828	1	16.810	1		9		9		9
									2010-07-12T09:00:00.000	1	0050	1		9		9		9	38.701	1	16.603	1		9		9		9
									2010-07-12T12:00:00.000	1	0050	1		9		9		9	38.789	1	16.353	1		9		9		9
									2010-07-12T15:00:00.000	1	0050	1		9		9		9	38.701	1	16.505	1		9		9		9
									2010-07-12T18:00:00.000	1	0050	1		9		9		9	38.711	1	16.584	1		9		9		9
									2010-07-12T21:00:00.000	1	0050	1		9		9		9	38.691	1	16.761	1		9		9		9
									2010-07-13T00:00:00.000	1	0050	1		9		9		9	38.730	1	16.713	1		9		9		9
									2010-07-13T03:00:00.000	1	0050	1		9		9		9	38.760	1	16.945	1		9		9		9
									2010-07-13T06:00:00.000	1	0050	1		9		9		9	38.818	1	16.896	1		9		9		9
									2010-07-13T09:00:00.000	1	0050	1		9		9		9	38.809	1	16.993	1		9		9		9
									2010-07-13T12:00:00.000	1	0050	1		9		9		9	38.809	1	16.749	1		9		9		9
									2010-07-13T15:00:00.000	1	0050	1		9		9		9	38.779	1	16.963	1		9		9		9
									2010-07-13T18:00:00.000	1	0050	1		9		9		9	38.789	1	16.749	1		9		9		9
									2010-07-13T21:00:00.000	1	0050	1		9		9		9	38.799	1	16.835	1		9		9		9
									2010-07-14T00:00:00.000	1	0050	1		9		9		9	38.848	1	16.969	1		9		9		9
									2010-07-14T03:00:00.000	1	0050	1		9		9		9	38.818	1	16.865	1		9		9		9
									2010-07-14T06:00:00.000	1	0050	1		9		9		9	38.809	1	16.670	1		9		9		9
									2010-07-14T09:00:00.000	1	0050	1		9		9		9	38.711	1	16.499	1		9		9		9
									2010-07-14T12:00:00.000	1	0050	1		9		9		9	38.594	1	16.261	1		9		9		9
									2010-07-14T15:00:00.000	1	0050	1		9		9		9	38.711	1	16.633	1		9		9		9
									2010-07-14T18:00:00.000	1	0050	1		9		9		9	38.740	1	16.639	1		9		9		9
									2010-07-14T21:00:00.000	1	0050	1		9		9		9	38.867	1	16.896	1		9		9		9
									2010-07-15T00:00:00.000	1	0050	1		9		9		9	38.799	1	16.749	1		9		9		9
									2010-07-15T03:00:00.000	1	0050	1		9		9		9	38.809	1	16.713	1		9		9		9
									2010-07-15T06:00:00.000	1	0050	1		9		9		9	38.779	1	16.755	1		9		9		9
									2010-07-15T09:00:00.000	1	0050	1		9		9		9	38.809	1	16.694	1		9		9		9
									2010-07-15T12:00:00.000	1	0050	1		9		9		9	38.789	1	16.731	1		9		9		9
									2010-07-15T15:00:00.000	1	0050	1		9		9		9	38.760	1	16.670	1		9		9		9
									2010-07-15T18:00:00.000	1	0050	1		9		9		9	38.740	1	16.737	1		9		9		9
									2010-07-15T21:00:00.000	1	0050	1		9		9		9	38.750	1	16.707	1		9		9		9
									2010-07-16T00:00:00.000	1	0050	1		9		9		9	38.750	1	16.725	1		9		9		9
									2010-07-16T03:00:00.000	1	0050	1		9		9		9	38.750	1	16.646	1		9		9		9
									2010-07-16T06:00:00.000	1	0050	1		9		9		9	38.760	1	16.603	1		9		9		9
									2010-07-16T09:00:00.000	1	0050	1		9		9		9	38.789	1	16.603	1		9		9		9
									2010-07-16T12:00:00.000	1	0050	1		9		9		9	38.730	1	16.414	1		9		9		9
									2010-07-16T15:00:00.000	1	0050	1		9		9		9	38.564	1	16.188	1		9		9		9
									2010-07-16T18:00:00.000	1	0050	1		9		9		9	38.682	1	16.548	1		9		9		9
									2010-07-16T21:00:00.000	1	0050	1		9		9		9	38.574	1	16.389	1		9		9		9
									2010-07-17T00:00:00.000	1	0050	1		9		9		9	38.652	1	16.432	1		9		9		9
									2010-07-17T03:00:00.000	1	0050	1		9		9		9	38.633	1	16.371	1		9		9		9
									2010-07-17T06:00:00.000	1	0050	1		9		9		9	38.652	1	16.407	1		9		9		9
									2010-07-17T09:00:00.000	1	0050	1		9		9		9	38.604	1	16.499	1		9		9		9
									2010-07-17T12:00:00.000	1	0050	1		9		9		9	38.672	1	16.603	1		9		9		9
									2010-07-17T15:00:00.000	1	0050	1		9		9		9	38.662	1	16.469	1		9		9		9
									2010-07-17T18:00:00.000	1	0050	1		9		9		9	38.643	1	16.450	1		9		9		9
									2010-07-17T21:00:00.000	1	0050	1		9		9		9	38.535	1	16.316	1		9		9		9
									2010-07-18T00:00:00.000	1	0050	1		9		9		9	38.525	1	16.237	1		9		9		9
									2010-07-18T03:00:00.000	1	0050	1		9		9		9	38.535	1	16.230	1		9		9		9
									2010-07-18T06:00:00.000	1	0050	1		9		9		9	38.545	1	16.108	1		9		9		9
									2010-07-18T09:00:00.000	1	0050	1		9		9		9	38.604	1	16.316	1		9		9		9
									2010-07-18T12:00:00.000	1	0050	1		9		9		9	38.633	1	16.365	1		9		9		9
									2010-07-18T15:00:00.000	1	0050	1		9		9		9	38.574	1	16.041	1		9		9		9
									2010-07-18T18:00:00.000	1	0050	1		9		9		9	38.584	1	16.243	1		9		9		9
