
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2010-03-01T00:00:00.000	+21.596000	+36.825500	GN36201003PYL_00001_269_D90	269	1681.0	2010-03-01T00:00:00.000	1	0001	1	2.930	1	150.820	1	38.076	1	15.663	1		9		9
									2010-03-01T03:00:00.000	1	0001	1	4.395	1	157.148	1	38.057	1	15.663	1		9		9
									2010-03-01T06:00:00.000	1	0001	1	5.859	1	166.992	1	38.047	1	15.669	1		9		9
									2010-03-01T09:00:00.000	1	0001	1	4.395	1	182.461	3	38.057	1	15.767	1		9		9
									2010-03-01T12:00:00.000	1	0001	1	4.395	1	345.938	3	38.047	1	15.999	1		9		9
									2010-03-01T15:00:00.000	1	0001	1	2.051	1	68.906	3	38.076	1	15.822	1		9		9
									2010-03-01T18:00:00.000	1	0001	1	2.637	1	148.711	3	38.066	1	15.767	1		9		9
									2010-03-01T21:00:00.000	1	0001	1	1.465	1	208.125	1	38.057	1	15.724	1		9		9
									2010-03-02T00:00:00.000	1	0001	1	2.051	1	168.750	1	38.057	1	15.687	1		9		9
									2010-03-02T03:00:00.000	1	0001	1	8.789	1	180.000	1	38.047	1	15.657	1		9		9
									2010-03-02T06:00:00.000	1	0001	1	11.133	1	161.719	1	38.047	1	15.632	1		9		9
									2010-03-02T09:00:00.000	1	0001	1	21.387	1	165.234	1	38.047	1	15.657	1		9		9
									2010-03-02T12:00:00.000	1	0001	1	26.074	1	173.672	1	38.037	1	15.706	1		9		9
