
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2010-08-01T00:00:00.000	+21.596000	+36.825500	GN36201008PYL_00001_269_D90	269	1681.0	2010-08-01T00:00:00.000	1	0001	1	16.699	1	58.008	1		9		9		9		9
									2010-08-01T03:00:00.000	1	0001	1	13.477	1	81.914	1		9		9		9		9
									2010-08-01T06:00:00.000	1	0001	1	11.133	1	107.227	1		9		9		9		9
									2010-08-01T09:00:00.000	1	0001	1	23.730	1	85.781	1		9		9		9		9
									2010-08-01T12:00:00.000	1	0001	1	35.156	1	49.570	1		9		9		9		9
									2010-08-01T15:00:00.000	1	0001	1	21.680	1	80.859	1		9		9		9		9
									2010-08-01T18:00:00.000	1	0001	1	21.973	1	72.070	1		9		9		9		9
									2010-08-01T21:00:00.000	1	0001	1	18.457	1	34.102	1		9		9		9		9
									2010-08-02T00:00:00.000	1	0001	1	6.738	1	314.297	3		9		9		9		9
									2010-08-02T03:00:00.000	1	0001	1	14.648	1	243.281	1		9		9		9		9
									2010-08-02T06:00:00.000	1	0001	1	22.559	1	255.586	1		9		9		9		9
									2010-08-02T09:00:00.000	1	0001	1	27.539	1	249.609	1		9		9		9		9
									2010-08-02T12:00:00.000	1	0001	1	24.902	1	226.055	3		9		9		9		9
									2010-08-02T15:00:00.000	1	0001	1	13.184	1	40.781	3		9		9		9		9
									2010-08-02T18:00:00.000	1	0001	1	2.930	1	299.180	3		9		9		9		9
									2010-08-02T21:00:00.000	1	0001	1	20.215	1	238.359	3		9		9		9		9
									2010-08-03T00:00:00.000	1	0001	1	20.508	1	233.789	1		9		9		9		9
									2010-08-03T03:00:00.000	1	0001	1	24.902	1	245.742	1		9		9		9		9
									2010-08-03T06:00:00.000	1	0001	1	23.438	1	224.297	3		9		9		9		9
									2010-08-03T09:00:00.000	1	0001	1	18.457	1	66.797	3		9		9		9		9
									2010-08-03T12:00:00.000	1	0001	1	15.527	1	61.523	1		9		9		9		9
									2010-08-03T15:00:00.000	1	0001	1	4.688	1	138.516	3		9		9		9		9
									2010-08-03T18:00:00.000	1	0001	1	15.820	1	201.445	1		9		9		9		9
									2010-08-03T21:00:00.000	1	0001	1	26.953	1	207.422	1		9		9		9		9
									2010-08-04T00:00:00.000	1	0001	1	29.004	1	200.039	1		9		9		9		9
									2010-08-04T03:00:00.000	1	0001	1	18.750	1	94.570	1		9		9		9		9
									2010-08-04T06:00:00.000	1	0001	1	17.871	1	84.727	1		9		9		9		9
									2010-08-04T09:00:00.000	1	0001	1	18.750	1	81.914	1		9		9		9		9
									2010-08-04T12:00:00.000	1	0001	1	9.961	1	111.445	1		9		9		9		9
									2010-08-04T15:00:00.000	1	0001	1	18.750	1	149.766	1		9		9		9		9
									2010-08-04T18:00:00.000	1	0001	1	24.023	1	197.227	3		9		9		9		9
									2010-08-04T21:00:00.000	1	0001	1	17.871	1	95.273	3		9		9		9		9
									2010-08-05T00:00:00.000	1	0001	1	12.305	1	107.930	1		9		9		9		9
									2010-08-05T03:00:00.000	1	0001	1	13.770	1	158.555	3		9		9		9		9
									2010-08-05T06:00:00.000	1	0001	1	9.668	1	236.250	3		9		9		9		9
									2010-08-05T09:00:00.000	1	0001	1	9.375	1	31.641	3		9		9		9		9
									2010-08-05T12:00:00.000	1	0001	1	19.336	1	197.578	3		9		9		9		9
									2010-08-05T15:00:00.000	1	0001	1	24.023	1	201.445	1		9		9		9		9
									2010-08-05T18:00:00.000	1	0001	1	23.438	1	198.633	3		9		9		9		9
									2010-08-05T21:00:00.000	1	0001	1	15.234	1	52.383	3		9		9		9		9
									2010-08-06T00:00:00.000	1	0001	1	4.395	1	30.234	3		9		9		9		9
									2010-08-06T03:00:00.000	1	0001	1	5.566	1	271.055	3		9		9		9		9
									2010-08-06T06:00:00.000	1	0001	1	9.082	1	209.531	3		9		9		9		9
									2010-08-06T09:00:00.000	1	0001	1	7.910	1	123.047	3		9		9		9		9
									2010-08-06T12:00:00.000	1	0001	1	20.801	1	48.164	1		9		9		9		9
									2010-08-06T15:00:00.000	1	0001	1	20.801	1	79.805	1		9		9		9		9
									2010-08-06T18:00:00.000	1	0001	1	21.973	1	74.883	1		9		9		9		9
									2010-08-06T21:00:00.000	1	0001	1	14.941	1	78.750	1		9		9		9		9
									2010-08-08T00:00:00.000	1	0001	1	7.910	1	117.070	1		9		9		9		9
									2010-08-08T03:00:00.000	1	0001	1	9.082	1	109.688	1		9		9		9		9
									2010-08-08T06:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-08T09:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-08T12:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-08T15:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-08T18:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-08T21:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T00:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T03:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T06:00:00.000	1	0001	1	13.184	1	161.367	1		9		9		9		9
									2010-08-09T09:00:00.000	1	0001	1	16.992	1	142.734	1		9		9		9		9
									2010-08-09T12:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T15:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T18:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-09T21:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-10T00:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-10T03:00:00.000	1	0001	1	10.547	1	213.047	1		9		9		9		9
									2010-08-10T06:00:00.000	1	0001	1	19.629	1	209.883	1		9		9		9		9
									2010-08-10T09:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-10T12:00:00.000	1	0001	1		9		9		9		9		9		9
									2010-08-10T15:00:00.000	1	0001	1		9		9		9		9		9		9
