
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2009-07-01T00:00:00.000	+22.093667	+36.971333	GN36200907KAL_00003_269_D90	269	340.0	2009-07-01T00:00:00.000	1	0003	1	10.840	1	224.648	3		9	38.623	1	23.530	1		9		9
									2009-07-01T03:00:00.000	1	0003	1	3.809	1	119.883	3		9	38.545	1	23.799	1		9		9
									2009-07-01T06:00:00.000	1	0003	1	6.738	1	41.484	3		9	38.516	1	23.774	1		9		9
									2009-07-01T09:00:00.000	1	0003	1	1.465	1	90.000	3		9	38.594	1	23.677	1		9		9
									2009-07-01T12:00:00.000	1	0003	1	18.164	1	276.680	3		9	38.623	1	23.848	1		9		9
									2009-07-01T15:00:00.000	1	0003	1	13.184	1	307.617	1		9	38.594	1	23.896	1		9		9
									2009-07-01T18:00:00.000	1	0003	1	9.082	1	34.805	3		9	38.613	1	23.896	1		9		9
									2009-07-01T21:00:00.000	1	0003	1	10.547	1	190.898	3		9	38.643	1	23.921	1		9		9
									2009-07-02T00:00:00.000	1	0003	1	12.305	1	211.992	1		9	38.633	1	23.921	1		9		9
									2009-07-02T03:00:00.000	1	0003	1	12.305	1	211.641	1		9	38.564	1	24.019	1		9		9
									2009-07-02T06:00:00.000	1	0003	1	7.617	1	331.172	3		9	38.564	1	23.848	1		9		9
									2009-07-02T09:00:00.000	1	0003	1	9.961	1	250.312	3		9	38.564	1	23.726	1		9		9
									2009-07-02T12:00:00.000	1	0003	1	3.516	1	342.070	3		9	38.604	1	23.677	1		9		9
									2009-07-02T15:00:00.000	1	0003	1	12.305	1	22.852	1		9	38.594	1	24.336	1		9		9
									2009-07-02T18:00:00.000	1	0003	1	9.082	1	95.625	3		9	38.643	1	23.970	1		9		9
									2009-07-02T21:00:00.000	1	0003	1	14.355	1	152.227	1		9	38.604	1	24.043	1		9		9
									2009-07-03T00:00:00.000	1	0003	1	5.273	1	114.609	3		9	38.643	1	23.994	1		9		9
									2009-07-03T03:00:00.000	1	0003	1	4.395	1	2.812	3		9	38.691	1	23.481	1		9		9
									2009-07-03T06:00:00.000	1	0003	1	5.566	1	29.531	3		9	38.613	1	23.579	1		9		9
									2009-07-03T09:00:00.000	1	0003	1	8.789	1	241.523	3		9	38.555	1	23.677	1		9		9
									2009-07-03T12:00:00.000	1	0003	1	4.688	1	293.203	3		9	38.555	1	23.945	1		9		9
									2009-07-03T15:00:00.000	1	0003	1	7.617	1	82.617	3		9	38.633	1	24.067	1		9		9
									2009-07-03T18:00:00.000	1	0003	1	21.680	1	152.930	1		9	38.516	1	24.214	1		9		9
									2009-07-03T21:00:00.000	1	0003	1	16.992	1	144.141	1		9	38.574	1	23.896	1		9		9
									2009-07-04T00:00:00.000	1	0003	1	16.992	1	187.031	1		9	38.633	1	23.652	1		9		9
									2009-07-04T03:00:00.000	1	0003	1	12.305	1	138.164	1		9	38.535	1	23.286	1		9		9
									2009-07-04T06:00:00.000	1	0003	1	20.801	1	151.172	1		9	38.516	1	22.554	1		9		9
									2009-07-04T09:00:00.000	1	0003	1	24.023	1	172.617	1		9	38.525	1	23.018	1		9		9
									2009-07-04T12:00:00.000	1	0003	1	13.184	1	183.516	3		9	38.525	3	23.335	1		9		9
									2009-07-04T15:00:00.000	1	0003	1	14.648	1	44.648	3		9	38.672	1	24.214	1		9		9
									2009-07-04T18:00:00.000	1	0003	1	28.125	1	118.477	1		9	38.574	1	24.312	1		9		9
									2009-07-04T21:00:00.000	1	0003	1	23.438	1	140.625	1		9	38.574	1	23.652	1		9		9
									2009-07-05T00:00:00.000	1	0003	1	13.770	1	170.156	1		9	38.623	1	22.920	1		9		9
									2009-07-05T03:00:00.000	1	0003	1	12.012	1	132.891	1		9	38.506	1	22.383	1		9		9
									2009-07-05T06:00:00.000	1	0003	1	14.648	1	86.484	3		9	38.604	1	21.943	1		9		9
									2009-07-05T09:00:00.000	1	0003	1	14.941	1	334.688	3		9	38.574	1	21.870	1		9		9
									2009-07-05T12:00:00.000	1	0003	1	7.617	1	115.312	3		9	38.545	1	23.018	1		9		9
									2009-07-05T15:00:00.000	1	0003	1	12.598	1	63.281	3		9	38.389	1	23.848	1		9		9
									2009-07-05T18:00:00.000	1	0003	1	27.832	1	147.305	1		9	38.408	1	23.921	1		9		9
									2009-07-05T21:00:00.000	1	0003	1	18.164	1	180.000	1		9	38.506	1	22.944	1		9		9
									2009-07-06T00:00:00.000	1	0003	1	5.273	1	210.938	1		9	38.535	1	22.578	1		9		9
									2009-07-06T03:00:00.000	1	0003	1	5.859	1	123.750	1		9	38.633	1	21.943	1		9		9
									2009-07-06T06:00:00.000	1	0003	1	13.770	1	99.844	1		9	38.223	1	20.967	1		9		9
									2009-07-06T09:00:00.000	1	0003	1	11.133	1	108.984	1		9	38.545	1	22.139	1		9		9
									2009-07-06T12:00:00.000	1	0003	1	10.547	1	131.133	1		9	38.477	1	22.749	1		9		9
									2009-07-06T15:00:00.000	1	0003	1	11.133	1	167.344	1		9	38.389	1	23.481	1		9		9
									2009-07-06T18:00:00.000	1	0003	1	10.254	1	144.492	1		9	38.506	1	23.335	1		9		9
									2009-07-06T21:00:00.000	1	0003	1	16.113	1	177.539	1		9	38.389	1	22.920	1		9		9
									2009-07-07T00:00:00.000	1	0003	1	12.598	1	169.805	1		9	38.389	1	22.822	1		9		9
									2009-07-07T03:00:00.000	1	0003	1	8.496	1	105.117	1		9	38.428	1	21.235	1		9		9
									2009-07-07T06:00:00.000	1	0003	1	9.082	1	72.070	1		9	38.281	1	21.382	1		9		9
									2009-07-07T09:00:00.000	1	0003	1	9.668	1	123.750	3		9	38.545	1	22.236	1		9		9
									2009-07-07T12:00:00.000	1	0003	1	7.324	1	218.320	3		9	38.389	1	22.554	1		9		9
