
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	PRES [decibar=10000 pascals]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	TUR4 [N.T.U Nephelo Turb. Unit]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00020	*	2011-12-01T00:00:00.000	+21.596000	+36.825500	GN36201112PYL_00020_269_D90	269	1681.0	2011-12-01T00:00:00.000	1	0020	1		9		9		9	38.878	1	19.492	1		9		9		9
									2011-12-01T03:00:00.000	1	0020	1		9		9		9	38.878	1	19.473	1		9		9		9
									2011-12-01T06:00:00.000	1	0020	1		9		9		9	38.878	1	19.463	1		9		9		9
									2011-12-01T09:00:00.000	1	0020	1		9		9		9	38.879	1	19.453	1		9		9		9
									2011-12-01T12:00:00.000	1	0020	1		9		9		9	38.878	1	19.453	1		9		9		9
									2011-12-01T15:00:00.000	1	0020	1		9		9		9	38.876	1	19.458	1		9		9		9
									2011-12-01T18:00:00.000	1	0020	1		9		9		9	38.876	1	19.453	1		9		9		9
									2011-12-01T21:00:00.000	1	0020	1		9		9		9	38.850	1	19.277	1		9		9		9
									2011-12-02T00:00:00.000	1	0020	1		9		9		9	38.846	1	19.175	1		9		9		9
									2011-12-02T03:00:00.000	1	0020	1		9		9		9	38.853	1	19.194	1		9		9		9
									2011-12-02T06:00:00.000	1	0020	1		9		9		9	38.854	1	19.224	1		9		9		9
									2011-12-02T09:00:00.000	1	0020	1		9		9		9	38.852	1	19.185	1		9		9		9
									2011-12-02T12:00:00.000	1	0020	1		9		9		9	38.837	1	19.160	1		9		9		9
									2011-12-02T15:00:00.000	1	0020	1		9		9		9	38.828	1	19.165	1		9		9		9
									2011-12-02T18:00:00.000	1	0020	1		9		9		9	38.819	1	19.150	1		9		9		9
									2011-12-02T21:00:00.000	1	0020	1		9		9		9	38.822	1	19.150	1		9		9		9
									2011-12-03T00:00:00.000	1	0020	1		9		9		9	38.821	1	19.131	1		9		9		9
									2011-12-03T03:00:00.000	1	0020	1		9		9		9	38.838	1	19.150	1		9		9		9
									2011-12-03T06:00:00.000	1	0020	1		9		9		9	38.859	1	19.209	1		9		9		9
									2011-12-03T09:00:00.000	1	0020	1		9		9		9	38.859	1	19.229	1		9		9		9
									2011-12-03T12:00:00.000	1	0020	1		9		9		9	38.860	1	19.243	1		9		9		9
									2011-12-03T15:00:00.000	1	0020	1		9		9		9	38.863	1	19.277	1		9		9		9
									2011-12-03T18:00:00.000	1	0020	1		9		9		9	38.862	1	19.282	1		9		9		9
									2011-12-03T21:00:00.000	1	0020	1		9		9		9	38.862	1	19.287	1		9		9		9
									2011-12-04T00:00:00.000	1	0020	1		9		9		9	38.863	3	19.297	1		9		9		9
									2011-12-04T03:00:00.000	1	0020	1		9		9		9	38.859	1	19.282	1		9		9		9
									2011-12-04T06:00:00.000	1	0020	1		9		9		9	38.859	1	19.287	1		9		9		9
									2011-12-04T09:00:00.000	1	0020	1		9		9		9	38.854	1	19.258	1		9		9		9
									2011-12-04T12:00:00.000	1	0020	1		9		9		9	38.862	1	19.253	1		9		9		9
									2011-12-04T15:00:00.000	1	0020	1		9		9		9	38.863	1	19.263	1		9		9		9
									2011-12-04T18:00:00.000	1	0020	1		9		9		9	38.860	1	19.282	1		9		9		9
									2011-12-04T21:00:00.000	1	0020	1		9		9		9	38.857	1	19.292	1		9		9		9
									2011-12-05T00:00:00.000	1	0020	1		9		9		9	38.853	1	19.277	1		9		9		9
									2011-12-05T03:00:00.000	1	0020	1		9		9		9	38.849	1	19.268	1		9		9		9
									2011-12-05T06:00:00.000	1	0020	1		9		9		9	38.853	1	19.263	1		9		9		9
									2011-12-05T09:00:00.000	1	0020	1		9		9		9	38.856	1	19.272	1		9		9		9
									2011-12-05T12:00:00.000	1	0020	1		9		9		9	38.857	1	19.272	1		9		9		9
									2011-12-05T15:00:00.000	1	0020	1		9		9		9	38.862	1	19.297	1		9		9		9
									2011-12-05T18:00:00.000	1	0020	1		9		9		9	38.856	1	19.268	1		9		9		9
									2011-12-05T21:00:00.000	1	0020	1		9		9		9	38.853	1	19.243	1		9		9		9
									2011-12-06T00:00:00.000	1	0020	1		9		9		9	38.853	1	19.243	1		9		9		9
									2011-12-06T03:00:00.000	1	0020	1		9		9		9	38.854	1	19.229	1		9		9		9
									2011-12-06T06:00:00.000	1	0020	1		9		9		9	38.854	3	19.219	1		9		9		9
									2011-12-06T09:00:00.000	1	0020	1		9		9		9	38.854	3	19.214	1		9		9		9
									2011-12-06T12:00:00.000	1	0020	1		9		9		9	38.854	3	19.214	1		9		9		9
									2011-12-06T15:00:00.000	1	0020	1		9		9		9	38.856	1	19.214	1		9		9		9
									2011-12-06T18:00:00.000	1	0020	1		9		9		9	38.857	1	19.204	1		9		9		9
									2011-12-06T21:00:00.000	1	0020	1		9		9		9	38.857	1	19.175	1		9		9		9
									2011-12-07T00:00:00.000	1	0020	1		9		9		9	38.854	1	19.160	1		9		9		9
									2011-12-07T03:00:00.000	1	0020	1		9		9		9	38.850	1	19.150	1		9		9		9
									2011-12-07T06:00:00.000	1	0020	1		9		9		9	38.816	1	19.106	1		9		9		9
									2011-12-07T09:00:00.000	1	0020	1		9		9		9	38.818	1	19.106	1		9		9		9
									2011-12-07T12:00:00.000	1	0020	1		9		9		9	38.818	1	19.097	1		9		9		9
