
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2008-10-01T00:00:00.000	+21.596000	+36.825500	GN36200810PYL_00001_269_D90	269	1681.0	2008-10-01T00:00:00.000	1	0001	1	13.477	1	345.586	1	34.053	1	23.091	1		9		9
									2008-10-01T03:00:00.000	1	0001	1	14.941	1	13.711	1	33.926	1	23.115	1		9		9
									2008-10-01T06:00:00.000	1	0001	1	11.133	1	13.711	1	33.916	1	23.091	1		9		9
									2008-10-01T09:00:00.000	1	0001	1	13.184	1	2.461	1	33.730	1	23.042	1		9		9
									2008-10-01T12:00:00.000	1	0001	1	15.527	1	337.148	1	33.838	1	23.066	1		9		9
									2008-10-01T15:00:00.000	1	0001	1	19.922	1	332.578	1	33.750	1	23.164	1		9		9
									2008-10-01T18:00:00.000	1	0001	1	27.246	1	337.500	1	33.916	1	23.018	1		9		9
									2008-10-01T21:00:00.000	1	0001	1	26.953	1	350.156	1	33.135	1	23.042	1		9		9
									2008-10-02T00:00:00.000	1	0001	1	20.801	1	349.805	1	33.301	1	22.944	1		9		9
									2008-10-02T03:00:00.000	1	0001	1	22.266	1	342.070	1	33.906	1	22.749	1		9		9
									2008-10-02T06:00:00.000	1	0001	1	12.305	1	301.641	3	33.242	1	22.505	1		9		9
									2008-10-02T09:00:00.000	1	0001	1	12.012	1	253.828	3	33.799	1	22.603	1		9		9
									2008-10-02T12:00:00.000	1	0001	1	19.043	1	322.383	3	33.799	1	22.725	1		9		9
									2008-10-02T15:00:00.000	1	0001	1	22.852	1	315.000	1	33.594	1	22.896	1		9		9
									2008-10-02T18:00:00.000	1	0001	1	28.125	1	339.609	1	33.457	1	22.920	1		9		9
									2008-10-02T21:00:00.000	1	0001	1	12.305	1	11.953	3	33.594	1	22.847	1		9		9
									2008-10-03T00:00:00.000	1	0001	1	14.941	1	17.930	1	33.428	1	22.676	1		9		9
									2008-10-03T03:00:00.000	1	0001	1	18.457	1	324.141	3	32.275	2	22.627	1		9		9
									2008-10-03T06:00:00.000	1	0001	1	17.285	1	339.609	1	33.701	1	22.578	1		9		9
									2008-10-03T09:00:00.000	1	0001	1	29.004	1	343.477	1	33.604	1	22.700	1		9		9
									2008-10-03T12:00:00.000	1	0001	1	27.246	1	9.141	1	33.613	1	23.188	1		9		9
									2008-10-03T15:00:00.000	1	0001	1	16.699	1	18.281	1	34.209	1	23.408	1		9		9
									2008-10-03T18:00:00.000	1	0001	1	15.234	1	49.570	3	33.770	1	23.335	1		9		9
									2008-10-03T21:00:00.000	1	0001	1	10.547	1	80.156	3	33.633	1	23.188	1		9		9
									2008-10-04T00:00:00.000	1	0001	1	12.012	1	340.312	3	33.730	1	23.237	1		9		9
									2008-10-04T03:00:00.000	1	0001	1	12.305	1	316.055	1	33.672	1	23.213	1		9		9
									2008-10-04T06:00:00.000	1	0001	1	6.738	1		9	33.750	1	23.188	1		9		9
									2008-10-04T09:00:00.000	1	0001	1	9.961	1	30.234	3	33.643	1	23.311	1		9		9
									2008-10-04T12:00:00.000	1	0001	1	14.355	1	78.047	3	33.672	1	23.750	1		9		9
									2008-10-04T15:00:00.000	1	0001	1	9.082	1	41.836	3	33.506	1	23.774	1		9		9
									2008-10-04T18:00:00.000	1	0001	1	6.738	1	86.484	1	33.389	1	23.506	1		9		9
									2008-10-04T21:00:00.000	1	0001	1	3.809	1	77.344	1	32.002	2	23.335	1		9		9
									2008-10-05T00:00:00.000	1	0001	1	14.355	1	41.836	3	34.268	1	23.262	1		9		9
									2008-10-05T03:00:00.000	1	0001	1	22.852	1	93.164	3	33.750	1	23.213	1		9		9
									2008-10-05T06:00:00.000	1	0001	1	16.113	1	144.844	1	32.295	2	22.944	1		9		9
									2008-10-05T09:00:00.000	1	0001	1	17.578	1	150.117	1	33.867	1	22.920	1		9		9
									2008-10-05T12:00:00.000	1	0001	1	18.164	1	170.508	1	34.209	1	22.871	1		9		9
									2008-10-05T15:00:00.000	1	0001	1	21.973	1	173.672	1	33.955	1	22.700	1		9		9
									2008-10-05T18:00:00.000	1	0001	1	18.457	1	167.344	1	32.773	2	22.456	1		9		9
									2008-10-05T21:00:00.000	1	0001	1	21.973	1	162.070	1	33.984	1	22.334	1		9		9
									2008-10-06T00:00:00.000	1	0001	1	15.820	1	166.641	1	33.535	1	22.261	1		9		9
									2008-10-06T03:00:00.000	1	0001	1	13.184	1	160.312	1	33.828	1	22.261	1		9		9
									2008-10-06T06:00:00.000	1	0001	1	11.133	1	205.312	3	33.887	1	22.188	1		9		9
									2008-10-06T09:00:00.000	1	0001	1	7.910	1	180.703	1	33.916	1	22.090	1		9		9
									2008-10-06T12:00:00.000	1	0001	1	9.961	1	148.008	1	33.535	1	22.114	1		9		9
									2008-10-06T15:00:00.000	1	0001	1	14.941	1	151.523	1	33.438	1	22.065	1		9		9
									2008-10-06T18:00:00.000	1	0001	1	20.801	1	146.602	1	32.285	2	21.968	1		9		9
									2008-10-06T21:00:00.000	1	0001	1	14.355	1	146.250	1	32.012	2	21.943	1		9		9
									2008-10-07T00:00:00.000	1	0001	1	13.770	1	161.367	1	33.818	1	21.943	1		9		9
									2008-10-07T03:00:00.000	1	0001	1	15.527	1	164.180	1	33.652	1	21.919	1		9		9
									2008-10-07T06:00:00.000	1	0001	1	14.941	1	177.188	1	33.701	1	21.919	1		9		9
									2008-10-07T09:00:00.000	1	0001	1	18.457	1	154.688	1	33.691	1	21.919	3		9		9
									2008-10-07T12:00:00.000	1	0001	1	18.164	1	142.031	1	34.150	1	21.968	1		9		9
									2008-10-07T15:00:00.000	1	0001	1	19.043	1	129.023	1	33.975	1	21.870	1		9		9
									2008-10-07T18:00:00.000	1	0001	1	43.652	1	144.141	1	33.105	1	21.528	1		9		9
									2008-10-07T21:00:00.000	1	0001	1	20.801	1	167.344	1	32.490	2	20.918	1		9		9
									2008-10-08T00:00:00.000	1	0001	1	13.770	1	164.531	1	33.779	1	21.235	1		9		9
									2008-10-08T03:00:00.000	1	0001	1	8.496	1	119.531	3	33.545	1	21.260	1		9		9
									2008-10-08T06:00:00.000	1	0001	1	23.145	1	158.906	3	33.389	1	21.333	1		9		9
									2008-10-08T09:00:00.000	1	0001	1	34.863	1	190.195	1	33.350	1	21.333	1		9		9
									2008-10-08T12:00:00.000	1	0001	1	31.348	1	187.383	1	33.613	1	21.821	1		9		9
									2008-10-08T15:00:00.000	1	0001	1	45.117	1	194.766	1	33.496	1	21.699	1		9		9
									2008-10-08T18:00:00.000	1	0001	1	42.188	1	235.195	3	33.486	1	22.041	1		9		9
									2008-10-08T21:00:00.000	1	0001	1	20.801	1	203.203	3	33.145	1	21.895	1		9		9
									2008-10-09T00:00:00.000	1	0001	1	13.477	1	175.430	1	33.184	1	21.748	1		9		9
									2008-10-09T03:00:00.000	1	0001	1	8.789	1	195.117	1	33.359	1	21.699	1		9		9
									2008-10-09T06:00:00.000	1	0001	1	14.941	1	169.805	1	33.340	1	21.675	1		9		9
									2008-10-09T09:00:00.000	1	0001	1	35.742	1	175.781	1	33.516	1	21.675	1		9		9
									2008-10-09T12:00:00.000	1	0001	1	30.176	1	188.789	1	33.740	1	22.285	1		9		9
									2008-10-09T15:00:00.000	1	0001	1	44.238	1	178.594	1	33.457	1	22.432	1		9		9
									2008-10-09T18:00:00.000	1	0001	1	28.711	1	180.703	1	33.154	1	22.163	1		9		9
									2008-10-09T21:00:00.000	1	0001	1	8.496	1	194.062	1	33.428	1	22.065	1		9		9
									2008-10-10T00:00:00.000	1	0001	1	7.617	1	142.031	3	33.125	1	21.895	1		9		9
