
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2009-12-01T00:00:00.000	+21.596000	+36.825500	GN36200912PYL_00001_269_D90	269	1681.0	2009-12-01T00:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T03:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T06:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T09:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T12:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T15:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T18:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-01T21:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T00:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T03:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T06:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T09:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T12:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T15:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T18:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-02T21:00:00.000	1	0001	1		9		9		9		9		9		9
									2009-12-04T00:00:00.000	1	0001	1	4.395	1	256.992	1		9		9		9		9
									2009-12-04T03:00:00.000	1	0001	1	3.223	1	270.000	1		9		9		9		9
									2009-12-04T06:00:00.000	1	0001	1	4.102	1	253.828	1		9		9		9		9
									2009-12-04T09:00:00.000	1	0001	1	5.566	1	311.484	1		9		9		9		9
									2009-12-04T12:00:00.000	1	0001	1	11.133	1	350.508	1		9		9		9		9
									2009-12-04T15:00:00.000	1	0001	1	6.738	1	8.438	1		9		9		9		9
									2009-12-04T18:00:00.000	1	0001	1	2.344	1	274.922	3		9		9		9		9
									2009-12-04T21:00:00.000	1	0001	1	2.051	1	309.023	1		9		9		9		9
									2009-12-05T00:00:00.000	1	0001	1	9.375	1	293.555	1		9		9		9		9
									2009-12-05T03:00:00.000	1	0001	1	15.234	1	279.141	1		9		9		9		9
									2009-12-05T06:00:00.000	1	0001	1	20.801	1	303.047	1		9		9		9		9
									2009-12-05T09:00:00.000	1	0001	1	15.820	1	319.219	1		9		9		9		9
									2009-12-05T12:00:00.000	1	0001	1	6.445	1	337.500	1		9		9		9		9
									2009-12-05T15:00:00.000	1	0001	1	4.102	1	316.055	1		9		9		9		9
									2009-12-05T18:00:00.000	1	0001	1	1.172	1	236.250	1		9		9		9		9
									2009-12-05T21:00:00.000	1	0001	1	10.547	1	241.172	1		9		9		9		9
									2009-12-06T00:00:00.000	1	0001	1	19.629	1	240.820	1		9		9		9		9
									2009-12-06T03:00:00.000	1	0001	1	23.438	1	228.867	1		9		9		9		9
									2009-12-06T06:00:00.000	1	0001	1	25.781	1	225.000	1		9		9		9		9
									2009-12-06T09:00:00.000	1	0001	1	24.902	1	220.430	1		9		9		9		9
									2009-12-06T12:00:00.000	1	0001	1	19.336	1	229.570	1		9		9		9		9
									2009-12-06T15:00:00.000	1	0001	1	3.223	1	223.945	3		9		9		9		9
									2009-12-06T18:00:00.000	1	0001	1	5.273	1	35.508	3		9		9		9		9
									2009-12-06T21:00:00.000	1	0001	1	1.172	1	288.281	3		9		9		9		9
									2009-12-07T00:00:00.000	1	0001	1	7.324	1	332.227	1		9		9		9		9
									2009-12-07T03:00:00.000	1	0001	1	16.992	1	333.281	1		9		9		9		9
									2009-12-07T06:00:00.000	1	0001	1	20.215	1	347.344	1		9		9		9		9
									2009-12-07T09:00:00.000	1	0001	1	27.539	1	351.914	1		9		9		9		9
									2009-12-07T12:00:00.000	1	0001	1	17.285	1	356.836	1		9		9		9		9
									2009-12-07T15:00:00.000	1	0001	1	20.508	1	345.586	1		9		9		9		9
									2009-12-07T18:00:00.000	1	0001	1	21.973	1	344.883	1		9		9		9		9
									2009-12-07T21:00:00.000	1	0001	1	18.164	1	344.180	1		9		9		9		9
									2009-12-08T00:00:00.000	1	0001	1	23.730	1	352.617	1		9		9		9		9
									2009-12-08T03:00:00.000	1	0001	1	20.508	1	355.430	1		9		9		9		9
									2009-12-08T06:00:00.000	1	0001	1	28.418	1	350.508	1		9		9		9		9
									2009-12-08T09:00:00.000	1	0001	1	28.125	1	1.055	1		9		9		9		9
									2009-12-08T12:00:00.000	1	0001	1	20.801	1	9.141	1		9		9		9		9
									2009-12-08T15:00:00.000	1	0001	1	15.234	1	356.133	1		9		9		9		9
									2009-12-08T18:00:00.000	1	0001	1	13.184	1	339.258	1		9		9		9		9
									2009-12-08T21:00:00.000	1	0001	1	17.285	1	332.578	1		9		9		9		9
									2009-12-09T00:00:00.000	1	0001	1	18.750	1	329.414	1		9		9		9		9
