
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2010-05-01T00:00:00.000	+21.596000	+36.825500	GN36201005PYL_00001_269_D90	269	1681.0	2010-05-01T00:00:00.000	1	0001	1	10.547	1	56.602	1	38.125	1	17.952	1		9		9
									2010-05-01T03:00:00.000	1	0001	1	3.223	1	107.227	1	38.125	1	17.921	1		9		9
									2010-05-01T06:00:00.000	1	0001	1	7.910	1	158.203	1	38.125	1	17.921	1		9		9
									2010-05-01T09:00:00.000	1	0001	1	11.133	1	104.062	1	38.135	1	18.019	1		9		9
									2010-05-01T12:00:00.000	1	0001	1	27.539	1	83.672	1	38.125	1	18.013	1		9		9
									2010-05-01T15:00:00.000	1	0001	1	35.742	1	59.062	1	38.125	1	18.141	1		9		9
									2010-05-01T18:00:00.000	1	0001	1	27.539	1	49.219	1	38.145	1	18.159	1		9		9
									2010-05-01T21:00:00.000	1	0001	1	16.406	1	50.273	1	38.145	1	18.062	1		9		9
									2010-05-02T00:00:00.000	1	0001	1	5.566	1	99.492	1	38.135	1	18.068	1		9		9
									2010-05-02T03:00:00.000	1	0001	1	7.031	1	111.445	1	38.135	1	18.000	1		9		9
									2010-05-02T06:00:00.000	1	0001	1	15.820	1	72.422	1	38.125	1	17.885	1		9		9
									2010-05-02T09:00:00.000	1	0001	1	25.195	1	52.031	1	38.125	1	18.208	1		9		9
									2010-05-02T12:00:00.000	1	0001	1	31.055	1	58.711	1	38.135	1	18.403	1		9		9
									2010-05-02T15:00:00.000	1	0001	1	27.832	1	50.273	1	38.154	1	18.397	1		9		9
									2010-05-02T18:00:00.000	1	0001	1	23.730	1	43.945	1	38.145	1	18.318	1		9		9
									2010-05-02T21:00:00.000	1	0001	1	19.336	1	45.000	1	38.125	1	18.147	1		9		9
									2010-05-03T00:00:00.000	1	0001	1	14.062	1	61.523	1	38.135	1	17.976	1		9		9
									2010-05-03T03:00:00.000	1	0001	1	10.547	1	52.031	3	38.135	1	17.921	1		9		9
									2010-05-03T06:00:00.000	1	0001	1	8.789	1	201.094	3	38.135	1	17.952	1		9		9
									2010-05-03T09:00:00.000	1	0001	1	11.719	1	95.273	3	38.135	3	18.196	1		9		9
