
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2009-02-01T00:00:00.000	+21.596000	+36.825500	GN36200902PYL_00001_269_D90	269	1681.0	2009-02-01T00:00:00.000	1	0001	1	6.152	1	249.258	1	38.525	1	15.889	1		9		9
									2009-02-01T03:00:00.000	1	0001	1	1.172	1	236.250	3	38.545	1	15.913	1		9		9
									2009-02-01T06:00:00.000	1	0001	1	1.172	1	20.039	3	38.535	1	15.913	1		9		9
									2009-02-01T09:00:00.000	1	0001	1	2.637	1	220.430	3	38.545	1	15.938	1		9		9
									2009-02-01T12:00:00.000	1	0001	1	6.445	1	291.094	1	38.564	1	15.986	1		9		9
									2009-02-01T15:00:00.000	1	0001	1	9.375	1	291.797	1	38.564	1	15.962	1		9		9
									2009-02-01T18:00:00.000	1	0001	1	13.184	1	288.633	1	38.574	1	15.986	1		9		9
									2009-02-01T21:00:00.000	1	0001	1	15.527	1	287.578	1	38.594	1	16.011	1		9		9
									2009-02-02T00:00:00.000	1	0001	1	14.355	1	297.422	1	38.613	1	16.035	1		9		9
									2009-02-02T03:00:00.000	1	0001	1	8.203	1	352.266	3	38.652	1	16.108	1		9		9
									2009-02-02T06:00:00.000	1	0001	1	7.031	1	232.383	3	38.643	1	16.084	1		9		9
									2009-02-02T09:00:00.000	1	0001	1	16.406	1	249.961	1	38.623	1	16.084	1		9		9
									2009-02-02T12:00:00.000	1	0001	1	16.113	1	300.234	1	38.604	1	16.084	1		9		9
									2009-02-02T15:00:00.000	1	0001	1	14.355	1	320.273	1	38.584	1	16.060	1		9		9
									2009-02-02T18:00:00.000	1	0001	1	11.719	1	323.789	1	38.584	1	16.011	1		9		9
