
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2011-02-01T00:00:00.000	+22.093667	+36.971333	GN36201102KAL_00003_269_D90	269	340.0	2011-02-01T00:00:00.000	1	0003	1	8.203	1	222.891	3		9	38.037	1	17.695	1		9		9
									2011-02-01T03:00:00.000	1	0003	1	2.930	1	60.820	3		9	38.096	1	17.842	1		9		9
									2011-02-01T06:00:00.000	1	0003	1	10.547	1	60.117	1		9	38.145	1	17.891	1		9		9
									2011-02-01T09:00:00.000	1	0003	1	1.172	1	339.961	3		9	38.145	1	17.915	1		9		9
									2011-02-01T12:00:00.000	1	0003	1	12.305	1	34.805	1		9	38.164	1	17.964	1		9		9
									2011-02-01T15:00:00.000	1	0003	1	12.891	1	91.406	3		9	38.125	1	18.037	1		9		9
									2011-02-01T18:00:00.000	1	0003	1	2.637	1	295.664	3		9	37.627	1	17.939	1		9		9
									2011-02-01T21:00:00.000	1	0003	1	6.445	1	332.578	1		9	37.861	1	17.915	1		9		9
									2011-02-02T00:00:00.000	1	0003	1	3.223	1	305.156	1		9	38.096	1	17.915	1		9		9
									2011-02-02T03:00:00.000	1	0003	1	2.930	1	352.266	1		9	38.115	1	17.915	1		9		9
									2011-02-02T06:00:00.000	1	0003	1	9.961	1	348.047	1		9	37.852	1	17.915	3		9		9
									2011-02-02T09:00:00.000	1	0003	1	10.840	1	12.656	1		9	37.852	1	17.939	1		9		9
									2011-02-02T12:00:00.000	1	0003	1	3.516	1	346.289	1		9	37.861	1	17.939	1		9		9
									2011-02-02T15:00:00.000	1	0003	1	12.891	1	11.602	1		9	37.881	1	17.915	1		9		9
									2011-02-02T18:00:00.000	1	0003	1	7.617	1	350.859	1		9	38.057	1	17.915	1		9		9
									2011-02-02T21:00:00.000	1	0003	1	0.586	1	26.719	1		9	38.018	1	17.891	1		9		9
									2011-02-03T00:00:00.000	1	0003	1	2.637	1	256.641	3		9	37.520	1	17.891	1		9		9
									2011-02-03T03:00:00.000	1	0003	1	7.910	1	319.219	1		9	37.842	1	17.915	1		9		9
									2011-02-03T06:00:00.000	1	0003	1	7.031	1	329.062	1		9	37.861	1	17.915	1		9		9
									2011-02-03T09:00:00.000	1	0003	1	9.082	1	356.133	1		9	37.871	1	17.915	1		9		9
									2011-02-03T12:00:00.000	1	0003	1	1.758	1	76.641	3		9	37.852	1	17.939	1		9		9
									2011-02-03T15:00:00.000	1	0003	1	14.941	1	210.586	3		9	37.832	1	17.915	1		9		9
									2011-02-03T18:00:00.000	1	0003	1	7.031	1	233.086	3		9	37.178	1	17.939	1		9		9
									2011-02-03T21:00:00.000	1	0003	1	8.203	1	354.375	3		9	37.031	1	17.939	1		9		9
									2011-02-04T00:00:00.000	1	0003	1	7.617	1	198.984	3		9	37.793	1	17.939	1		9		9
									2011-02-04T03:00:00.000	1	0003	1	8.789	1	253.477	3		9	37.168	1	17.964	1		9		9
									2011-02-04T06:00:00.000	1	0003	1	4.102	1	45.000	3		9	36.484	1	17.939	1		9		9
									2011-02-04T09:00:00.000	1	0003	1	4.102	1	208.477	3		9	36.523	1	17.988	1		9		9
									2011-02-04T12:00:00.000	1	0003	1	2.930	1	207.422	1		9	36.318	1	17.988	1		9		9
									2011-02-04T15:00:00.000	1	0003	1	2.930	1	180.000	1		9	36.396	1	17.964	1		9		9
									2011-02-04T18:00:00.000	1	0003	1	4.395	1	225.000	1		9	37.988	1	17.988	1		9		9
									2011-02-04T21:00:00.000	1	0003	1	3.223	1	254.180	1		9	38.105	1	17.988	1		9		9
									2011-02-05T00:00:00.000	1	0003	1	12.305	1	188.789	1		9	38.096	1	17.988	1		9		9
									2011-02-05T03:00:00.000	1	0003	1	20.215	1	185.625	1		9	38.115	1	17.939	1		9		9
									2011-02-05T06:00:00.000	1	0003	1	21.680	1	180.352	1		9	38.105	1	17.939	1		9		9
									2011-02-05T09:00:00.000	1	0003	1	8.203	1	198.633	1		9	38.086	1	17.988	1		9		9
									2011-02-05T12:00:00.000	1	0003	1	10.254	1	182.109	1		9	38.027	1	18.037	1		9		9
									2011-02-05T15:00:00.000	1	0003	1	6.445	1	240.820	1		9	38.135	1	18.062	1		9		9
									2011-02-05T18:00:00.000	1	0003	1	2.930	1	204.609	1		9	38.096	1	17.988	1		9		9
									2011-02-05T21:00:00.000	1	0003	1	10.547	1	197.227	1		9	38.047	1	17.964	1		9		9
									2011-02-06T00:00:00.000	1	0003	1	15.820	1	201.797	1		9	38.018	1	17.939	1		9		9
									2011-02-06T03:00:00.000	1	0003	1	15.234	1	211.992	1		9	38.018	1	17.915	1		9		9
									2011-02-06T06:00:00.000	1	0003	1	13.184	1	195.117	1		9	38.027	1	17.939	1		9		9
									2011-02-06T09:00:00.000	1	0003	1	14.062	1	190.898	1		9	37.959	1	17.988	1		9		9
									2011-02-06T12:00:00.000	1	0003	1	8.789	1	247.500	3		9	37.998	1	18.037	1		9		9
