
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2010-02-01T00:00:00.000	+21.596000	+36.825500	GN36201002PYL_00001_269_D90	269	1681.0	2010-02-01T00:00:00.000	1	0001	1	12.012	1	150.117	1	38.105	1	16.353	1		9		9
									2010-02-01T03:00:00.000	1	0001	1	12.598	1	149.414	1	38.125	1	16.383	1		9		9
									2010-02-01T06:00:00.000	1	0001	1	14.941	1	158.555	1	38.115	1	16.377	1		9		9
									2010-02-01T09:00:00.000	1	0001	1	15.234	1	142.031	1	38.105	1	16.365	1		9		9
									2010-02-01T12:00:00.000	1	0001	1	14.062	1	136.758	1	38.105	1	16.377	1		9		9
									2010-02-01T15:00:00.000	1	0001	1	12.891	1	129.727	1	38.105	1	16.377	1		9		9
									2010-02-01T18:00:00.000	1	0001	1	8.789	1	122.344	1	38.086	1	16.359	1		9		9
									2010-02-01T21:00:00.000	1	0001	1	7.324	1	108.281	1	38.096	1	16.298	1		9		9
									2010-02-02T00:00:00.000	1	0001	1	15.234	1	127.266	1	38.008	1	16.066	1		9		9
									2010-02-02T03:00:00.000	1	0001	1	9.082	1	131.484	1	38.027	1	16.060	1		9		9
									2010-02-02T06:00:00.000	1	0001	1	23.730	1	163.477	1	38.037	1	16.090	1		9		9
									2010-02-02T09:00:00.000	1	0001	1	27.832	1	145.898	1	38.037	1	16.084	1		9		9
									2010-02-02T12:00:00.000	1	0001	1	26.367	1	147.305	1	38.057	1	16.066	1		9		9
									2010-02-02T15:00:00.000	1	0001	1	23.438	1	149.766	1	38.076	1	16.078	1		9		9
									2010-02-02T18:00:00.000	1	0001	1	21.387	1	157.148	1	38.066	1	16.066	1		9		9
									2010-02-02T21:00:00.000	1	0001	1	18.457	1	151.523	1	38.076	1	16.078	1		9		9
									2010-02-03T00:00:00.000	1	0001	1	10.254	1	150.820	1	38.096	1	16.053	1		9		9
									2010-02-03T03:00:00.000	1	0001	1	10.840	1	227.109	1	38.076	1	16.029	1		9		9
									2010-02-03T06:00:00.000	1	0001	1	12.012	1	240.469	1	38.086	1	15.986	1		9		9
									2010-02-03T09:00:00.000	1	0001	1	10.547	1	227.812	1	38.066	1	15.974	1		9		9
									2010-02-03T12:00:00.000	1	0001	1	14.648	1	211.289	1	38.066	1	15.992	1		9		9
									2010-02-03T15:00:00.000	1	0001	1	18.457	1	199.336	1	38.066	1	15.974	1		9		9
									2010-02-03T18:00:00.000	1	0001	1	17.871	1	194.414	1	38.057	1	15.968	1		9		9
									2010-02-03T21:00:00.000	1	0001	1	17.285	1	187.383	1	38.057	1	15.974	1		9		9
									2010-02-04T00:00:00.000	1	0001	1	6.445	1	174.023	1	38.057	1	15.931	1		9		9
									2010-02-04T03:00:00.000	1	0001	1	6.152	1	177.188	1	38.066	1	15.968	1		9		9
									2010-02-04T06:00:00.000	1	0001	1	8.789	1	168.750	1	38.057	1	15.956	1		9		9
									2010-02-04T09:00:00.000	1	0001	1	7.617	1	184.570	1	38.037	1	15.980	1		9		9
									2010-02-04T12:00:00.000	1	0001	1	7.324	1	147.656	1	38.066	1	15.992	1		9		9
									2010-02-04T15:00:00.000	1	0001	1	10.254	1	150.820	1	38.047	1	15.950	1		9		9
									2010-02-04T18:00:00.000	1	0001	1	13.184	1	154.336	1	38.037	1	15.809	1		9		9
									2010-02-04T21:00:00.000	1	0001	1	12.598	1	161.016	1	38.018	1	15.803	1		9		9
									2010-02-05T00:00:00.000	1	0001	1	10.547	1	178.945	1	38.027	1	15.785	1		9		9
									2010-02-05T03:00:00.000	1	0001	1	9.375	1	178.594	1	38.018	1	15.773	1		9		9
									2010-02-05T06:00:00.000	1	0001	1	6.445	1	181.758	1	38.008	1	15.779	1		9		9
									2010-02-05T09:00:00.000	1	0001	1	5.273	1	198.633	1	38.008	1	15.834	1		9		9
									2010-02-05T12:00:00.000	1	0001	1	1.465	1	255.234	3	38.008	1	16.304	1		9		9
									2010-02-05T15:00:00.000	1	0001	1	7.324	1	85.078	3	38.037	1	16.114	1		9		9
									2010-02-05T18:00:00.000	1	0001	1	7.617	1	136.055	1	37.998	1	16.005	1		9		9
									2010-02-05T21:00:00.000	1	0001	1	9.082	1	179.297	1	38.027	1	15.809	1		9		9
									2010-02-06T00:00:00.000	1	0001	1	6.152	1	180.000	1	38.027	1	15.815	1		9		9
									2010-02-06T03:00:00.000	1	0001	1	3.223	1	140.273	1	38.027	1	15.815	1		9		9
									2010-02-06T06:00:00.000	1	0001	1	3.516	1	131.484	1	38.008	1	15.822	1		9		9
									2010-02-06T09:00:00.000	1	0001	1	5.566	1	158.555	1	38.027	1	15.864	1		9		9
									2010-02-06T12:00:00.000	1	0001	1	5.273	1	124.453	1	38.027	1	15.913	1		9		9
									2010-02-06T15:00:00.000	1	0001	1	6.152	1	101.250	1	38.047	1	15.931	1		9		9
