
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2008-02-01T00:00:00.000	+22.093667	+36.971333	GN36200802KAL_00003_269_D90	269	340.0	2008-02-01T00:00:00.000	1	0003	1	3.516	1	262.266	3		9		9	15.815	1		9	0.156	1
									2008-02-01T03:00:00.000	1	0003	1	3.516	1	186.680	3		9		9	15.815	1		9	0.166	1
									2008-02-01T06:00:00.000	1	0003	1	0.586	1	63.281	3		9		9	15.791	1		9	0.166	1
									2008-02-01T09:00:00.000	1	0003	1	4.688	1	252.773	3		9		9	15.815	1		9	0.186	1
									2008-02-01T12:00:00.000	1	0003	1	6.445	1	305.508	1		9		9	15.938	1		9	0.176	1
									2008-02-01T15:00:00.000	1	0003	1	4.688	1		9		9		9	15.889	1		9	0.195	1
									2008-02-01T18:00:00.000	1	0003	1	3.223	1	133.594	3		9		9	15.815	1		9	0.215	1
									2008-02-01T21:00:00.000	1	0003	1		9		9		9		9	15.791	1		9	0.225	1
									2008-02-02T00:00:00.000	1	0003	1	5.273	3	161.016	1		9		9	15.767	1		9	0.225	1
									2008-02-02T03:00:00.000	1	0003	1	4.102	1	180.000	1		9		9	15.742	1		9	0.225	1
									2008-02-02T06:00:00.000	1	0003	1	9.375	1	189.844	1		9		9	15.767	1		9	0.225	1
									2008-02-02T09:00:00.000	1	0003	1	7.617	1	182.461	1		9		9	15.767	1		9	0.205	1
									2008-02-02T12:00:00.000	1	0003	1	0.293	1		9		9		9	15.889	1		9	0.205	1
									2008-02-02T15:00:00.000	1	0003	1		9		9		9		9	15.840	1		9	0.234	1
									2008-02-02T18:00:00.000	1	0003	1	4.688	1	112.148	1		9		9	15.815	1		9	0.244	1
									2008-02-02T21:00:00.000	1	0003	1	8.203	1	168.398	1		9		9	15.815	1		9	0.254	1
									2008-02-03T00:00:00.000	1	0003	1	6.445	1	159.258	1		9		9	15.791	3		9	0.234	1
									2008-02-03T03:00:00.000	1	0003	1		9		9		9		9	5.000	2		9		9
