
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00001	*	2011-08-01T00:00:00.000	+21.596000	+36.825500	GN36201108PYL_00001_269_D90	269	1681.0	2011-08-01T00:00:00.000	1	0001	1		9		9	38.809	1	24.861	1		9		9
									2011-08-01T03:00:00.000	1	0001	1		9		9	38.816	1	24.980	1		9		9
									2011-08-01T06:00:00.000	1	0001	1		9		9	38.782	1	24.986	1		9		9
									2011-08-01T09:00:00.000	1	0001	1		9		9	38.821	1	24.887	1		9		9
									2011-08-01T12:00:00.000	1	0001	1		9		9	38.784	1	25.316	1		9		9
									2011-08-01T15:00:00.000	1	0001	1		9		9	38.784	1	25.046	1		9		9
									2011-08-01T18:00:00.000	1	0001	1		9		9	38.862	1	25.138	1		9		9
									2011-08-01T21:00:00.000	1	0001	1		9		9	38.777	1	25.257	1		9		9
									2011-08-02T00:00:00.000	1	0001	1		9		9	38.784	1	25.395	1		9		9
									2011-08-02T03:00:00.000	1	0001	1		9		9	38.789	1	25.355	1		9		9
									2011-08-02T06:00:00.000	1	0001	1		9		9	38.821	1	24.657	1		9		9
									2011-08-02T09:00:00.000	1	0001	1		9		9	38.826	1	24.934	1		9		9
									2011-08-02T12:00:00.000	1	0001	1		9		9	38.801	1	25.323	1		9		9
									2011-08-02T15:00:00.000	1	0001	1		9		9	38.799	1	25.955	1		9		9
									2011-08-02T18:00:00.000	1	0001	1		9		9	38.867	1	26.061	1		9		9
									2011-08-02T21:00:00.000	1	0001	1		9		9	38.809	1	25.692	1		9		9
									2011-08-03T00:00:00.000	1	0001	1		9		9	38.791	1	25.553	1		9		9
									2011-08-03T03:00:00.000	1	0001	1		9		9	38.791	1	25.500	1		9		9
									2011-08-03T06:00:00.000	1	0001	1		9		9	38.796	1	25.329	1		9		9
									2011-08-03T09:00:00.000	1	0001	1		9		9	38.821	1	25.415	1		9		9
									2011-08-03T12:00:00.000	1	0001	1		9		9	38.811	1	26.555	1		9		9
									2011-08-03T15:00:00.000	1	0001	1	36.328	3	353.672	3	38.821	1	26.351	1		9		9
									2011-08-03T18:00:00.000	1	0001	1		9		9	38.845	1	26.067	1		9		9
									2011-08-03T21:00:00.000	1	0001	1		9		9	38.865	1	25.738	1		9		9
									2011-08-04T00:00:00.000	1	0001	1		9		9	38.875	1	25.593	1		9		9
									2011-08-04T03:00:00.000	1	0001	1		9		9	38.843	1	25.659	1		9		9
									2011-08-04T06:00:00.000	1	0001	1		9		9	38.816	1	25.870	1		9		9
									2011-08-04T09:00:00.000	1	0001	1		9		9	38.796	1	25.876	1		9		9
									2011-08-04T12:00:00.000	1	0001	1	40.137	1	10.898	1	38.791	1	26.199	1		9		9
									2011-08-04T15:00:00.000	1	0001	1	33.691	1	5.625	1	38.804	1	26.173	1		9		9
									2011-08-04T18:00:00.000	1	0001	1	35.156	1	3.867	1	38.799	1	26.120	1		9		9
									2011-08-04T21:00:00.000	1	0001	1	34.277	1	7.383	1	38.801	1	25.876	1		9		9
									2011-08-05T00:00:00.000	1	0001	1		9		9	38.804	1	25.896	1		9		9
									2011-08-05T03:00:00.000	1	0001	1		9		9	38.813	1	25.916	1		9		9
									2011-08-05T06:00:00.000	1	0001	1		9		9	38.831	1	25.863	1		9		9
									2011-08-05T09:00:00.000	1	0001	1		9		9	38.840	1	26.153	1		9		9
									2011-08-05T12:00:00.000	1	0001	1	31.055	1	346.641	1	38.857	1	26.582	1		9		9
									2011-08-05T15:00:00.000	1	0001	1	36.035	1	9.844	1	38.855	1	26.516	1		9		9
									2011-08-05T18:00:00.000	1	0001	1	36.328	1	357.188	1	38.865	1	26.245	1		9		9
									2011-08-05T21:00:00.000	1	0001	1	30.176	1	354.727	1	38.865	1	26.120	1		9		9
									2011-08-06T00:00:00.000	1	0001	1	23.730	3	3.516	3	38.855	1	25.949	1		9		9
									2011-08-06T03:00:00.000	1	0001	1		9		9	38.840	1	26.107	1		9		9
									2011-08-06T06:00:00.000	1	0001	1	31.934	1	341.719	1	38.831	1	26.081	1		9		9
									2011-08-06T09:00:00.000	1	0001	1	33.105	1	336.094	1	38.965	1	27.056	1		9		9
									2011-08-06T12:00:00.000	1	0001	1	28.711	1	339.961	1	38.845	1	26.878	1		9		9
									2011-08-06T15:00:00.000	1	0001	1	38.965	1	343.125	1	38.831	1	26.746	1		9		9
									2011-08-06T18:00:00.000	1	0001	1	41.309	1	339.258	1	38.831	1	26.410	1		9		9
									2011-08-06T21:00:00.000	1	0001	1	46.875	1	341.016	1	38.823	1	26.463	1		9		9
									2011-08-07T00:00:00.000	1	0001	1	39.258	1	345.586	1	38.823	1	26.430	1		9		9
									2011-08-07T03:00:00.000	1	0001	1	31.641	1	350.508	1	38.828	1	26.364	1		9		9
									2011-08-07T06:00:00.000	1	0001	1	32.812	1	348.047	1	38.826	1	26.285	1		9		9
									2011-08-07T09:00:00.000	1	0001	1	28.711	1	349.102	1	38.845	1	27.043	1		9		9
									2011-08-07T12:00:00.000	1	0001	1	27.246	1	344.180	1	38.835	1	27.373	1		9		9
									2011-08-07T15:00:00.000	1	0001	1	43.359	1	10.547	1	38.831	1	26.753	1		9		9
									2011-08-07T18:00:00.000	1	0001	1	47.754	1	2.812	1	38.799	1	26.509	1		9		9
									2011-08-07T21:00:00.000	1	0001	1	34.570	1	354.375	1	38.791	1	26.291	1		9		9
									2011-08-08T00:00:00.000	1	0001	1	38.672	1	1.055	1	38.774	1	26.364	1		9		9
									2011-08-08T03:00:00.000	1	0001	1	29.297	1		9	38.779	1	26.305	1		9		9
									2011-08-08T06:00:00.000	1	0001	1	30.469	1	14.766	1	38.787	1	26.259	1		9		9
									2011-08-08T09:00:00.000	1	0001	1	31.641	1	17.578	1	38.784	1	26.423	1		9		9
									2011-08-08T12:00:00.000	1	0001	1	38.672	1	13.359	1	38.794	1	26.647	1		9		9
									2011-08-08T15:00:00.000	1	0001	1	46.875	1	11.250	1	38.818	1	26.694	1		9		9
									2011-08-08T18:00:00.000	1	0001	1	37.500	1	8.438	1	38.835	1	26.555	1		9		9
									2011-08-08T21:00:00.000	1	0001	1	36.035	1	13.008	1	38.853	1	26.502	1		9		9
									2011-08-09T00:00:00.000	1	0001	1	29.590	1	23.906	1	38.850	1	26.430	1		9		9
									2011-08-09T03:00:00.000	1	0001	1	27.832	1	33.047	1	38.862	1	26.410	1		9		9
									2011-08-09T06:00:00.000	1	0001	1	31.055	1	39.375	1	38.870	1	26.437	1		9		9
									2011-08-09T09:00:00.000	1	0001	1	36.328	1	26.367	1	38.860	1	26.489	1		9		9
									2011-08-09T12:00:00.000	1	0001	1	36.914	1	15.117	1	38.848	1	26.661	1		9		9
									2011-08-09T15:00:00.000	1	0001	1	38.672	1	17.930	1	38.838	1	26.713	1		9		9
									2011-08-09T18:00:00.000	1	0001	1	35.449	1	13.008	1	38.845	1	26.667	1		9		9
									2011-08-09T21:00:00.000	1	0001	1	28.125	1	19.688	1	38.850	1	26.628	1		9		9
									2011-08-10T00:00:00.000	1	0001	1	27.832	1	21.445	1	38.850	1	26.595	1		9		9
									2011-08-10T03:00:00.000	1	0001	1	28.418	1	36.914	1	38.865	1	26.549	1		9		9
									2011-08-10T06:00:00.000	1	0001	1	29.590	1	35.859	1	38.877	1	26.535	1		9		9
									2011-08-10T09:00:00.000	1	0001	1	37.793	1	22.852	1	38.892	1	26.700	1		9		9
									2011-08-10T12:00:00.000	1	0001	1	42.188	1	15.820	1	38.899	1	26.878	1		9		9
									2011-08-10T15:00:00.000	1	0001	1	41.309	1	19.688	1	38.904	1	26.911	1		9		9
									2011-08-10T18:00:00.000	1	0001	1	39.258	1	27.773	1	38.916	1	26.839	1		9		9
									2011-08-10T21:00:00.000	1	0001	1	37.793	1	38.672	1	38.928	1	26.733	1		9		9
									2011-08-11T00:00:00.000	1	0001	1	38.965	1	17.227	1	38.936	1	26.595	1		9		9
									2011-08-11T03:00:00.000	1	0001	1	35.742	1	35.859	1	38.945	1	26.463	1		9		9
									2011-08-11T06:00:00.000	1	0001	1	28.418	1	24.609	1	38.945	1	26.384	1		9		9
									2011-08-11T09:00:00.000	1	0001	1	24.609	1	352.266	1	38.955	1	26.858	1		9		9
									2011-08-11T12:00:00.000	1	0001	1	20.508	1	342.070	1	38.955	1	27.043	1		9		9
									2011-08-11T15:00:00.000	1	0001	1	30.762	1	345.586	1	38.965	1	27.017	1		9		9
									2011-08-11T18:00:00.000	1	0001	1	26.367	1	337.148	1	38.955	1	26.938	1		9		9
									2011-08-11T21:00:00.000	1	0001	1	17.871	1	305.156	1	38.955	1	26.806	1		9		9
									2011-08-12T00:00:00.000	1	0001	1	17.578	1	300.234	1	38.938	1	26.595	1		9		9
									2011-08-12T03:00:00.000	1	0001	1	16.113	1	323.789	1	38.916	1	26.489	1		9		9
