//
//<sdn_reference xlink:href="https://cdi.seadatanet.org/report/edmo/269/GN36201001KAL_00003_269_D90" xlink:role="isDescribedBy" xlink:type="SDN:L23::CDI" sdn:scope="269:GN36201001KAL_00003_269_D90"/>
//SDN_parameter_mapping
//<subject>SDN:LOCAL:time_ISO8601</subject><object>SDN:P01::DTUT8601</object><units>SDN:P06::TISO</units>
//<subject>SDN:LOCAL:DEPH</subject><object>SDN:P01::ADEPZZ01</object><units>SDN:P06::ULAA</units>
//<subject>SDN:LOCAL:HCSP</subject><object>SDN:P01::LCSAZZ01</object><units>SDN:P06::UVAA</units>
//<subject>SDN:LOCAL:HCDT</subject><object>SDN:P01::LCDAZZ01</object><units>SDN:P06::UAAA</units>
//<subject>SDN:LOCAL:CNDC</subject><object>SDN:P01::CNDCZZ01</object><units>SDN:P06::UECA</units>
//<subject>SDN:LOCAL:PSAL</subject><object>SDN:P01::PSLTZZ01</object><units>SDN:P06::UUUU</units>
//<subject>SDN:LOCAL:TEMP</subject><object>SDN:P01::TEMPPR01</object><units>SDN:P06::UPAA</units>
//<subject>SDN:LOCAL:DOX1</subject><object>SDN:P01::DOXYZZXX</object><units>SDN:P06::UMLL</units>
//<subject>SDN:LOCAL:CPH1</subject><object>SDN:P01::CPHLZZXX</object><units>SDN:P06::UMMC</units>
//
Cruise	Station	Type	YYYY-MM-DDThh:mm:ss.sss	Longitude [degrees_east]	Latitude [degrees_north]	LOCAL_CDI_ID	EDMO_code	Bot. Depth [m]	time_ISO8601 [YYYY-MM-DDThh:mm:ss.sss]	QV:SEADATANET	DEPH [meter]	QV:SEADATANET	HCSP [meter/second]	QV:SEADATANET	HCDT [degree]	QV:SEADATANET	CNDC [mho/meter]	QV:SEADATANET	PSAL [P.S.U.]	QV:SEADATANET	TEMP [Celsius degree]	QV:SEADATANET	DOX1 [ml/l]	QV:SEADATANET	CPH1 [milligram/m3]	QV:SEADATANET
POSEIDON	00003	*	2010-01-01T00:00:00.000	+22.093667	+36.971333	GN36201001KAL_00003_269_D90	269	340.0	2010-01-01T00:00:00.000	1	0003	1	12.305	1	208.125	3		9	38.438	1	17.378	1		9		9
									2010-01-01T03:00:00.000	1	0003	1	8.203	1	119.531	3		9	38.438	1	17.427	1		9		9
									2010-01-01T06:00:00.000	1	0003	1	2.637	1	348.750	3		9	38.447	1	17.378	1		9		9
									2010-01-01T09:00:00.000	1	0003	1	28.711	3	15.469	1		9	38.574	1	17.622	1		9		9
									2010-01-01T12:00:00.000	1	0003	1	44.824	1	69.258	1		9	38.643	1	17.842	1		9		9
									2010-01-01T15:00:00.000	1	0003	1	45.410	1	107.930	1		9	38.604	1	17.915	1		9		9
									2010-01-01T18:00:00.000	1	0003	1	16.406	1	124.805	1		9	38.506	1	17.573	1		9		9
									2010-01-01T21:00:00.000	1	0003	1	8.789	1	106.875	1		9	38.398	1	17.427	1		9		9
									2010-01-02T00:00:00.000	1	0003	1	8.203	1	171.562	3		9	38.457	1	17.427	1		9		9
									2010-01-02T03:00:00.000	1	0003	1	38.672	1	92.461	1		9	38.594	1	17.671	1		9		9
									2010-01-02T06:00:00.000	1	0003	1	32.812	1	104.062	1		9	38.545	1	17.646	1		9		9
									2010-01-02T09:00:00.000	1	0003	1	6.738	3	167.695	1		9	38.369	1	17.402	1		9		9
									2010-01-02T12:00:00.000	1	0003	1	36.914	3	136.055	1		9	38.184	1	17.354	1		9		9
									2010-01-02T15:00:00.000	1	0003	1	26.953	1	137.461	1		9	38.223	1	17.378	1		9		9
									2010-01-02T18:00:00.000	1	0003	1	4.102	1	161.016	1		9	38.330	1	17.402	1		9		9
									2010-01-02T21:00:00.000	1	0003	1	5.273	1	136.406	1		9	38.359	1	17.427	1		9		9
									2010-01-03T00:00:00.000	1	0003	1	13.477	1	294.258	3		9	38.418	1	17.476	1		9		9
									2010-01-03T03:00:00.000	1	0003	1	14.062	1	316.758	1		9	38.398	1	17.500	1		9		9
									2010-01-03T06:00:00.000	1	0003	1	12.305	1	299.531	1		9	38.418	1	17.500	1		9		9
									2010-01-03T09:00:00.000	1	0003	1	17.871	1	330.469	3		9	38.467	1	17.451	1		9		9
									2010-01-03T12:00:00.000	1	0003	1	2.637	3	211.289	3		9	38.535	1	17.524	1		9		9
									2010-01-03T15:00:00.000	1	0003	1	37.500	3	188.438	3		9	38.594	1	17.671	1		9		9
									2010-01-03T18:00:00.000	1	0003	1	9.668	1	9.492	3		9	38.525	1	17.427	1		9		9
									2010-01-03T21:00:00.000	1	0003	1	12.012	1	347.695	1		9	38.525	1	17.451	1		9		9
									2010-01-04T00:00:00.000	1	0003	1	1.172	1	337.500	3		9	38.555	1	17.500	1		9		9
									2010-01-04T03:00:00.000	1	0003	1	10.547	1	136.758	3		9	38.594	1	17.549	1		9		9
									2010-01-04T06:00:00.000	1	0003	1	30.469	3	146.602	3		9	38.623	1	17.646	1		9		9
									2010-01-04T09:00:00.000	1	0003	1	4.980	1	315.000	3		9	38.574	1	17.476	1		9		9
									2010-01-04T12:00:00.000	1	0003	1	3.223	1	24.961	3		9	38.574	1	17.500	1		9		9
									2010-01-04T15:00:00.000	1	0003	1	4.980	1	306.914	3		9	38.584	1	17.476	1		9		9
									2010-01-04T18:00:00.000	1	0003	1	9.961	1	20.039	3		9	38.594	1	17.427	1		9		9
									2010-01-04T21:00:00.000	1	0003	1	5.566	1		9		9	38.633	1	17.451	1		9		9
									2010-01-05T00:00:00.000	1	0003	1	6.738	1	133.945	3		9	38.662	1	17.500	1		9		9
									2010-01-05T03:00:00.000	1	0003	1	12.305	1	329.414	3		9	38.652	1	17.500	1		9		9
									2010-01-05T06:00:00.000	1	0003	1	11.426	1	29.883	1		9	38.662	1	17.476	1		9		9
									2010-01-05T09:00:00.000	1	0003	1	14.355	1	357.539	1		9	38.672	1	17.476	1		9		9
									2010-01-05T12:00:00.000	1	0003	1	22.559	1	13.711	1		9	38.672	1	17.500	1		9		9
									2010-01-05T15:00:00.000	1	0003	1	20.801	1	13.008	1		9	38.682	1	17.500	1		9		9
									2010-01-05T18:00:00.000	1	0003	1	15.234	1	22.852	1		9	38.672	3	17.476	1		9		9
									2010-01-05T21:00:00.000	1	0003	1	11.133	1	352.617	1		9	38.672	3	17.451	1		9		9
									2010-01-06T00:00:00.000	1	0003	1	4.688	1	27.773	1		9	38.672	3	17.402	1		9		9
									2010-01-06T03:00:00.000	1	0003	1	5.566	1	34.102	1		9	38.672	3	17.402	1		9		9
									2010-01-06T06:00:00.000	1	0003	1	7.031	1	5.625	1		9	38.662	1	17.402	1		9		9
									2010-01-06T09:00:00.000	1	0003	1	8.789	1	2.461	1		9	38.672	1	17.402	3		9		9
									2010-01-06T12:00:00.000	1	0003	1	7.324	1	13.008	1		9	38.672	1	17.427	1		9		9
									2010-01-06T15:00:00.000	1	0003	1	8.203	1	78.398	1		9	38.662	1	17.427	1		9		9
									2010-01-06T18:00:00.000	1	0003	1	7.324	1	78.398	1		9	38.672	1	17.427	1		9		9
									2010-01-06T21:00:00.000	1	0003	1	7.910	1	50.625	1		9	38.662	1	17.402	1		9		9
									2010-01-07T00:00:00.000	1	0003	1	6.738	1	102.656	1		9	38.662	1	17.402	1		9		9
									2010-01-07T03:00:00.000	1	0003	1	3.809	1	80.859	3		9	38.662	1	17.402	1		9		9
									2010-01-07T06:00:00.000	1	0003	1	2.930	1	218.320	3		9	38.652	3	17.402	3		9		9
									2010-01-07T09:00:00.000	1	0003	1	8.203	1	97.734	3		9	38.672	1	17.427	1		9		9
									2010-01-07T12:00:00.000	1	0003	1	10.254	1	49.570	1		9	38.672	1	17.476	3		9		9
									2010-01-07T15:00:00.000	1	0003	1	10.547	1	84.023	1		9	39.990	3	29.976	3		9		9
									2010-01-07T18:00:00.000	1	0003	1	8.496	1	95.273	3		9	38.662	1	17.451	3		9		9
									2010-01-07T21:00:00.000	1	0003	1	7.324	1	338.906	3		9	38.662	1	17.427	1		9		9
									2010-01-08T00:00:00.000	1	0003	1	8.496	1	333.633	1		9	30.000	4	5.000	4		9		9
									2010-01-08T03:00:00.000	1	0003	1	9.668	1	310.078	1		9	38.662	3	17.402	3		9		9
									2010-01-08T06:00:00.000	1	0003	1	8.203	1	307.266	1		9	38.662	1	17.402	1		9		9
									2010-01-08T09:00:00.000	1	0003	1	6.738	1	324.141	1		9	38.672	1	17.402	1		9		9
									2010-01-08T12:00:00.000	1	0003	1	12.891	1	19.688	1		9	38.672	1	17.427	1		9		9
									2010-01-08T15:00:00.000	1	0003	1	7.617	1	32.695	1		9	38.662	1	17.402	1		9		9
									2010-01-08T18:00:00.000	1	0003	1	8.496	1	57.305	1		9	38.662	1	17.402	1		9		9
									2010-01-08T21:00:00.000	1	0003	1	11.426	1	322.734	3		9	38.652	1	17.354	1		9		9
									2010-01-09T00:00:00.000	1	0003	1		9		9		9		9		9		9		9
									2010-01-09T03:00:00.000	1	0003	1	4.980	1	102.305	1		9	38.662	1	17.354	1		9		9
									2010-01-09T06:00:00.000	1	0003	1	7.910	1	97.383	1		9	38.662	1	17.354	1		9		9
									2010-01-09T09:00:00.000	1	0003	1	5.273	1	148.359	3		9	38.672	1	17.378	1		9		9
									2010-01-09T12:00:00.000	1	0003	1	11.133	1	77.344	1		9	38.662	1	17.378	1		9		9
									2010-01-09T15:00:00.000	1	0003	1	16.992	1	50.977	1		9	38.623	1	17.329	1		9		9
									2010-01-09T18:00:00.000	1	0003	1	31.055	3	15.117	3		9	38.574	1	17.305	1		9		9
									2010-01-09T21:00:00.000	1	0003	1	1.172	3	180.000	3		9	38.125	1	16.938	1		9		9
									2010-01-10T00:00:00.000	1	0003	1	9.082	3	137.109	1		9	38.115	1	16.890	1		9		9
									2010-01-10T03:00:00.000	1	0003	1	37.207	1	106.875	1		9	38.115	1	16.841	1		9		9
									2010-01-10T06:00:00.000	1	0003	1	42.773	1	97.383	1		9	38.135	1	16.792	1		9		9
									2010-01-10T09:00:00.000	1	0003	1	29.297	1	106.172	1		9	38.203	1	16.841	1		9		9
									2010-01-10T12:00:00.000	1	0003	1	26.953	1	94.922	1		9	38.447	1	17.085	1		9		9
									2010-01-10T15:00:00.000	1	0003	1	19.336	1	121.641	1		9	38.438	1	17.061	1		9		9
									2010-01-10T18:00:00.000	1	0003	1	29.297	1	169.453	3		9	38.447	1	17.085	1		9		9
									2010-01-10T21:00:00.000	1	0003	1	7.324	3	39.375	3		9	38.320	1	16.914	1		9		9
									2010-01-11T00:00:00.000	1	0003	1	40.723	3	228.516	3		9	38.291	1	16.792	1		9		9
									2010-01-11T03:00:00.000	1	0003	1	31.055	1	264.023	3		9	38.516	1	17.036	3		9		9
									2010-01-11T06:00:00.000	1	0003	1	25.195	1	120.234	3		9	39.990	3	29.976	3		9		9
									2010-01-11T09:00:00.000	1	0003	1	9.082	1	129.375	1		9	38.428	1	16.987	3		9		9
									2010-01-11T12:00:00.000	1	0003	1	14.941	1	146.602	1		9	38.428	3	16.987	3		9		9
									2010-01-11T15:00:00.000	1	0003	1	18.457	1	165.234	1		9	30.000	4	5.000	4		9		9
									2010-01-11T18:00:00.000	1	0003	1	33.105	1	235.898	1		9	38.467	3	17.036	3		9		9
									2010-01-11T21:00:00.000	1	0003	1	36.914	1	198.984	1		9	38.506	1	17.085	1		9		9
									2010-01-12T00:00:00.000	1	0003	1	36.035	1	183.164	1		9	38.516	1	17.109	1		9		9
									2010-01-12T03:00:00.000	1	0003	1	40.430	1	138.516	3		9	38.535	1	17.109	1		9		9
